#Custom ID, type, EPIC ID, RA, Dec, target name
200252503,5,,,,TNO.134860
200252504,5,,,,TNO.134860
200252505,5,,,,TNO.134860
200252506,5,,,,TNO.134860
200252507,5,,,,TNO.134860
200252508,5,,,,TNO.134860
200252509,5,,,,TNO.134860
200252510,5,,,,TNO.134860
200252511,5,,,,TNO.134860
200252512,5,,,,TNO.134860
200252513,5,,,,TNO.134860
200252514,5,,,,TNO.134860
200252515,5,,,,TNO.134860
200252516,5,,,,TNO.134860
200252517,5,,,,TNO.134860
200252518,5,,,,TNO.134860
200252519,5,,,,TNO.134860
200252520,5,,,,TNO.134860
200252521,5,,,,TNO.134860
200252522,5,,,,TNO.134860
200252523,5,,,,TNO.134860
200252524,5,,,,TNO.134860
200252525,5,,,,TNO.134860
200252526,5,,,,TNO.134860
200252527,5,,,,TNO.134860
200252528,5,,,,TNO.134860
200252529,5,,,,TNO.134860
200252530,5,,,,TNO.134860
200252531,5,,,,TNO.134860
200252532,5,,,,TNO.134860
200252533,5,,,,TNO.134860
200252534,5,,,,TNO.134860
200252535,5,,,,TNO.134860
200252536,5,,,,TNO.134860
200252537,5,,,,TNO.134860
200252538,5,,,,TNO.134860
200252539,5,,,,TNO.134860
200252540,5,,,,TNO.134860
200252541,5,,,,TNO.134860
200252542,5,,,,TNO.134860
200252543,5,,,,TNO.134860
200252544,5,,,,TNO.134860
200252545,5,,,,TNO.134860
200252546,5,,,,TNO.134860
200252547,5,,,,TNO.134860
200252548,5,,,,TNO.134860
200252549,5,,,,TNO.134860
200252550,5,,,,TNO.134860
200252551,5,,,,TNO.134860
200252552,5,,,,TNO.134860
200252553,5,,,,TNO.134860
200252554,5,,,,TNO.134860
200252555,5,,,,TNO.134860
200252556,5,,,,TNO.134860
200252557,5,,,,TNO.134860
200252558,5,,,,TNO.134860
200252559,5,,,,TNO.134860
200252560,5,,,,TNO.134860
200252561,5,,,,TNO.134860
200252562,5,,,,TNO.134860
200252563,5,,,,TNO.134860
200252564,5,,,,TNO.134860
200252565,5,,,,TNO.134860
200252566,5,,,,TNO.134860
200252567,5,,,,TNO.134860
200252568,5,,,,TNO.134860
200252569,5,,,,TNO.134860
200252570,5,,,,TNO.134860
200252571,5,,,,TNO.134860
200252572,5,,,,TNO.134860
200252573,5,,,,TNO.134860
200252574,5,,,,TNO.134860
200252575,5,,,,TNO.134860
200252576,5,,,,TNO.134860
200252577,5,,,,TNO.134860
200252578,5,,,,TNO.134860
200252579,5,,,,TNO.134860
200252580,5,,,,TNO.134860
200252581,5,,,,TNO.134860
200252582,5,,,,TNO.134860
200252583,5,,,,TNO.134860
200252584,5,,,,TNO.134860
200252585,5,,,,TNO.134860
200252586,5,,,,TNO.134860
200252587,5,,,,TNO.134860
200252588,5,,,,TNO.134860
200252589,5,,,,TNO.134860
200252590,5,,,,TNO.134860
200252591,5,,,,TNO.134860
200252592,5,,,,TNO.134860
200252593,5,,,,TNO.134860
200252594,5,,,,TNO.134860
200252595,5,,,,TNO.134860
200252596,5,,,,TNO.134860
200252597,5,,,,TNO.134860
200252598,5,,,,TNO.134860
200252599,5,,,,TNO.134860
200252600,5,,,,TNO.134860
