# K2 Campaign 6
# Guide Star Information
# Time (JD), FGS Flux
# 
2457255.07344,   1.2531000000000E+04
2457255.07412,   1.2799000000000E+04
2457255.07481,   1.2887000000000E+04
2457255.0755,   1.3534000000000E+04
2457255.07619,   1.2941000000000E+04
2457255.07688,   1.2960000000000E+04
2457255.07757,   1.3171000000000E+04
2457255.07826,   1.3451000000000E+04
2457255.07895,   1.3214000000000E+04
2457255.07963,   1.3639000000000E+04
2457255.08032,   1.3609000000000E+04
2457255.08101,   1.2998000000000E+04
2457255.0817,   1.3590000000000E+04
2457255.08239,   1.3032000000000E+04
2457255.08308,   1.3718000000000E+04
2457255.08377,   1.3155000000000E+04
2457255.08445,   1.3629000000000E+04
2457255.08514,   1.3637000000000E+04
2457255.08583,   1.3574000000000E+04
2457255.08652,   1.3213000000000E+04
2457255.08721,   1.3326000000000E+04
2457255.0879,   1.4010000000000E+04
2457255.08859,   1.3384000000000E+04
2457255.08928,   1.3592000000000E+04
2457255.08996,   1.4061000000000E+04
2457255.09065,   1.3367000000000E+04
2457255.09134,   1.3821000000000E+04
2457255.09203,   1.3909000000000E+04
2457255.09272,   1.4003000000000E+04
2457255.09341,   1.3763000000000E+04
2457255.0941,   1.3584000000000E+04
2457255.09478,   1.3639000000000E+04
2457255.09547,   1.3750000000000E+04
2457255.09616,   1.3691000000000E+04
2457255.09685,   1.3688000000000E+04
2457255.09754,   1.3899000000000E+04
2457255.09823,   1.4189000000000E+04
2457255.09892,   1.4198000000000E+04
2457255.09961,   1.3782000000000E+04
2457255.10029,   1.4041000000000E+04
2457255.10098,   1.4069000000000E+04
2457255.10167,   1.3804000000000E+04
2457255.10236,   1.4085000000000E+04
2457255.10305,   1.3910000000000E+04
2457255.10374,   1.3980000000000E+04
2457255.10443,   1.3919000000000E+04
2457255.10511,   1.4403000000000E+04
2457255.1058,   1.4430000000000E+04
2457255.10649,   1.4468000000000E+04
2457255.10718,   1.4314000000000E+04
2457255.10787,   1.4316000000000E+04
2457255.10856,   1.4065000000000E+04
2457255.10925,   1.4131000000000E+04
2457255.10994,   1.4110000000000E+04
2457255.11062,   1.4374000000000E+04
2457255.11131,   1.4134000000000E+04
2457255.112,   1.4549000000000E+04
2457255.11269,   1.4571000000000E+04
2457255.11338,   1.4175000000000E+04
2457255.11407,   1.4696000000000E+04
2457255.11476,   1.4411000000000E+04
2457255.11544,   1.4499000000000E+04
2457255.11613,   1.4513000000000E+04
2457255.11682,   1.5187000000000E+04
2457255.11751,   1.5053000000000E+04
2457255.1182,   1.4620000000000E+04
2457255.11889,   1.4874000000000E+04
2457255.11958,   1.4938000000000E+04
2457255.12027,   1.4843000000000E+04
2457255.12095,   1.4703000000000E+04
2457255.12164,   1.4639000000000E+04
2457255.12233,   1.4501000000000E+04
2457255.12302,   1.4531000000000E+04
2457255.12371,   1.4561000000000E+04
2457255.1244,   1.4524000000000E+04
2457255.12509,   1.5254000000000E+04
2457255.12577,   1.5094000000000E+04
2457255.12646,   1.5009000000000E+04
2457255.12715,   1.5194000000000E+04
2457255.12784,   1.4823000000000E+04
2457255.12853,   1.4898000000000E+04
2457255.12922,   1.4647000000000E+04
2457255.12991,   1.4698000000000E+04
2457255.13059,   1.4725000000000E+04
2457255.13128,   1.5395000000000E+04
2457255.13197,   1.5418000000000E+04
2457255.13266,   1.5127000000000E+04
2457255.13335,   1.5206000000000E+04
2457255.13404,   1.5351000000000E+04
2457255.13473,   1.5074000000000E+04
2457255.13542,   1.5184000000000E+04
2457255.1361,   1.5065000000000E+04
2457255.13679,   1.5557000000000E+04
2457255.13748,   1.5094000000000E+04
2457255.13817,   1.5160000000000E+04
2457255.13886,   1.5164000000000E+04
2457255.13955,   1.5354000000000E+04
2457255.14024,   1.5395000000000E+04
2457255.14092,   1.4942000000000E+04
2457255.14161,   1.5243000000000E+04
2457255.1423,   1.5179000000000E+04
2457255.14299,   1.5843000000000E+04
2457255.14368,   1.5294000000000E+04
2457255.14437,   1.5245000000000E+04
2457255.14506,   1.5748000000000E+04
2457255.14575,   1.5716000000000E+04
2457255.14643,   1.5312000000000E+04
2457255.14712,   1.5440000000000E+04
2457255.14781,   1.5618000000000E+04
2457255.1485,   1.5287000000000E+04
2457255.14919,   1.5331000000000E+04
2457255.14988,   1.5418000000000E+04
2457255.15057,   1.6073000000000E+04
2457255.15125,   1.5365000000000E+04
2457255.15194,   1.5216000000000E+04
2457255.15263,   1.5442000000000E+04
2457255.15332,   1.5604000000000E+04
2457255.15401,   1.5639000000000E+04
2457255.1547,   1.5203000000000E+04
2457255.15539,   1.5498000000000E+04
2457255.15608,   1.5489000000000E+04
2457255.15676,   1.5253000000000E+04
2457255.15745,   1.5322000000000E+04
2457255.15814,   1.5916000000000E+04
2457255.15883,   1.5839000000000E+04
2457255.15952,   1.5968000000000E+04
2457255.16021,   1.5579000000000E+04
2457255.1609,   1.5682000000000E+04
2457255.16158,   1.6008000000000E+04
2457255.16227,   1.5497000000000E+04
2457255.16296,   1.5624000000000E+04
2457255.16365,   1.5342000000000E+04
2457255.16434,   1.5574000000000E+04
2457255.16503,   1.5360000000000E+04
2457255.16572,   1.5515000000000E+04
2457255.16641,   1.5593000000000E+04
2457255.16709,   1.5244000000000E+04
2457255.16778,   1.5740000000000E+04
2457255.16847,   1.5373000000000E+04
2457255.16916,   1.5567000000000E+04
2457255.16985,   1.5584000000000E+04
2457255.17054,   1.5396000000000E+04
2457255.17123,   1.5966000000000E+04
2457255.17191,   1.5380000000000E+04
2457255.1726,   1.6028000000000E+04
2457255.17329,   1.5439000000000E+04
2457255.17398,   1.5838000000000E+04
2457255.17467,   1.5756000000000E+04
2457255.17536,   1.5601000000000E+04
2457255.17605,   1.5507000000000E+04
2457255.17673,   1.5593000000000E+04
2457255.17742,   1.5557000000000E+04
2457255.17811,   1.5546000000000E+04
2457255.1788,   1.5509000000000E+04
2457255.17949,   1.5600000000000E+04
2457255.18018,   1.5383000000000E+04
2457255.18087,   1.5830000000000E+04
2457255.18156,   1.5768000000000E+04
2457255.18224,   1.5384000000000E+04
2457255.18293,   1.5435000000000E+04
2457255.18362,   1.5577000000000E+04
2457255.18431,   1.5282000000000E+04
2457255.185,   1.5350000000000E+04
2457255.18569,   1.6222000000000E+04
2457255.18638,   1.5435000000000E+04
2457255.18706,   1.6030000000000E+04
2457255.18775,   1.5732000000000E+04
2457255.18844,   1.5746000000000E+04
2457255.18913,   1.5410000000000E+04
2457255.18982,   1.5438000000000E+04
2457255.19051,   1.5577000000000E+04
2457255.1912,   1.5536000000000E+04
2457255.19189,   1.5443000000000E+04
2457255.19257,   1.6153000000000E+04
2457255.19326,   1.5288000000000E+04
2457255.19395,   1.5474000000000E+04
2457255.19464,   1.5692000000000E+04
2457255.19533,   1.5623000000000E+04
2457255.19602,   1.5265000000000E+04
2457255.19671,   1.5409000000000E+04
2457255.19739,   1.5448000000000E+04
2457255.19808,   1.5851000000000E+04
2457255.19877,   1.5887000000000E+04
2457255.19946,   1.5161000000000E+04
2457255.20015,   1.5209000000000E+04
2457255.20084,   1.5373000000000E+04
2457255.20153,   1.5573000000000E+04
2457255.20222,   1.5492000000000E+04
2457255.2029,   1.5241000000000E+04
2457255.20359,   1.5268000000000E+04
2457255.20428,   1.5336000000000E+04
2457255.20497,   1.5132000000000E+04
2457255.20566,   1.5052000000000E+04
2457255.20635,   1.5101000000000E+04
2457255.20704,   1.5041000000000E+04
2457255.20772,   1.5194000000000E+04
2457255.20841,   1.5377000000000E+04
2457255.2091,   1.5343000000000E+04
2457255.20979,   1.4942000000000E+04
2457255.21048,   1.5112000000000E+04
2457255.21117,   1.5060000000000E+04
2457255.21186,   1.4965000000000E+04
2457255.21255,   1.4905000000000E+04
2457255.21323,   1.4861000000000E+04
2457255.21392,   1.4905000000000E+04
2457255.21461,   1.5133000000000E+04
2457255.2153,   1.5350000000000E+04
2457255.21599,   1.5384000000000E+04
2457255.21668,   1.4760000000000E+04
2457255.21737,   1.5059000000000E+04
2457255.21805,   1.4408000000000E+04
2457255.21874,   1.4912000000000E+04
2457255.21943,   1.4738000000000E+04
2457255.22012,   1.4756000000000E+04
2457255.22081,   1.4716000000000E+04
2457255.2215,   1.5292000000000E+04
2457255.22219,   1.5109000000000E+04
2457255.22287,   1.5201000000000E+04
2457255.22356,   1.5137000000000E+04
2457255.22425,   1.4808000000000E+04
2457255.22494,   1.4711000000000E+04
2457255.22563,   1.4574000000000E+04
2457255.22632,   1.4622000000000E+04
2457255.22701,   1.5125000000000E+04
2457255.2277,   1.4665000000000E+04
2457255.22838,   1.4526000000000E+04
2457255.22907,   1.4835000000000E+04
2457255.22976,   1.4886000000000E+04
2457255.23045,   1.5021000000000E+04
2457255.23114,   1.4959000000000E+04
2457255.23183,   1.4564000000000E+04
2457255.23252,   1.5227000000000E+04
2457255.2332,   1.4356000000000E+04
2457255.23389,   1.4504000000000E+04
2457255.23458,   1.4949000000000E+04
2457255.23527,   1.4890000000000E+04
2457255.23596,   1.4200000000000E+04
2457255.23665,   1.4728000000000E+04
2457255.23734,   1.4725000000000E+04
2457255.23803,   1.4648000000000E+04
2457255.23871,   1.4348000000000E+04
2457255.2394,   1.4086000000000E+04
2457255.24009,   1.4125000000000E+04
2457255.24078,   1.4049000000000E+04
2457255.24147,   1.3985000000000E+04
2457255.24216,   1.4032000000000E+04
2457255.24285,   1.3939000000000E+04
2457255.24353,   1.4279000000000E+04
2457255.24422,   1.4426000000000E+04
2457255.24491,   1.4416000000000E+04
2457255.2456,   1.3916000000000E+04
2457255.24629,   1.4615000000000E+04
2457255.24698,   1.3930000000000E+04
2457255.24767,   1.3952000000000E+04
2457255.24836,   1.3711000000000E+04
2457255.24904,   1.3805000000000E+04
2457255.24973,   1.4311000000000E+04
2457255.25042,   1.3995000000000E+04
2457255.25111,   1.3953000000000E+04
2457255.2518,   1.3897000000000E+04
2457255.25249,   1.3638000000000E+04
2457255.25318,   1.3632000000000E+04
2457255.25386,   1.3448000000000E+04
2457255.25455,   1.3389000000000E+04
2457255.25524,   1.3994000000000E+04
2457255.25593,   1.3529000000000E+04
2457255.25662,   1.3474000000000E+04
2457255.25731,   1.3149000000000E+04
2457255.258,   1.3573000000000E+04
2457255.25869,   1.3100000000000E+04
2457255.25937,   1.3913000000000E+04
2457255.26006,   1.3066000000000E+04
2457255.26075,   1.3014000000000E+04
2457255.26144,   1.3012000000000E+04
2457255.26213,   1.3556000000000E+04
2457255.26282,   1.3057000000000E+04
2457255.26351,   1.2883000000000E+04
2457255.26419,   1.3327000000000E+04
2457255.26488,   1.3158000000000E+04
2457255.26557,   1.3062000000000E+04
2457255.26626,   1.2943000000000E+04
2457255.26695,   1.3369000000000E+04
2457255.26764,   1.2619000000000E+04
2457255.26833,   1.2536000000000E+04
2457255.26902,   1.2566000000000E+04
2457255.2697,   1.2640000000000E+04
2457255.27039,   1.2487000000000E+04
2457255.27108,   1.2882000000000E+04
2457255.27177,   1.2817000000000E+04
2457255.27246,   1.2798000000000E+04
2457255.27315,   1.2513000000000E+04
2457255.27384,   1.3071000000000E+04
2457255.27452,   1.2831000000000E+04
2457255.27521,   1.2111000000000E+04
2457255.2759,   1.2147000000000E+04
2457255.27659,   1.2056000000000E+04
2457255.27728,   1.2561000000000E+04
2457255.27797,   1.1836000000000E+04
2457255.27866,   1.2352000000000E+04
2457255.27934,   1.2190000000000E+04
2457255.28003,   1.2001000000000E+04
2457255.28072,   1.1979000000000E+04
2457255.28141,   1.2326000000000E+04
2457255.2821,   1.1732000000000E+04
2457255.28279,   1.1777000000000E+04
2457255.28348,   1.1516000000000E+04
2457255.28417,   1.1730000000000E+04
2457255.28485,   1.1921000000000E+04
2457255.28554,   1.1316000000000E+04
2457255.28623,   1.1318000000000E+04
2457255.28692,   1.1516000000000E+04
2457255.28761,   1.1433000000000E+04
2457255.2883,   1.1877000000000E+04
2457255.28899,   1.1234000000000E+04
2457255.28967,   1.1191000000000E+04
2457255.29036,   1.1261000000000E+04
2457255.29105,   1.1224000000000E+04
2457255.29174,   1.1400000000000E+04
2457255.29243,   1.1419000000000E+04
2457255.29312,   1.0910000000000E+04
2457255.29381,   1.1066000000000E+04
2457255.2945,   1.1035000000000E+04
2457255.29518,   1.0822000000000E+04
2457255.29587,   1.0865000000000E+04
2457255.29656,   1.1000000000000E+04
2457255.29725,   1.0712000000000E+04
2457255.29794,   1.0663000000000E+04
2457255.29863,   1.1214000000000E+04
2457255.29932,   1.1006000000000E+04
2457255.3,   1.1116000000000E+04
2457255.30069,   1.0850000000000E+04
2457255.30138,   1.0694000000000E+04
2457255.30207,   1.1238000000000E+04
2457255.30276,   1.0635000000000E+04
2457255.30345,   1.1161000000000E+04
2457255.30414,   1.0575000000000E+04
2457255.30483,   1.1153000000000E+04
2457255.30551,   1.0926000000000E+04
2457255.3062,   1.0914000000000E+04
2457255.30689,   1.0470000000000E+04
2457255.30758,   1.0699000000000E+04
2457255.30827,   1.0636000000000E+04
2457255.30896,   1.0585000000000E+04
2457255.30965,   1.1034000000000E+04
2457255.31033,   1.0438000000000E+04
2457255.31102,   1.0614000000000E+04
2457255.31171,   1.0618000000000E+04
2457255.3124,   1.0878000000000E+04
2457255.31309,   1.0811000000000E+04
2457255.31378,   1.0390000000000E+04
2457255.31447,   1.0674000000000E+04
2457255.31516,   1.0667000000000E+04
2457255.31584,   1.1046000000000E+04
2457255.31653,   1.0642000000000E+04
2457255.31722,   1.0422000000000E+04
2457255.31791,   1.0452000000000E+04
2457255.3186,   1.0417000000000E+04
2457255.31929,   1.0793000000000E+04
2457255.31998,   1.0856000000000E+04
2457255.32066,   1.0399000000000E+04
2457255.32135,   1.0574000000000E+04
2457255.32204,   1.0525000000000E+04
2457255.32273,   1.0409000000000E+04
2457255.32342,   1.0608000000000E+04
2457255.32411,   1.0615000000000E+04
2457255.3248,   1.1203000000000E+04
2457255.32548,   1.0634000000000E+04
2457255.32617,   1.0845000000000E+04
2457255.32686,   1.0289000000000E+04
2457255.32755,   1.0261000000000E+04
2457255.32824,   1.0598000000000E+04
2457255.32893,   1.0620000000000E+04
2457255.32962,   1.0369000000000E+04
2457255.33031,   1.0452000000000E+04
2457255.33099,   1.0445000000000E+04
2457255.33168,   1.1040000000000E+04
2457255.33237,   1.1313000000000E+04
2457255.33306,   1.0893000000000E+04
2457255.33375,   1.0830000000000E+04
2457255.33444,   1.1015000000000E+04
2457255.33513,   1.0794000000000E+04
2457255.33581,   1.0728000000000E+04
2457255.3365,   1.0600000000000E+04
2457255.33719,   1.0455000000000E+04
2457255.33788,   1.0664000000000E+04
2457255.33857,   1.0660000000000E+04
2457255.33926,   1.0706000000000E+04
2457255.33995,   1.0905000000000E+04
2457255.34064,   1.0901000000000E+04
2457255.34132,   1.0603000000000E+04
2457255.34201,   1.0779000000000E+04
2457255.3427,   1.0753000000000E+04
2457255.34339,   1.0541000000000E+04
2457255.34408,   1.0697000000000E+04
2457255.34477,   1.0654000000000E+04
2457255.34546,   1.0833000000000E+04
2457255.34614,   1.0741000000000E+04
2457255.34683,   1.1063000000000E+04
2457255.34752,   1.1115000000000E+04
2457255.34821,   1.0880000000000E+04
2457255.3489,   1.1038000000000E+04
2457255.34959,   1.1071000000000E+04
2457255.35028,   1.1139000000000E+04
2457255.35097,   1.1126000000000E+04
2457255.35165,   1.1179000000000E+04
2457255.35234,   1.1027000000000E+04
2457255.35303,   1.1718000000000E+04
2457255.35372,   1.1515000000000E+04
2457255.35441,   1.1511000000000E+04
2457255.3551,   1.1272000000000E+04
2457255.35579,   1.1401000000000E+04
2457255.35647,   1.1544000000000E+04
2457255.35716,   1.2040000000000E+04
2457255.35785,   1.1351000000000E+04
2457255.35854,   1.1518000000000E+04
2457255.35923,   1.1558000000000E+04
2457255.35992,   1.1789000000000E+04
2457255.36061,   1.1951000000000E+04
2457255.3613,   1.1934000000000E+04
2457255.36198,   1.1735000000000E+04
2457255.36267,   1.1905000000000E+04
2457255.36336,   1.2029000000000E+04
2457255.36405,   1.2664000000000E+04
2457255.36474,   1.2116000000000E+04
2457255.36543,   1.2535000000000E+04
2457255.36612,   1.2556000000000E+04
2457255.3668,   1.2747000000000E+04
2457255.36749,   1.2426000000000E+04
2457255.36818,   1.2447000000000E+04
2457255.36887,   1.2285000000000E+04
2457255.36956,   1.2404000000000E+04
2457255.37025,   1.2528000000000E+04
2457255.37094,   1.2300000000000E+04
2457255.37163,   1.2979000000000E+04
2457255.37231,   1.3073000000000E+04
2457255.373,   1.2364000000000E+04
2457255.37369,   1.2713000000000E+04
2457255.37438,   1.2386000000000E+04
2457255.37507,   1.2969000000000E+04
2457255.37576,   1.2659000000000E+04
2457255.37645,   1.2771000000000E+04
2457255.37713,   1.2863000000000E+04
2457255.37782,   1.2756000000000E+04
2457255.37851,   1.2736000000000E+04
2457255.3792,   1.2827000000000E+04
2457255.37989,   1.2767000000000E+04
2457255.38058,   1.2876000000000E+04
2457255.38127,   1.3449000000000E+04
2457255.38195,   1.3403000000000E+04
2457255.38264,   1.3100000000000E+04
2457255.38333,   1.3176000000000E+04
2457255.38402,   1.3267000000000E+04
2457255.38471,   1.3165000000000E+04
2457255.3854,   1.3764000000000E+04
2457255.38609,   1.3183000000000E+04
2457255.38678,   1.3409000000000E+04
2457255.38746,   1.3473000000000E+04
2457255.38815,   1.3808000000000E+04
2457255.38884,   1.3307000000000E+04
2457255.38953,   1.3463000000000E+04
2457255.39022,   1.3483000000000E+04
2457255.39091,   1.3624000000000E+04
2457255.3916,   1.3670000000000E+04
2457255.39228,   1.3727000000000E+04
2457255.39297,   1.3634000000000E+04
2457255.39366,   1.4200000000000E+04
2457255.39435,   1.4157000000000E+04
2457255.39504,   1.3957000000000E+04
2457255.39573,   1.3992000000000E+04
2457255.39642,   1.4216000000000E+04
2457255.39711,   1.3842000000000E+04
2457255.39779,   1.3919000000000E+04
2457255.39848,   1.3753000000000E+04
2457255.39917,   1.3963000000000E+04
2457255.39986,   1.3789000000000E+04
2457255.40055,   1.4625000000000E+04
2457255.40124,   1.4026000000000E+04
2457255.40193,   1.4396000000000E+04
2457255.40261,   1.4336000000000E+04
2457255.4033,   1.4496000000000E+04
2457255.40399,   1.4362000000000E+04
2457255.40468,   1.4209000000000E+04
2457255.40537,   1.4734000000000E+04
2457255.40606,   1.4197000000000E+04
2457255.40675,   1.4082000000000E+04
2457255.40744,   1.4922000000000E+04
2457255.40812,   1.4107000000000E+04
2457255.40881,   1.4287000000000E+04
2457255.4095,   1.4513000000000E+04
2457255.41019,   1.4656000000000E+04
2457255.41088,   1.4632000000000E+04
2457255.41157,   1.5084000000000E+04
2457255.41226,   1.4310000000000E+04
2457255.41294,   1.4506000000000E+04
2457255.41363,   1.4546000000000E+04
2457255.41432,   1.4266000000000E+04
2457255.41501,   1.4538000000000E+04
2457255.4157,   1.4506000000000E+04
2457255.41639,   1.4866000000000E+04
2457255.41708,   1.5033000000000E+04
2457255.41777,   1.4835000000000E+04
2457255.41845,   1.4987000000000E+04
2457255.41914,   1.5109000000000E+04
2457255.41983,   1.4753000000000E+04
2457255.42052,   1.4507000000000E+04
2457255.42121,   1.5212000000000E+04
2457255.4219,   1.5195000000000E+04
2457255.42259,   1.5385000000000E+04
2457255.42327,   1.5016000000000E+04
2457255.42396,   1.5075000000000E+04
2457255.42465,   1.4999000000000E+04
2457255.42534,   1.4757000000000E+04
2457255.42603,   1.5599000000000E+04
2457255.42672,   1.4957000000000E+04
2457255.42741,   1.4727000000000E+04
2457255.42809,   1.4789000000000E+04
2457255.42878,   1.4740000000000E+04
2457255.42947,   1.4967000000000E+04
2457255.43016,   1.5261000000000E+04
2457255.43085,   1.5428000000000E+04
2457255.43154,   1.4750000000000E+04
2457255.43223,   1.4785000000000E+04
2457255.43292,   1.4970000000000E+04
2457255.4336,   1.5685000000000E+04
2457255.43429,   1.5636000000000E+04
2457255.43498,   1.5562000000000E+04
2457255.43567,   1.5537000000000E+04
2457255.43636,   1.5628000000000E+04
2457255.43705,   1.5359000000000E+04
2457255.43774,   1.5376000000000E+04
2457255.43842,   1.5417000000000E+04
2457255.43911,   1.5213000000000E+04
2457255.4398,   1.4969000000000E+04
2457255.44049,   1.5855000000000E+04
2457255.44118,   1.5217000000000E+04
2457255.44187,   1.5290000000000E+04
2457255.44256,   1.5281000000000E+04
2457255.44325,   1.5697000000000E+04
2457255.44393,   1.5487000000000E+04
2457255.44462,   1.5445000000000E+04
2457255.44531,   1.5564000000000E+04
2457255.446,   1.5256000000000E+04
2457255.44669,   1.5351000000000E+04
2457255.44738,   1.5318000000000E+04
2457255.44807,   1.5171000000000E+04
2457255.44875,   1.5905000000000E+04
2457255.44944,   1.5951000000000E+04
2457255.45013,   1.5196000000000E+04
2457255.45082,   1.5600000000000E+04
2457255.45151,   1.5553000000000E+04
2457255.4522,   1.5101000000000E+04
2457255.45289,   1.5429000000000E+04
2457255.45358,   1.5389000000000E+04
2457255.45426,   1.5383000000000E+04
2457255.45495,   1.5387000000000E+04
2457255.45564,   1.5362000000000E+04
2457255.45633,   1.5148000000000E+04
2457255.45702,   1.5263000000000E+04
2457255.45771,   1.5647000000000E+04
2457255.4584,   1.5574000000000E+04
2457255.45908,   1.5742000000000E+04
2457255.45977,   1.5462000000000E+04
2457255.46046,   1.5317000000000E+04
2457255.46115,   1.5237000000000E+04
2457255.46184,   1.5431000000000E+04
2457255.46253,   1.5346000000000E+04
2457255.46322,   1.5315000000000E+04
2457255.46391,   1.5209000000000E+04
2457255.46459,   1.5731000000000E+04
2457255.46528,   1.5650000000000E+04
2457255.46597,   1.5196000000000E+04
2457255.46666,   1.5491000000000E+04
2457255.46735,   1.5418000000000E+04
2457255.46804,   1.5478000000000E+04
2457255.46873,   1.5234000000000E+04
2457255.46941,   1.5349000000000E+04
2457255.4701,   1.5578000000000E+04
2457255.47079,   1.6066000000000E+04
2457255.47148,   1.5641000000000E+04
2457255.47217,   1.5641000000000E+04
2457255.47286,   1.5246000000000E+04
2457255.47355,   1.5380000000000E+04
2457255.47423,   1.5293000000000E+04
2457255.47492,   1.5889000000000E+04
2457255.47561,   1.5234000000000E+04
2457255.4763,   1.5238000000000E+04
2457255.47699,   1.5223000000000E+04
2457255.47768,   1.6049000000000E+04
2457255.47837,   1.5713000000000E+04
2457255.47906,   1.5646000000000E+04
2457255.47974,   1.5180000000000E+04
2457255.48043,   1.5394000000000E+04
2457255.48112,   1.5449000000000E+04
2457255.48181,   1.5781000000000E+04
2457255.4825,   1.5207000000000E+04
2457255.48319,   1.5368000000000E+04
2457255.48388,   1.5120000000000E+04
2457255.48456,   1.5138000000000E+04
2457255.48525,   1.5596000000000E+04
2457255.48594,   1.5650000000000E+04
2457255.48663,   1.5648000000000E+04
2457255.48732,   1.5342000000000E+04
2457255.48801,   1.5169000000000E+04
2457255.4887,   1.5094000000000E+04
2457255.48939,   1.5705000000000E+04
2457255.49007,   1.5696000000000E+04
2457255.49076,   1.5337000000000E+04
2457255.49145,   1.5220000000000E+04
2457255.49214,   1.4908000000000E+04
2457255.49283,   1.5486000000000E+04
2457255.49352,   1.5025000000000E+04
2457255.49421,   1.5379000000000E+04
2457255.49489,   1.5142000000000E+04
2457255.49558,   1.5587000000000E+04
2457255.49627,   1.5610000000000E+04
2457255.49696,   1.5166000000000E+04
2457255.49765,   1.4954000000000E+04
2457255.49834,   1.4967000000000E+04
2457255.49903,   1.5358000000000E+04
2457255.49972,   1.5338000000000E+04
2457255.5004,   1.5491000000000E+04
2457255.50109,   1.5073000000000E+04
2457255.50178,   1.5052000000000E+04
2457255.50247,   1.4723000000000E+04
2457255.50316,   1.4888000000000E+04
2457255.50385,   1.5026000000000E+04
2457255.50454,   1.4785000000000E+04
2457255.50522,   1.4761000000000E+04
2457255.50591,   1.5148000000000E+04
2457255.5066,   1.5127000000000E+04
2457255.50729,   1.4681000000000E+04
2457255.50798,   1.4821000000000E+04
2457255.50867,   1.4895000000000E+04
2457255.50936,   1.4852000000000E+04
2457255.51005,   1.4847000000000E+04
2457255.51073,   1.5389000000000E+04
2457255.51142,   1.4615000000000E+04
2457255.51211,   1.4625000000000E+04
2457255.5128,   1.5023000000000E+04
2457255.51349,   1.4469000000000E+04
2457255.51418,   1.4553000000000E+04
2457255.51487,   1.4699000000000E+04
2457255.51555,   1.4660000000000E+04
2457255.51624,   1.4453000000000E+04
2457255.51693,   1.5018000000000E+04
2457255.51762,   1.4653000000000E+04
2457255.51831,   1.5138000000000E+04
2457255.519,   1.4605000000000E+04
2457255.51969,   1.4811000000000E+04
2457255.52037,   1.4184000000000E+04
2457255.52106,   1.4449000000000E+04
2457255.52175,   1.4548000000000E+04
2457255.52244,   1.4543000000000E+04
2457255.52313,   1.4309000000000E+04
2457255.52382,   1.4279000000000E+04
2457255.52451,   1.4324000000000E+04
2457255.5252,   1.5100000000000E+04
2457255.52588,   1.4840000000000E+04
2457255.52657,   1.4687000000000E+04
2457255.52726,   1.4609000000000E+04
2457255.52795,   1.4160000000000E+04
2457255.52864,   1.4336000000000E+04
2457255.52933,   1.4331000000000E+04
2457255.53002,   1.4810000000000E+04
2457255.5307,   1.4075000000000E+04
2457255.53139,   1.4233000000000E+04
2457255.53208,   1.4078000000000E+04
2457255.53277,   1.4053000000000E+04
2457255.53346,   1.4363000000000E+04
2457255.53415,   1.4397000000000E+04
2457255.53484,   1.4081000000000E+04
2457255.53553,   1.4273000000000E+04
2457255.53621,   1.4124000000000E+04
2457255.5369,   1.3908000000000E+04
2457255.53759,   1.3875000000000E+04
2457255.53828,   1.3909000000000E+04
2457255.53897,   1.4478000000000E+04
2457255.53966,   1.3972000000000E+04
2457255.54035,   1.4073000000000E+04
2457255.54103,   1.4165000000000E+04
2457255.54172,   1.3903000000000E+04
2457255.54241,   1.3867000000000E+04
2457255.5431,   1.3945000000000E+04
2457255.54379,   1.3712000000000E+04
2457255.54448,   1.3698000000000E+04
2457255.54517,   1.3769000000000E+04
2457255.54586,   1.3742000000000E+04
2457255.54654,   1.3557000000000E+04
2457255.54723,   1.4034000000000E+04
2457255.54792,   1.3957000000000E+04
2457255.54861,   1.3495000000000E+04
2457255.5493,   1.3846000000000E+04
2457255.54999,   1.3724000000000E+04
2457255.55068,   1.3461000000000E+04
2457255.55136,   1.3464000000000E+04
2457255.55205,   1.3615000000000E+04
2457255.55274,   1.3370000000000E+04
2457255.55343,   1.3549000000000E+04
2457255.55412,   1.3563000000000E+04
2457255.55481,   1.3537000000000E+04
2457255.5555,   1.3237000000000E+04
2457255.55619,   1.3276000000000E+04
2457255.55687,   1.3367000000000E+04
2457255.55756,   1.3213000000000E+04
2457255.55825,   1.3163000000000E+04
2457255.55894,   1.3209000000000E+04
2457255.55963,   1.3060000000000E+04
2457255.56032,   1.3213000000000E+04
2457255.56101,   1.3438000000000E+04
2457255.56169,   1.3439000000000E+04
2457255.56238,   1.3476000000000E+04
2457255.56307,   1.2968000000000E+04
2457255.56376,   1.2990000000000E+04
2457255.56445,   1.3349000000000E+04
2457255.56514,   1.2779000000000E+04
2457255.56583,   1.3280000000000E+04
2457255.56652,   1.2655000000000E+04
2457255.5672,   1.3267000000000E+04
2457255.56789,   1.2894000000000E+04
2457255.56858,   1.3062000000000E+04
2457255.56927,   1.2912000000000E+04
2457255.56996,   1.2949000000000E+04
2457255.57065,   1.2635000000000E+04
2457255.57134,   1.2401000000000E+04
2457255.57202,   1.2421000000000E+04
2457255.57271,   1.3131000000000E+04
2457255.5734,   1.2376000000000E+04
2457255.57409,   1.2447000000000E+04
2457255.57478,   1.2196000000000E+04
2457255.57547,   1.2684000000000E+04
2457255.57616,   1.2711000000000E+04
2457255.57684,   1.2570000000000E+04
2457255.57753,   1.1948000000000E+04
2457255.57822,   1.1904000000000E+04
2457255.57891,   1.2514000000000E+04
