# Summary of K2 Program GO6003

Title: A Search for Habitable Planets Around White Dwarfs in Fields 6 and 7

PI: Kilic, Mukremin (University of Oklahoma)
CoIs: Loeb, Abraham; Agol, Eric; Mullally, Fergal; Debes, John Henry
212744019, 209.4099121, -7.1419439, 18.854, GO6003_LC|GO6015_LC
212745580, 209.5148621, -7.0988221, 18.877, GO6003_LC
212749589, 199.3268433, -6.9911919, 16.18, GO6001_LC|GO6003_LC|GO6050_LC|GO6063_LC|GO6083_LC
212749730, 209.3047943, -6.987155, 19.621, GO6003_LC
212749897, 209.3104553, -6.9824939, 18.285, GO6003_LC
212756842, 207.2015076, -6.7891641, 16.652, GO6001_LC|GO6003_LC|GO6040_LC|GO6083_LC
212757721, 208.3207855, -6.766623, 18.69, GO6003_LC
212759017, 209.1989746, -6.729425, 18.151, GO6003_LC|GO6083_LC|GO6083_SC
212759353, 207.9768982, -6.7191558, 18.86, GO6003_LC
212772444, 208.6112213, -6.347651, 18.353, GO6003_LC
212787680, 209.5621796, -5.9052358, 18.47, GO6003_LC|GO6015_LC|GO6062_LC
212788399, 208.9615784, -5.8848562, 18.511, GO6003_LC
212792238, 208.2350159, -5.7723598, 18.924, GO6003_LC|GO6050_LC
212793036, 207.8502808, -5.7492452, 18.724, GO6003_LC|GO6015_LC
212803935, 208.9281006, -5.4223909, 18.895, GO6003_LC
229227144, 202.83333, -5.847778, 16.3, GO6003_LC
229227145, 204.35709, -12.052222, 18.03, GO6003_LC
229227146, 207.64944, -6.463142, 19.73, GO6003_LC
229227147, 208.31334, -9.274444, 14.6, GO6003_LC
229227148, 208.39542, -16.45139, 18.0, GO6003_LC
229227149, 208.74883, -6.705644, 18.12, GO6003_LC
229227150, 209.06044, -6.840539, 18.79, GO6003_LC
229227151, 210.33255, -9.581517, 19.64, GO6003_LC
229227152, 198.9796, -9.3663, 18.29, GO6003_LC
229227153, 201.199, -16.5257, 18.61, GO6003_LC
229227154, 201.7775, -9.9273, 18.2, GO6003_LC
229227155, 202.1248, -17.1461, 17.88, GO6003_LC
229227156, 202.5274, -13.024, 18.18, GO6003_LC
229227157, 203.7876, -14.2161, 18.98, GO6003_LC
229227158, 204.3571, -12.0527, 17.73, GO6003_LC
229227159, 205.0047, -15.2926, 17.7, GO6003_LC
229227160, 205.3718, -5.7574, 18.21, GO6003_LC
229227161, 205.5481, -6.7292, 18.09, GO6003_LC
229227162, 205.7459, -5.51, 17.79, GO6003_LC
229227163, 206.1085, -16.5749, 17.56, GO6003_LC
229227164, 206.4579, -18.2209, 18.82, GO6003_LC
229227165, 207.214, -18.352, 19.36, GO6003_LC
229227166, 210.6646, -15.3093, 18.25, GO6003_LC
229227167, 210.9285, -15.2371, 17.86, GO6003_LC
229227168, 211.5948, -8.2185, 18.55, GO6003_LC
