# Summary of K2 Program GO13053

Title: The Open Cluster NGC 1817: A Meeting of Asteroseismology, Stellar Pulsation, and Eclipsing Binaries

PI: Sandquist, Eric (San Diego State University)
CoIs: Arentoft, Torben; Grundahl, Frank; Stello, Dennis; Brogaard, Karsten

NGC 1817 is a rich and relatively young (~1 billion yr) open cluster in the Campaign 13 field. Thanks to its mass, the cluster has a large population of evolved stars that will impact a diverse set of fields in stellar astrophysics. For example, compared to a cluster of similar age (NGC 6811) in the main Kepler field, NGC 1817 has a factor of 5 times more red clump stars. The red clump stars are bright and cool enough to be well suited for asteroseismic analysis, including age determinations. Such a large sample will give us the new opportunity to do a statistically robust asteroseismic age determination for young core-helium burning stars. Previously this could only be done for older clusters that have a heavily populated first-ascent giant branch, and our analysis will produce a much improved calibration of these more massive giant stars.

NGC 1817 is also young enough that main sequence stars fall in the pulsational instability strip, and it is old enough that the most evolved main sequence turnoff stars are also within the strip. The cluster is already known to have a large population of delta Sct and gamma Dor pulsating stars that will benefit from uninterrupted observations, and the sensitivity of the K2 photometry will allow the detection of many additional low-amplitude pulsators that could not be detected from the ground. But the cluster also provides us with the rare opportunity to precisely measure the mass and radius of a pulsating delta Sct star, as one is already known to be part of a cluster eclipsing binary. This would provide a benchmark case for the study of delta Sct pulsators, and the evolved nature of that star will produce an independent determination of the cluster age for comparison with asteroseismic results.

We propose long cadence observations of all of the known red clump star members of the cluster (for asteroseismology), all of the known pulsating stars (with short cadence observations of 3 known to have high frequency modes), the bright eclipsing binary (again with short cadence), and all other bright main sequence members for the detection of additional pulsators and eclipsing systems.

# Targets requested by this program that have been observed (924)
EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
246897505, 77.602075, 16.72982, 16.485, GO13053_LC
246897546, 78.352633, 16.7302, 16.614, GO13053_LC
246897704, 78.3878, 16.731571, 15.863, GO13053_LC
246897707, 78.111151, 16.731603, 14.112, GO13053_LC
246897797, 78.156147, 16.732316, 16.469, GO13053_LC
246897850, 77.869698, 16.73278, 16.289, GO13053_LC
246897854, 78.359973, 16.732827, 13.064, GO13053_LC|GO13122_LC
246897863, 77.937027, 16.732873, 15.154, GO13053_LC
246897884, 77.892115, 16.733039, 15.423, GO13053_LC
246897900, 78.093914, 16.733177, 12.82, GO13053_LC|GO13123_LC
246897918, 78.241855, 16.733331, 16.14, GO13053_LC
246897919, 78.208292, 16.733333, 12.425, GO13053_LC|GO13123_LC|GO13090_LC
246897953, 78.453446, 16.733727, 13.439, GO13053_LC|GO13122_LC
246897979, 78.117596, 16.733976, 14.313, GO13053_LC
246898067, 78.307172, 16.734819, 14.875, GO13053_LC
246898144, 78.09453, 16.735559, 15.761, GO13053_LC
246898266, 78.228041, 16.736754, 16.779, GO13053_LC
246898287, 78.234, 16.736964, 11.764, GO13053_LC|GO13122_LC
246898376, 78.014679, 16.73781, 15.794, GO13053_LC|GO13019_LC
246898411, 77.934122, 16.738155, 17.12, GO13053_LC
246898423, 78.321066, 16.738303, 15.837, GO13053_LC
246898637, 78.208955, 16.740345, 16.829, GO13053_LC
246898688, 78.295835, 16.74084, 16.083, GO13053_LC
246898750, 77.866168, 16.741558, 16.323, GO13053_LC
246898799, 78.049207, 16.741977, 13.204, GO13053_LC|GO13122_LC|GO13090_LC
246898826, 77.989221, 16.742364, 13.877, GO13053_LC|GO13122_LC
246898842, 77.841757, 16.742518, 15.258, GO13053_LC
246898900, 78.007502, 16.743083, 13.363, GO13053_LC|GO13090_LC
246898933, 78.347007, 16.743409, 15.852, GO13053_LC
246899036, 78.210668, 16.744352, 13.712, GO13053_LC|GO13122_LC|GO13090_LC
246899163, 78.005933, 16.745682, 13.363, GO13053_LC|GO13122_LC|GO13090_LC
246899172, 78.027149, 16.745728, 12.035, GO13053_LC|GO13123_LC|GO13090_LC
246899232, 78.024952, 16.74629, 16.082, GO13053_LC
246899268, 78.338406, 16.746538, 16.323, GO13053_LC
246899286, 77.833428, 16.746771, 16.661, GO13053_LC
246899333, 78.337723, 16.747256, 17.024, GO13053_LC
246899376, 78.134466, 16.747726, 12.578, GO13053_LC|GO13122_LC|GO13053_SC
246899377, 78.417108, 16.747726, 16.655, GO13053_LC
246899379, 78.166425, 16.747732, 15.367, GO13053_LC|GO13019_LC
246899432, 77.837667, 16.748275, 15.957, GO13053_LC
246899433, 78.191138, 16.748278, 15.471, GO13053_LC
246899451, 78.279949, 16.748509, 15.112, GO13053_LC
246899456, 78.008505, 16.748529, 16.363, GO13053_LC
246899463, 78.155501, 16.748594, 17.152, GO13053_LC
246899465, 78.111376, 16.748623, 16.726, GO13053_LC
246899483, 78.106751, 16.748787, 17.247, GO13053_LC
246899572, 77.744323, 16.749568, 15.24, GO13053_LC
246899640, 78.158811, 16.750102, 16.877, GO13053_LC
246899714, 77.928553, 16.750942, 15.492, GO13053_LC
246899732, 77.911162, 16.751084, 15.207, GO13053_LC
246899781, 77.705046, 16.751624, 14.47, GO13053_LC
246899788, 77.602454, 16.751681, 15.85, GO13053_LC
246899798, 78.251199, 16.751747, 17.23, GO13053_LC
246899840, 78.220917, 16.752176, 14.176, GO13053_LC|GO13090_LC
246899913, 78.473807, 16.752872, 13.152, GO13053_LC|GO13123_LC|GO13048_LC
246899917, 78.295707, 16.752908, 16.155, GO13053_LC
246899974, 78.288295, 16.753335, 13.957, GO13053_LC
246900013, 78.01259, 16.753792, 16.76, GO13053_LC
246900032, 78.055787, 16.753992, 17.119, GO13053_LC
246900038, 78.106811, 16.754041, 15.974, GO13053_LC
246900049, 78.150333, 16.754126, 16.445, GO13053_LC
246900151, 78.253454, 16.755125, 16.824, GO13053_LC
246900196, 78.24047, 16.755576, 16.73, GO13053_LC
246900299, 77.960076, 16.756475, 16.979, GO13053_LC
246900364, 78.170022, 16.757157, 12.862, GO13053_LC|GO13122_LC|GO13090_LC
246900386, 77.603992, 16.75737, 15.956, GO13053_LC
246900399, 78.064153, 16.75749, 16.967, GO13053_LC
246900564, 78.230233, 16.759098, 16.848, GO13053_LC
246900566, 78.249094, 16.759119, 16.468, GO13053_LC
246900734, 78.134356, 16.760675, 14.239, GO13053_LC
246900919, 77.645802, 16.762421, 13.92, GO13053_LC
246900920, 77.830096, 16.76245, 16.321, GO13053_LC
246900970, 78.146334, 16.762861, 13.655, GO13053_LC|GO13122_LC|GO13019_LC|GO13090_LC
246901026, 78.245325, 16.763287, 16.673, GO13053_LC
246901067, 78.121645, 16.763617, 17.871, GO13053_LC
246901174, 78.112191, 16.76458, 18.754, GO13053_LC|GO13002_LC
246901195, 77.637207, 16.764736, 11.91, GO13053_LC|GO13071_LC|GO13122_LC
246901347, 78.152291, 16.766344, 15.272, GO13053_LC|GO13019_LC
246901551, 78.423332, 16.768367, 14.707, GO13053_LC
246901578, 78.5596, 16.768544, 13.872, GO13053_LC|GO13122_LC
246901593, 78.167093, 16.768696, 13.573, GO13053_LC|GO13122_LC|GO13002_LC
246901638, 77.963073, 16.769108, 13.122, GO13053_LC|GO13122_LC|GO13090_LC
246901726, 78.164934, 16.769963, 13.272, GO13053_LC|GO13090_LC
246901742, 78.230775, 16.770132, 17.118, GO13053_LC
246901772, 78.131083, 16.770474, 10.965, GO13053_LC|GO13123_LC|GO13002_LC|GO13090_LC
246901817, 78.088977, 16.770962, 16.891, GO13053_LC
246901872, 78.198827, 16.771467, 14.361, GO13053_LC|GO13090_LC
246901888, 78.143726, 16.771615, 12.977, GO13053_LC|GO13071_LC|GO13122_LC|GO13090_LC
246901975, 78.183889, 16.772356, 16.986, GO13053_LC
246902005, 78.205011, 16.772569, 14.25, GO13053_LC
246902309, 78.079579, 16.775333, 13.116, GO13053_LC|GO13122_LC|GO13090_LC
246902508, 78.195011, 16.777398, 13.234, GO13053_LC|GO13122_LC|GO13090_LC
246902907, 77.910064, 16.781334, 16.343, GO13053_LC
246902926, 78.208356, 16.781525, 15.69, GO13053_LC|GO13019_LC
246903141, 78.092714, 16.7833, 16.625, GO13053_LC
246903179, 78.08293, 16.783679, 13.877, GO13053_LC|GO13090_LC
246903181, 78.128914, 16.783693, 14.937, GO13053_LC
246903276, 77.86481, 16.784617, 12.424, GO13053_LC|GO13123_LC|GO13048_LC|GO13090_LC
246903329, 77.999423, 16.785051, 16.863, GO13053_LC
246903415, 78.157337, 16.785938, 17.007, GO13053_LC
246903419, 78.179471, 16.785956, 14.916, GO13053_LC
246903491, 78.227285, 16.786607, 16.192, GO13053_LC
246903506, 78.510605, 16.786807, 12.681, GO13053_LC|GO13071_LC|GO13122_LC
246903566, 78.216341, 16.787366, 16.865, GO13053_LC
246903661, 78.17095, 16.78832, 15.381, GO13053_LC
246903724, 78.052211, 16.788889, 13.043, GO13053_LC|GO13122_LC|GO13090_LC
246903776, 78.00923, 16.789319, 15.0, GO13053_LC
246903971, 78.021703, 16.790952, 13.581, GO13053_LC|GO13122_LC|GO13090_LC
246903985, 78.121037, 16.791027, 17.071, GO13053_LC
246904007, 78.170678, 16.791283, 14.928, GO13053_LC
246904153, 78.229819, 16.792781, 16.293, GO13053_LC
246904183, 78.508694, 16.793121, 12.958, GO13053_LC|GO13071_LC|GO13122_LC|GO13090_LC
246904198, 78.027671, 16.793299, 16.069, GO13053_LC
246904255, 78.017504, 16.793777, 16.313, GO13053_LC
246904294, 78.07347, 16.794076, 14.366, GO13053_LC
246904322, 77.981384, 16.79437, 15.07, GO13053_LC
246904565, 78.108314, 16.796886, 14.01, GO13053_LC
246904607, 78.159458, 16.797301, 14.357, GO13053_LC
246904756, 77.965457, 16.79873, 15.086, GO13053_LC|GO13019_LC
246904838, 78.134567, 16.799563, 15.668, GO13053_LC
246904920, 78.211699, 16.800329, 13.61, GO13053_LC|GO13122_LC
246905066, 78.232588, 16.801734, 12.991, GO13053_LC|GO13090_LC
246905101, 78.175311, 16.802095, 16.778, GO13053_LC
246905264, 77.918297, 16.80367, 11.876, GO13053_LC|GO13122_LC|GO13038_LC|GO13065_LC
246905319, 77.962362, 16.804202, 15.79, GO13053_LC|GO13019_LC
246905414, 78.593719, 16.805086, 14.596, GO13053_LC|GO13090_LC
246905561, 78.02099, 16.806407, 15.347, GO13053_LC
246905585, 78.09421, 16.806603, 16.098, GO13053_LC
246905596, 78.132985, 16.806684, 16.188, GO13053_LC
246905680, 78.099322, 16.807485, 13.962, GO13053_LC|GO13122_LC|GO13090_LC
246906382, 78.177768, 16.81451, 16.364, GO13053_LC
246906444, 78.346548, 16.815024, 13.508, GO13053_LC|GO13122_LC
246906509, 78.098144, 16.8157, 13.629, GO13053_LC|GO13122_LC
246906523, 78.516343, 16.815809, 14.146, GO13053_LC
246906553, 78.173233, 16.816138, 15.76, GO13053_LC
246906774, 78.060549, 16.818237, 17.35, GO13053_LC
246907286, 78.212926, 16.823338, 15.422, GO13053_LC|GO13019_LC
246907326, 78.129183, 16.823666, 12.495, GO13053_LC|GO13123_LC|GO13090_LC
246907540, 78.223522, 16.82603, 12.22, GO13053_LC|GO13123_LC
246907628, 78.192909, 16.826835, 16.94, GO13053_LC
246907749, 78.094314, 16.828215, 15.812, GO13053_LC
246907932, 78.074832, 16.829918, 12.953, GO13053_LC|GO13123_LC|GO13048_LC
246908804, 78.125807, 16.838441, 15.366, GO13053_LC
246908985, 78.020199, 16.840032, 15.814, GO13053_LC
246909194, 78.390347, 16.84204, 13.371, GO13053_LC|GO13122_LC
246909271, 78.33559, 16.842586, 13.494, GO13053_LC|GO13122_LC|GO13090_LC
246909306, 78.027578, 16.842969, 16.67, GO13053_LC
246909519, 77.957987, 16.844958, 12.116, GO13053_LC|GO13123_LC|GO13090_LC
246912000, 78.139738, 16.869226, 14.254, GO13053_LC|GO13027_LC|GO13037_LC|GO13090_LC
246912283, 78.261536, 16.871715, 13.116, GO13053_LC|GO13122_LC|GO13090_LC
246912694, 78.156911, 16.875516, 13.819, GO13053_LC|GO13122_LC
246913259, 78.234454, 16.881063, 12.065, GO13053_LC|GO13122_LC
246913991, 78.414351, 16.888123, 15.183, GO13053_LC
246914590, 78.310176, 16.894134, 11.404, GO13053_LC|GO13122_LC|GO13098_LC
246914712, 78.322435, 16.895446, 13.495, GO13053_LC|GO13122_LC|GO13090_LC
246915802, 78.081842, 16.906392, 11.937, GO13053_LC|GO13123_LC|GO13090_LC
246916318, 78.558894, 16.911412, 14.248, GO13053_LC
246916477, 78.274534, 16.912939, 13.024, GO13053_LC|GO13122_LC|GO13090_LC
246919207, 78.618429, 16.939863, 13.997, GO13053_LC|GO13090_LC
246919500, 78.343287, 16.942771, 14.521, GO13053_LC|GO13090_LC
246919619, 78.460812, 16.94383, 13.328, GO13053_LC|GO13122_LC|GO13090_LC
246920074, 78.149391, 16.948166, 14.453, GO13053_LC|GO13090_LC
246920787, 78.22973, 16.955066, 14.036, GO13053_LC|GO13090_LC
246922072, 78.264933, 16.967924, 10.935, GO13053_LC|GO13123_LC
246923408, 78.10796, 16.981323, 13.164, GO13053_LC|GO13122_LC|GO13090_LC
246924226, 78.199917, 16.98899, 12.298, GO13053_LC|GO13123_LC|GO13090_LC
246924465, 78.267443, 16.991261, 13.508, GO13053_LC|GO13122_LC|GO13090_LC
246926404, 78.27096, 17.010714, 12.664, GO13053_LC|GO13071_LC|GO13122_LC|GO13090_LC
246931251, 78.228139, 17.057633, 12.853, GO13053_LC|GO13123_LC|GO13090_LC
246933153, 78.519999, 17.075423, 12.667, GO13053_LC
246933757, 78.307321, 17.081564, 14.935, GO13053_LC
246934363, 78.313637, 17.087595, 14.2, GO13053_LC
246934772, 78.509905, 17.091269, 14.148, GO13053_LC|GO13090_LC
246936408, 78.196623, 17.107197, 13.245, GO13053_LC|GO13123_LC|GO13090_LC
246937483, 78.269857, 17.117501, 12.989, GO13053_LC|GO13123_LC|GO13090_LC
246937757, 78.229341, 17.119987, 14.402, GO13053_LC
246938085, 78.276167, 17.123188, 12.69, GO13053_LC|GO13122_LC
246939662, 78.217209, 17.137854, 12.144, GO13053_LC|GO13123_LC
246943390, 78.167132, 17.173079, 12.759, GO13053_LC|GO13071_LC|GO13122_LC
246944519, 78.171286, 17.183888, 11.484, GO13053_LC|GO13123_LC|GO13098_LC
246945366, 78.519268, 17.191983, 13.205, GO13053_LC
