MORC to RA, DEC conversion for the 4 Seasons of Kepler	
Jeffrey Van Cleve & Steve Bryson, Kepler Science Office	
07/08/09                                                                    Spring                            Summer                           Fall                         Winter                         Spring, again
      mod             out              row              column        RA              DEC              RA             DEC             RA              DEC              RA             DEC               RA              DEC     
   1.3000000e+01   3.0000000e+00   5.3500000e+02   5.5000000e+02   2.8947239e+02   4.4664275e+01   2.9043106e+02   4.3650405e+01   2.9185388e+02   4.4323367e+01   2.9090923e+02   4.5349093e+01   2.8947239e+02   4.4664275e+01
   1.3000000e+01   3.0000000e+00   1.0380000e+03   1.7000000e+01   2.8922392e+02   4.3874436e+01   2.9151579e+02   4.3456875e+01   2.9214011e+02   4.5106962e+01   2.8978671e+02   4.5536602e+01   2.8922392e+02   4.3874436e+01
   1.3000000e+01   3.0000000e+00   1.0380000e+03   1.1060000e+03   2.9062279e+02   4.4539322e+01   2.9061156e+02   4.4468711e+01   2.9071048e+02   4.4460664e+01   2.9072184e+02   4.4531263e+01   2.9062279e+02   4.4539322e+01
   1.3000000e+01   4.0000000e+00   2.5000000e+01   1.7000000e+01   2.9121141e+02   4.6138049e+01   2.8835399e+02   4.4854261e+01   2.9015176e+02   4.2859640e+01   2.9294960e+02   4.4099661e+01   2.9121141e+02   4.6138049e+01
   1.3000000e+01   4.0000000e+00   2.5000000e+01   1.1060000e+03   2.8976665e+02   4.5480799e+01   2.8930156e+02   4.3860771e+01   2.9153673e+02   4.3512450e+01   2.9206164e+02   4.5122609e+01   2.8976665e+02   4.5480799e+01
   1.3000000e+01   4.0000000e+00   5.3500000e+02   5.5000000e+02   2.9093858e+02   4.5346558e+01   2.8947554e+02   4.4684930e+01   2.9040256e+02   4.3652886e+01   2.9185001e+02   4.4302772e+01   2.9093858e+02   4.5346558e+01
   1.3000000e+01   4.0000000e+00   1.0380000e+03   1.7000000e+01   2.9206818e+02   4.5193172e+01   2.8966594e+02   4.5483288e+01   2.8929859e+02   4.3790155e+01   2.9163406e+02   4.3508268e+01   2.9206818e+02   4.5193172e+01
   1.3000000e+01   4.0000000e+00   1.0380000e+03   1.1060000e+03   2.9063708e+02   4.4545954e+01   2.9060226e+02   4.4478900e+01   2.9069620e+02   4.4454042e+01   2.9073112e+02   4.4521064e+01   2.9063708e+02   4.4545954e+01
   1.4000000e+01   1.0000000e+00   2.5000000e+01   1.7000000e+01   2.9054137e+02   4.2428520e+01   2.9356493e+02   4.4370802e+01   2.9080118e+02   4.6571161e+01   2.8775922e+02   4.4555643e+01   2.9054137e+02   4.2428520e+01
   1.4000000e+01   1.0000000e+00   2.5000000e+01   1.1060000e+03   2.9192204e+02   4.3075620e+01   2.9268534e+02   4.5399421e+01   2.8934885e+02   4.5909826e+01   2.8871049e+02   4.3566120e+01   2.9192204e+02   4.3075620e+01
   1.4000000e+01   1.0000000e+00   5.3500000e+02   5.5000000e+02   2.9162246e+02   4.2271597e+01   2.9382199e+02   4.5164279e+01   2.8963512e+02   4.6719615e+01   2.8758689e+02   4.3750892e+01   2.9162246e+02   4.2271597e+01
   1.4000000e+01   1.0000000e+00   1.0380000e+03   1.7000000e+01   2.9135390e+02   4.1486949e+01   2.9492177e+02   4.4936425e+01   2.8990458e+02   4.7508231e+01   2.8648589e+02   4.3908220e+01   2.9135390e+02   4.1486949e+01
   1.4000000e+01   1.0000000e+00   1.0380000e+03   1.1060000e+03   2.9272316e+02   4.2124243e+01   2.9405850e+02   4.5976175e+01   2.8843712e+02   4.6835546e+01   2.8744757e+02   4.2928510e+01   2.9272316e+02   4.2124243e+01
   1.4000000e+01   2.0000000e+00   2.5000000e+01   1.7000000e+01   2.9334663e+02   4.3711522e+01   2.9176461e+02   4.6431657e+01   2.8791651e+02   4.5224083e+01   2.8963934e+02   4.2558507e+01   2.9334663e+02   4.3711522e+01
   1.4000000e+01   2.0000000e+00   2.5000000e+01   1.1060000e+03   2.9193615e+02   4.3082071e+01   2.9267629e+02   4.5409783e+01   2.8933435e+02   4.5903052e+01   2.8871994e+02   4.3556078e+01   2.9193614e+02   4.3082071e+01
   1.4000000e+01   2.0000000e+00   5.3500000e+02   5.5000000e+02   2.9305574e+02   4.2925277e+01   2.9290621e+02   4.6227852e+01   2.8814745e+02   4.6022064e+01   2.8855755e+02   4.2730931e+01   2.9305574e+02   4.2925277e+01
   1.4000000e+01   2.0000000e+00   1.0380000e+03   1.7000000e+01   2.9413416e+02   4.2751095e+01   2.9315309e+02   4.7019595e+01   2.8699214e+02   4.6137521e+01   2.8838826e+02   4.1930970e+01   2.9413416e+02   4.2751095e+01
   1.4000000e+01   2.0000000e+00   1.0380000e+03   1.1060000e+03   2.9273714e+02   4.2130599e+01   2.9404961e+02   4.5986649e+01   2.8842248e+02   4.6828653e+01   2.8745714e+02   4.2918568e+01   2.9273714e+02   4.2130600e+01
   1.4000000e+01   3.0000000e+00   2.5000000e+01   1.7000000e+01   2.9496252e+02   4.1701759e+01   2.9469608e+02   4.7638913e+01   2.8595257e+02   4.7121140e+01   2.8705697e+02   4.1234096e+01   2.9496252e+02   4.1701760e+01
   1.4000000e+01   3.0000000e+00   2.5000000e+01   1.1060000e+03   2.9358201e+02   4.1090332e+01   2.9557462e+02   4.6595474e+01   2.8739389e+02   4.7826098e+01   2.8611433e+02   4.2209370e+01   2.9358201e+02   4.1090333e+01
   1.4000000e+01   3.0000000e+00   5.3500000e+02   5.5000000e+02   2.9389993e+02   4.1889224e+01   2.9441554e+02   4.6847475e+01   2.8713660e+02   4.7010919e+01   2.8721469e+02   4.2039546e+01   2.9389993e+02   4.1889224e+01
   1.4000000e+01   3.0000000e+00   1.0380000e+03   1.7000000e+01   2.9420100e+02   4.2667680e+01   2.9327475e+02   4.7069567e+01   2.8691086e+02   4.6216273e+01   2.8828108e+02   4.1876138e+01   2.9420100e+02   4.2667681e+01
   1.4000000e+01   3.0000000e+00   1.0380000e+03   1.1060000e+03   2.9280587e+02   4.2047215e+01   2.9417093e+02   4.6036189e+01   2.8834144e+02   4.6909171e+01   2.8734806e+02   4.2862289e+01   2.9280587e+02   4.2047215e+01
   1.4000000e+01   4.0000000e+00   2.5000000e+01   1.7000000e+01   2.9221318e+02   4.0456987e+01   2.9642725e+02   4.5534541e+01   2.8889021e+02   4.8518703e+01   2.8513315e+02   4.3186894e+01   2.9221318e+02   4.0456988e+01
   1.4000000e+01   4.0000000e+00   2.5000000e+01   1.1060000e+03   2.9356819e+02   4.1084072e+01   2.9558332e+02   4.6584893e+01   2.8740866e+02   4.7833126e+01   2.8610466e+02   4.2219190e+01   2.9356819e+02   4.1084073e+01
   1.4000000e+01   4.0000000e+00   5.3500000e+02   5.5000000e+02   2.9248174e+02   4.1245295e+01   2.9531353e+02   4.5772494e+01   2.8863807e+02   4.7722303e+01   2.8623186e+02   4.3047517e+01   2.9248174e+02   4.1245295e+01
   1.4000000e+01   4.0000000e+00   1.0380000e+03   1.7000000e+01   2.9142438e+02   4.1403694e+01   2.9504263e+02   4.4985504e+01   2.8982403e+02   4.7590478e+01   2.8637501e+02   4.3850484e+01   2.9142438e+02   4.1403694e+01
   1.4000000e+01   4.0000000e+00   1.0380000e+03   1.1060000e+03   2.9279191e+02   4.2040858e+01   2.9417982e+02   4.6025709e+01   2.8835608e+02   4.6916082e+01   2.8733848e+02   4.2872217e+01   2.9279191e+02   4.2040859e+01
   1.5000000e+01   1.0000000e+00   2.5000000e+01   1.7000000e+01   2.9257510e+02   4.0009843e+01   2.9708775e+02   4.5785839e+01   2.8844076e+02   4.8952713e+01   2.8455821e+02   4.2871269e+01   2.9257510e+02   4.0009844e+01
   1.5000000e+01   1.0000000e+00   2.5000000e+01   1.1060000e+03   2.9392347e+02   4.0633971e+01   2.9625086e+02   4.6840400e+01   2.8695396e+02   4.8260146e+01   2.8553525e+02   4.1909231e+01   2.9392347e+02   4.0633972e+01
   1.5000000e+01   1.0000000e+00   5.3500000e+02   5.5000000e+02   2.9361195e+02   3.9835017e+01   2.9740097e+02   4.6570556e+01   2.8721377e+02   4.9075819e+01   2.8443293e+02   4.2062401e+01   2.9361196e+02   3.9835018e+01
   1.5000000e+01   1.0000000e+00   1.0380000e+03   1.7000000e+01   2.9333083e+02   3.9054993e+01   2.9851269e+02   4.6308614e+01   2.8745655e+02   4.9869905e+01   2.8335480e+02   4.2189405e+01   2.9333083e+02   3.9054994e+01
   1.5000000e+01   1.0000000e+00   1.0380000e+03   1.1060000e+03   2.9466819e+02   3.9670282e+01   2.9769612e+02   4.7374261e+01   2.8595513e+02   4.9164666e+01   2.8433932e+02   4.1236807e+01   2.9466820e+02   3.9670284e+01
   1.5000000e+01   2.0000000e+00   2.5000000e+01   1.7000000e+01   2.9531138e+02   4.1247640e+01   2.9537240e+02   4.7899491e+01   2.8549245e+02   4.7542153e+01   2.8649193e+02   4.0928942e+01   2.9531138e+02   4.1247642e+01
   1.5000000e+01   2.0000000e+00   2.5000000e+01   1.1060000e+03   2.9393723e+02   4.0640195e+01   2.9624224e+02   4.6851027e+01   2.8693914e+02   4.8253052e+01   2.8554497e+02   4.1899465e+01   2.9393723e+02   4.0640196e+01
   1.5000000e+01   2.0000000e+00   5.3500000e+02   5.5000000e+02   2.9501013e+02   4.0466005e+01   2.9653093e+02   4.7661234e+01   2.8569381e+02   4.8345002e+01   2.8542959e+02   4.1070399e+01   2.9501013e+02   4.0466006e+01
   1.5000000e+01   2.0000000e+00   1.0380000e+03   1.7000000e+01   2.9604318e+02   4.0275919e+01   2.9683723e+02   4.8444562e+01   2.8448188e+02   4.8433119e+01   2.8530495e+02   4.0266299e+01   2.9604318e+02   4.0275921e+01
   1.5000000e+01   2.0000000e+00   1.0380000e+03   1.1060000e+03   2.9468183e+02   3.9676421e+01   2.9768770e+02   4.7385001e+01   2.8594018e+02   4.9157441e+01   2.8434912e+02   4.1227138e+01   2.9468183e+02   3.9676423e+01
   1.5000000e+01   3.0000000e+00   2.5000000e+01   1.7000000e+01   2.9681420e+02   3.9214505e+01   2.9846501e+02   4.9014778e+01   2.8334367e+02   4.9391383e+01   2.8404079e+02   3.9533224e+01   2.9681420e+02   3.9214509e+01
   1.5000000e+01   3.0000000e+00   2.5000000e+01   1.1060000e+03   2.9546743e+02   3.8624124e+01   2.9929102e+02   4.7944004e+01   2.8481304e+02   5.0129852e+01   2.8307772e+02   4.0483074e+01   2.9546743e+02   3.8624127e+01
   1.5000000e+01   3.0000000e+00   5.3500000e+02   5.5000000e+02   2.9579516e+02   3.9417915e+01   2.9812052e+02   4.8233095e+01   2.8458706e+02   4.9309199e+01   2.8415688e+02   4.0342513e+01   2.9579516e+02   3.9417917e+01
   1.5000000e+01   3.0000000e+00   1.0380000e+03   1.7000000e+01   2.9610602e+02   4.0191599e+01   2.9696549e+02   4.8491232e+01   2.8439219e+02   4.8509759e+01   2.8520337e+02   4.0208006e+01   2.9610602e+02   4.0191602e+01
   1.5000000e+01   3.0000000e+00   1.0380000e+03   1.1060000e+03   2.9474549e+02   3.9593138e+01   2.9781366e+02   4.7430525e+01   2.8585183e+02   4.9234937e+01   2.8424728e+02   4.1168260e+01   2.9474550e+02   3.9593140e+01
   1.5000000e+01   4.0000000e+00   2.5000000e+01   1.7000000e+01   2.9412926e+02   3.8012909e+01   3.0009043e+02   4.6856366e+01   2.8634399e+02   5.0855862e+01   2.8207763e+02   4.1434567e+01   2.9412927e+02   3.8012910e+01
   1.5000000e+01   4.0000000e+00   2.5000000e+01   1.1060000e+03   2.9545393e+02   3.8618082e+01   2.9929919e+02   4.7933151e+01   2.8482812e+02   5.0137216e+01   2.8306786e+02   4.0492634e+01   2.9545393e+02   3.8618085e+01
   1.5000000e+01   4.0000000e+00   5.3500000e+02   5.5000000e+02   2.9441047e+02   3.8796720e+01   2.9896641e+02   4.7130407e+01   2.8612105e+02   5.0054198e+01   2.8315259e+02   4.1323762e+01   2.9441047e+02   3.8796722e+01
   1.5000000e+01   4.0000000e+00   1.0380000e+03   1.7000000e+01   2.9339517e+02   3.8972827e+01   2.9863626e+02   4.6352990e+01   2.8736982e+02   4.9948194e+01   2.8325280e+02   4.2129967e+01   2.9339517e+02   3.8972828e+01
   1.5000000e+01   4.0000000e+00   1.0380000e+03   1.1060000e+03   2.9473187e+02   3.9587009e+01   2.9782206e+02   4.7419774e+01   2.8586680e+02   4.9242170e+01   2.8423747e+02   4.1177923e+01   2.9473187e+02   3.9587011e+01
   1.6000000e+01   1.0000000e+00   2.5000000e+01   1.7000000e+01   2.9213041e+02   5.0517984e+01   2.8211123e+02   4.5115222e+01   2.8947812e+02   3.8467338e+01   2.9895558e+02   4.3263853e+01   2.9213041e+02   5.0517982e+01
   1.6000000e+01   1.0000000e+00   2.5000000e+01   1.1060000e+03   2.9054550e+02   4.9872475e+01   2.8316564e+02   4.4175436e+01   2.9076732e+02   3.9127866e+01   2.9818764e+02   4.4330952e+01   2.9054550e+02   4.9872475e+01
   1.6000000e+01   1.0000000e+00   5.3500000e+02   5.5000000e+02   2.9087329e+02   5.0679242e+01   2.8201616e+02   4.4303989e+01   2.9049979e+02   3.8320972e+01   2.9927874e+02   4.4043592e+01   2.9087330e+02   5.0679240e+01
   1.6000000e+01   1.0000000e+00   1.0380000e+03   1.7000000e+01   2.9118434e+02   5.1464892e+01   2.8089297e+02   4.4406088e+01   2.9026000e+02   3.7533851e+01   3.0033406e+02   4.3765640e+01   2.9118434e+02   5.1464891e+01
   1.6000000e+01   1.0000000e+00   1.0380000e+03   1.1060000e+03   2.8957954e+02   5.0806508e+01   2.8195392e+02   4.3476727e+01   2.9154061e+02   3.8185727e+01   2.9958511e+02   4.4842672e+01   2.8957954e+02   5.0806507e+01
   1.6000000e+01   2.0000000e+00   2.5000000e+01   1.7000000e+01   2.8898713e+02   4.9199634e+01   2.8419626e+02   4.3216215e+01   2.9209452e+02   3.9779831e+01   2.9738393e+02   4.5403734e+01   2.8898713e+02   4.9199634e+01
   1.6000000e+01   2.0000000e+00   2.5000000e+01   1.1060000e+03   2.9052970e+02   4.9865846e+01   2.8317612e+02   4.4165887e+01   2.9078047e+02   3.9134465e+01   2.9817974e+02   4.4341711e+01   2.9052970e+02   4.9865845e+01
   1.6000000e+01   2.0000000e+00   5.3500000e+02   5.5000000e+02   2.8925061e+02   4.9995602e+01   2.8309006e+02   4.3334723e+01   2.9183772e+02   3.8990385e+01   2.9848177e+02   4.5147118e+01   2.8925061e+02   4.9995602e+01
   1.6000000e+01   2.0000000e+00   1.0380000e+03   1.7000000e+01   2.8800449e+02   5.0119770e+01   2.8299277e+02   4.2528296e+01   2.9285740e+02   3.8829796e+01   2.9879971e+02   4.5925449e+01   2.8800449e+02   5.0119770e+01
   1.6000000e+01   2.0000000e+00   1.0380000e+03   1.1060000e+03   2.8956355e+02   5.0799743e+01   2.8196447e+02   4.3467285e+01   2.9155366e+02   3.8192244e+01   2.9957740e+02   4.4853531e+01   2.8956356e+02   5.0799742e+01
   1.6000000e+01   3.0000000e+00   2.5000000e+01   1.7000000e+01   2.8689453e+02   5.1107719e+01   2.8171775e+02   4.1767800e+01   2.9366273e+02   3.7794167e+01   3.0036486e+02   4.6471676e+01   2.8689453e+02   5.1107720e+01
   1.6000000e+01   3.0000000e+00   2.5000000e+01   1.1060000e+03   2.8846983e+02   5.1802573e+01   2.8068288e+02   4.2694658e+01   2.9237105e+02   3.7165359e+01   3.0112040e+02   4.5389991e+01   2.8846983e+02   5.1802573e+01
   1.6000000e+01   3.0000000e+00   5.3500000e+02   5.5000000e+02   2.8817590e+02   5.0989429e+01   2.8180504e+02   4.2579374e+01   2.9265502e+02   3.7967888e+01   3.0001282e+02   4.5695007e+01   2.8817591e+02   5.0989430e+01
   1.6000000e+01   3.0000000e+00   1.0380000e+03   1.7000000e+01   2.8791808e+02   5.0196498e+01   2.8289325e+02   4.2468577e+01   2.9292233e+02   3.8749864e+01   2.9891985e+02   4.5969861e+01   2.8791808e+02   5.0196498e+01
   1.6000000e+01   3.0000000e+00   1.0380000e+03   1.1060000e+03   2.8947860e+02   5.0877621e+01   2.8186441e+02   4.3406754e+01   2.9161935e+02   3.8113033e+01   2.9969587e+02   4.4897052e+01   2.8947860e+02   5.0877621e+01
   1.6000000e+01   4.0000000e+00   2.5000000e+01   1.7000000e+01   2.9011085e+02   5.2481925e+01   2.7960649e+02   4.3621515e+01   2.9108781e+02   3.6516697e+01   3.0185397e+02   4.4292265e+01   2.9011085e+02   5.2481923e+01
   1.6000000e+01   4.0000000e+00   2.5000000e+01   1.1060000e+03   2.8848600e+02   5.1809484e+01   2.8067227e+02   4.2703978e+01   2.9235811e+02   3.7158935e+01   3.0112788e+02   4.5379033e+01   2.8848600e+02   5.1809484e+01
   1.6000000e+01   4.0000000e+00   5.3500000e+02   5.5000000e+02   2.8981800e+02   5.1687882e+01   2.8072423e+02   4.3536647e+01   2.9132807e+02   3.7307819e+01   3.0078784e+02   4.4580961e+01   2.8981801e+02   5.1687881e+01
   1.6000000e+01   4.0000000e+00   1.0380000e+03   1.7000000e+01   2.9110114e+02   5.1543861e+01   2.8079251e+02   4.4344764e+01   2.9032631e+02   3.7455435e+01   3.0045079e+02   4.3808258e+01   2.9110115e+02   5.1543860e+01
   1.6000000e+01   4.0000000e+00   1.0380000e+03   1.1060000e+03   2.8949460e+02   5.0884397e+01   2.8185385e+02   4.3416188e+01   2.9160630e+02   3.8106525e+01   2.9970357e+02   4.4886184e+01   2.8949460e+02   5.0884396e+01
   1.7000000e+01   1.0000000e+00   2.5000000e+01   1.7000000e+01   2.9439552e+02   4.8076232e+01   2.8534831e+02   4.6872036e+01   2.8737544e+02   4.0816923e+01   2.9555040e+02   4.1901055e+01   2.9439552e+02   4.8076231e+01
   1.7000000e+01   1.0000000e+00   2.5000000e+01   1.1060000e+03   2.9285936e+02   4.7459659e+01   2.8638293e+02   4.5904153e+01   2.8868741e+02   4.1502714e+01   2.9473839e+02   4.2943532e+01   2.9285936e+02   4.7459658e+01
   1.7000000e+01   1.0000000e+00   5.3500000e+02   5.5000000e+02   2.9320639e+02   4.8260039e+01   2.8520560e+02   4.6063921e+01   2.8843709e+02   4.0690855e+01   2.9582094e+02   4.2690145e+01   2.9320639e+02   4.8260038e+01
   1.7000000e+01   1.0000000e+00   1.0380000e+03   1.7000000e+01   2.9353675e+02   4.9039701e+01   2.8405300e+02   4.6195841e+01   2.8821471e+02   3.9899256e+01   2.9686885e+02   4.2445534e+01   2.9353675e+02   4.9039699e+01
   1.7000000e+01   1.0000000e+00   1.0380000e+03   1.1060000e+03   2.9198104e+02   4.8411677e+01   2.8509732e+02   4.5238867e+01   2.8951815e+02   4.0575477e+01   2.9607239e+02   4.3498058e+01   2.9198104e+02   4.8411676e+01
   1.7000000e+01   2.0000000e+00   2.5000000e+01   1.7000000e+01   2.9134388e+02   4.6817076e+01   2.8739109e+02   4.4916953e+01   2.9004134e+02   4.2179422e+01   2.9389064e+02   4.3990858e+01   2.9134388e+02   4.6817076e+01
   1.7000000e+01   2.0000000e+00   2.5000000e+01   1.1060000e+03   2.9284402e+02   4.7453327e+01   2.8639320e+02   4.5894323e+01   2.8870082e+02   4.1509565e+01   2.9473005e+02   4.2954040e+01   2.9284402e+02   4.7453326e+01
   1.7000000e+01   2.0000000e+00   5.3500000e+02   5.5000000e+02   2.9163077e+02   4.7607512e+01   2.8625946e+02   4.5066090e+01   2.8980039e+02   4.1385459e+01   2.9497691e+02   4.3768010e+01   2.9163078e+02   4.7607512e+01
   1.7000000e+01   2.0000000e+00   1.0380000e+03   1.7000000e+01   2.9044873e+02   4.7756569e+01   2.8611688e+02   4.4262865e+01   2.9086150e+02   4.1243331e+01   2.9523930e+02   4.4555423e+01   2.9044873e+02   4.7756569e+01
   1.7000000e+01   2.0000000e+00   1.0380000e+03   1.1060000e+03   2.9196551e+02   4.8405224e+01   2.8510769e+02   4.5229148e+01   2.8953146e+02   4.0582235e+01   2.9606420e+02   4.3508666e+01   2.9196551e+02   4.8405223e+01
   1.7000000e+01   3.0000000e+00   2.5000000e+01   1.7000000e+01   2.8943974e+02   4.8767547e+01   2.8476669e+02   4.3537150e+01   2.9172566e+02   4.0221471e+01   2.9673183e+02   4.5150065e+01   2.8943974e+02   4.8767547e+01
   1.7000000e+01   3.0000000e+00   2.5000000e+01   1.1060000e+03   2.9097307e+02   4.9429798e+01   2.8374751e+02   4.4490628e+01   2.9040817e+02   3.9569922e+01   2.9753894e+02   4.4093506e+01   2.9097307e+02   4.9429797e+01
   1.7000000e+01   3.0000000e+00   5.3500000e+02   5.5000000e+02   2.9065365e+02   4.8622916e+01   2.8489687e+02   4.4345903e+01   2.9067796e+02   4.0377426e+01   2.9643813e+02   4.4363065e+01   2.9065365e+02   4.8622916e+01
   1.7000000e+01   3.0000000e+00   1.0380000e+03   1.7000000e+01   2.9037007e+02   4.7835564e+01   2.8601069e+02   4.4205913e+01   2.9093111e+02   4.1164029e+01   2.9535444e+02   4.4603440e+01   2.9037007e+02   4.7835563e+01
   1.7000000e+01   3.0000000e+00   1.0380000e+03   1.1060000e+03   2.9188817e+02   4.8485468e+01   2.8500041e+02   4.5171212e+01   2.8960199e+02   4.0503517e+01   2.9617829e+02   4.3555877e+01   2.9188817e+02   4.8485467e+01
   1.7000000e+01   4.0000000e+00   2.5000000e+01   1.7000000e+01   2.9256432e+02   5.0077068e+01   2.8268449e+02   4.5444621e+01   2.8910209e+02   3.8897489e+01   2.9832462e+02   4.3020417e+01   2.9256432e+02   5.0077066e+01
   1.7000000e+01   4.0000000e+00   2.5000000e+01   1.1060000e+03   2.9098878e+02   4.9436383e+01   2.8373704e+02   4.4500219e+01   2.9039498e+02   3.9563264e+01   2.9754695e+02   4.4082798e+01   2.9098878e+02   4.9436382e+01
   1.7000000e+01   4.0000000e+00   5.3500000e+02   5.5000000e+02   2.9224860e+02   4.9288912e+01   2.8383245e+02   4.5331063e+01   2.8932591e+02   3.9692980e+01   2.9726450e+02   4.3274631e+01   2.9224860e+02   4.9288911e+01
   1.7000000e+01   4.0000000e+00   1.0380000e+03   1.7000000e+01   2.9346100e+02   4.9121128e+01   2.8394475e+02   4.6136923e+01   2.8828603e+02   3.9821197e+01   2.9698178e+02   4.2491919e+01   2.9346100e+02   4.9121126e+01
   1.7000000e+01   4.0000000e+00   1.0380000e+03   1.1060000e+03   2.9190371e+02   4.8491933e+01   2.8499003e+02   4.5180921e+01   2.8958869e+02   4.0496764e+01   2.9618647e+02   4.3545260e+01   2.9190371e+02   4.8491932e+01
   1.8000000e+01   1.0000000e+00   2.5000000e+01   1.7000000e+01   2.9357612e+02   4.4373771e+01   2.9079647e+02   4.6579067e+01   2.8774855e+02   4.4552111e+01   2.9054580e+02   4.2420804e+01   2.9357612e+02   4.4373771e+01
   1.8000000e+01   1.0000000e+00   2.5000000e+01   1.1060000e+03   2.9269422e+02   4.5401266e+01   2.8934582e+02   4.5915990e+01   2.8870217e+02   4.3564049e+01   2.9192455e+02   4.3069518e+01   2.9269422e+02   4.5401266e+01
   1.8000000e+01   1.0000000e+00   5.3500000e+02   5.5000000e+02   2.9383134e+02   4.5167474e+01   2.8962996e+02   4.6726046e+01   2.8757837e+02   4.3747267e+01   2.9162694e+02   4.2265275e+01   2.9383134e+02   4.5167474e+01
   1.8000000e+01   1.0000000e+00   1.0380000e+03   1.7000000e+01   2.9493160e+02   4.4940920e+01   2.8989730e+02   4.7514912e+01   2.8647726e+02   4.3903085e+01   2.9136026e+02   4.1480443e+01   2.9493160e+02   4.4940920e+01
   1.8000000e+01   1.0000000e+00   1.0380000e+03   1.1060000e+03   2.9406591e+02   4.5979546e+01   2.8843167e+02   4.6840462e+01   2.8744118e+02   4.2924863e+01   2.9272767e+02   4.2119345e+01   2.9406591e+02   4.5979545e+01
   1.8000000e+01   2.0000000e+00   2.5000000e+01   1.7000000e+01   2.9177109e+02   4.6432316e+01   2.8791526e+02   4.5228519e+01   2.8963338e+02   4.2557887e+01   2.9334721e+02   4.3707109e+01   2.9177109e+02   4.6432316e+01
   1.8000000e+01   2.0000000e+00   2.5000000e+01   1.1060000e+03   2.9268515e+02   4.5411616e+01   2.8933134e+02   4.5909198e+01   2.8871164e+02   4.3554022e+01   2.9193864e+02   4.3075986e+01   2.9268515e+02   4.5411616e+01
   1.8000000e+01   2.0000000e+00   5.3500000e+02   5.5000000e+02   2.9291310e+02   4.6229854e+01   2.8814415e+02   4.6026714e+01   2.8855138e+02   4.2728820e+01   2.9305828e+02   4.2920638e+01   2.9291310e+02   4.6229854e+01
   1.8000000e+01   2.0000000e+00   1.0380000e+03   1.7000000e+01   2.9315801e+02   4.7021788e+01   2.8698859e+02   4.6140707e+01   2.8838410e+02   4.1928792e+01   2.9413682e+02   4.2747863e+01   2.9315801e+02   4.7021787e+01
   1.8000000e+01   2.0000000e+00   1.0380000e+03   1.1060000e+03   2.9405700e+02   4.5990008e+01   2.8841705e+02   4.6833552e+01   2.8745077e+02   4.2914936e+01   2.9274163e+02   4.2125719e+01   2.9405700e+02   4.5990008e+01
   1.8000000e+01   3.0000000e+00   2.5000000e+01   1.7000000e+01   2.9470319e+02   4.7641671e+01   2.8594775e+02   4.7125608e+01   2.8705125e+02   4.1231169e+01   2.9496587e+02   4.1697208e+01   2.9470319e+02   4.7641670e+01
   1.8000000e+01   3.0000000e+00   2.5000000e+01   1.1060000e+03   2.9558178e+02   4.6598225e+01   2.8738905e+02   4.7830724e+01   2.8610852e+02   4.2206260e+01   2.9358561e+02   4.1085772e+01   2.9558177e+02   4.6598224e+01
   1.8000000e+01   3.0000000e+00   5.3500000e+02   5.5000000e+02   2.9442266e+02   4.6850161e+01   2.8713201e+02   4.7015536e+01   2.8720874e+02   4.2036642e+01   2.9390334e+02   4.1884595e+01   2.9442266e+02   4.6850160e+01
   1.8000000e+01   3.0000000e+00   1.0380000e+03   1.7000000e+01   2.9328184e+02   4.7072229e+01   2.8690645e+02   4.6220888e+01   2.8827500e+02   4.1873397e+01   2.9420428e+02   4.2662976e+01   2.9328184e+02   4.7072228e+01
   1.8000000e+01   3.0000000e+00   1.0380000e+03   1.1060000e+03   2.9417811e+02   4.6038915e+01   2.8833692e+02   4.6913953e+01   2.8734186e+02   4.2859291e+01   2.9280950e+02   4.2042486e+01   2.9417811e+02   4.6038914e+01
   1.8000000e+01   4.0000000e+00   2.5000000e+01   1.7000000e+01   2.9643460e+02   4.5537336e+01   2.8888527e+02   4.8523589e+01   2.8512711e+02   4.3183531e+01   2.9221709e+02   4.0452324e+01   2.9643460e+02   4.5537336e+01
   1.8000000e+01   4.0000000e+00   2.5000000e+01   1.1060000e+03   2.9559048e+02   4.6587644e+01   2.8740382e+02   4.7837754e+01   2.8609885e+02   4.2216077e+01   2.9357179e+02   4.1079512e+01   2.9559048e+02   4.6587643e+01
   1.8000000e+01   4.0000000e+00   5.3500000e+02   5.5000000e+02   2.9532072e+02   4.5775273e+01   2.8863332e+02   4.7727082e+01   2.8622581e+02   4.3044321e+01   2.9248554e+02   4.1240654e+01   2.9532072e+02   4.5775272e+01
   1.8000000e+01   4.0000000e+00   1.0380000e+03   1.7000000e+01   2.9504989e+02   4.4988294e+01   2.8981941e+02   4.7595440e+01   2.8636868e+02   4.3847224e+01   2.9142835e+02   4.1398940e+01   2.9504989e+02   4.4988293e+01
   1.8000000e+01   4.0000000e+00   1.0380000e+03   1.1060000e+03   2.9418699e+02   4.6028437e+01   2.8835156e+02   4.6920865e+01   2.8733227e+02   4.2869216e+01   2.9279554e+02   4.2036130e+01   2.9418699e+02   4.6028436e+01
   1.9000000e+01   1.0000000e+00   2.5000000e+01   1.7000000e+01   2.9554607e+02   4.1905555e+01   2.9438851e+02   4.8072671e+01   2.8535429e+02   4.6867776e+01   2.8738095e+02   4.0820575e+01   2.9554607e+02   4.1905556e+01
