# Summary of K2 Program GO7016

Title: Statistics of Variability in Main-Sequence Stars of Kepler 2 Fields 6 and 7

PI: Guzik, Joyce Ann (Los Alamos National Laboratory)
CoIs: Bradley, Paul A; Jackiewicz, Jason; Kinemuchi, Karen; Nelson, Nicholas; Kosak, Katie

We propose to observe with the Kepler spacecraft in long-cadence mode about one thousand main-sequence stars in each of K2 Fields 6 and 7.  Our goal is to discover new pulsating variables, as well as eclipsing binaries and magnetically active stars with variability produced by rotating spots.  We will use colors and magnitudes listed in the EPIC catalog to select main-sequence stars with Kepler magnitude between approximately 8 and 12.   Our selection of stars in this magnitude range will minimize the number of pixels required, yet the stars will be bright enough for ground-based ground-based follow-up observations including high-resolution spectroscopic observations.

Observations by the Kepler spacecraft have turned out to be ideal for discovery and characterization of pulsations of main-sequence stars that pulsate in radial and non-radial pressure and gravity modes.  The long time series and high precision of the photometry have enabled determining the frequencies and amplitudes of the modes with periods of order a day (g modes) to a few hours (p and mixed modes) using long-cadence data (30-min integrations per data point).    Analysis of the Kepler data has raised a number of questions about the possible pulsation driving mechanisms for gamma Doradus g-mode and delta Scuti p-mode pulsations, and revealed a surprising number of hybrid star candidates that show pulsations in both types of modes.  The Kepler data has also been used to study slowly pulsating B (SPB) stars (g-mode pulsators), beta Cephei stars (p-mode pulsators) and their hybrids to test stellar pulsation theory in the presumably simpler case for these hotter stars with smaller envelope convection zones.  The analysis has also identified a number of apparently non-pulsating stars that lie within the pulsation instability regions established by theory that need to be explained.  We expect to increase the numbers of these types of stars available for detailed study, especially for candidates brighter than those found in the original Kepler field.   We also expect to discover additional eclipsing binaries and magnetically active stars.  

Our sample selection will not be biased toward known pulsators, and will include enough stars to derive statistics of the occurrence of variability.  We will compare our results with similar surveys of stars in the original Kepler Cygnus-Lyra field, and with surveys of stars in young open clusters for K2 Fields 0-5.   We will also produce a catalog of all of the candidate variables, eclipsing binaries, and magnetically active stars that we find.
216317145, 280.4984131, -22.5653706, 12.122, GO7030_LC|GO7016_LC
216331554, 279.8952332, -22.5394306, 10.834, GO7021_LC|GO7016_LC|GO7030_LC
216345636, 280.003479, -22.5139065, 11.856, GO7030_LC|GO7016_LC
216351585, 284.9759216, -22.5033321, 12.126, GO7030_LC|GO7016_LC
216353098, 288.4393921, -22.5006523, 11.966, GO7030_LC|GO7016_LC|GO7087_LC
216359963, 287.6106567, -22.4883671, 10.722, GO7086_LC|GO7085_LC|GO7016_LC|GO7087_LC|GO7030_LC
216364273, 280.859375, -22.4807148, 12.197, GO7030_LC|GO7016_LC
216380262, 280.6352844, -22.4522285, 12.087, GO7030_LC|GO7016_LC
216393858, 289.7495728, -22.4276257, 11.576, GO7086_LC|GO7030_LC|GO7085_LC|GO7016_LC|GO7087_LC
216394172, 279.6422424, -22.4270706, 11.37, GO7086_LC|GO7030_LC|GO7085_LC|GO7016_LC|GO7087_LC
216398094, 280.7409668, -22.4199238, 12.459, GO7030_LC|GO7016_LC
216404814, 283.2371216, -22.4078999, 9.084, GO7019_LC|GO7016_LC|GO7042_LC|GO7030_LC
216408169, 283.0207825, -22.4020042, 11.393, GO7086_LC|GO7085_LC|GO7016_LC
216425279, 280.5320129, -22.3708057, 11.848, GO7030_LC|GO7016_LC
216430569, 279.8300781, -22.3612347, 10.488, GO7019_LC|GO7016_LC|GO7042_LC|GO7030_LC
216441025, 281.257019, -22.3427181, 12.412, GO7086_LC|GO7030_LC|GO7085_LC|GO7016_LC
216452648, 284.372345, -22.3219185, 11.189, GO7021_LC|GO7016_LC|GO7030_LC
216468312, 279.7792358, -22.2937603, 11.987, GO7030_LC|GO7016_LC
216473317, 284.2068787, -22.2848625, 11.999, GO7030_LC|GO7016_LC
216477445, 280.4581604, -22.2774811, 12.145, GO7030_LC|GO7016_LC
216486655, 280.4065552, -22.2609615, 11.887, GO7030_LC|GO7016_LC
216518574, 283.89505, -22.2043896, 12.312, GO7030_LC|GO7016_LC|GO7028_LC
216520246, 280.6147461, -22.2013721, 11.88, GO7030_LC|GO7016_LC
216521597, 280.5685425, -22.1989174, 12.167, GO7030_LC|GO7016_LC
216537689, 280.6618958, -22.1701145, 8.996, GO7019_LC|GO7016_LC|GO7042_LC|GO7030_LC
216539577, 280.4552002, -22.1667671, 12.285, GO7030_LC|GO7016_LC
216549388, 290.7659302, -22.1492195, 12.0, GO7078_LC|GO7016_LC
216554070, 279.8249207, -22.1406498, 11.947, GO7030_LC|GO7016_LC
216557635, 284.3052063, -22.1344318, 12.489, GO7030_LC|GO7085_LC|GO7016_LC
216566138, 280.1421814, -22.1192722, 11.995, GO7030_LC|GO7016_LC
216583207, 280.6556702, -22.0889149, 11.917, GO7086_LC|GO7030_LC|GO7085_LC|GO7016_LC
216589832, 280.3461609, -22.076889, 11.806, GO7030_LC|GO7016_LC
216591641, 279.5647278, -22.0736465, 9.503, GO7019_LC|GO7016_LC|GO7042_LC|GO7030_LC
216593670, 280.9319458, -22.069952, 11.892, GO7030_LC|GO7016_LC|GO7087_LC
216620659, 280.3363037, -22.0218315, 11.975, GO7030_LC|GO7016_LC
216652119, 280.3133545, -21.9661674, 11.932, GO7030_LC|GO7016_LC
216652481, 279.8759766, -21.9655571, 8.013, GO7061_LC|GO7016_LC|GO7042_LC|GO7030_LC
216660299, 283.7267761, -21.9517994, 11.814, GO7030_LC|GO7016_LC
216664029, 283.7460327, -21.9453106, 11.381, GO7086_LC|GO7030_LC|GO7085_LC|GO7016_LC|GO7087_LC
216709344, 279.7679443, -21.8648357, 11.071, GO7021_LC|GO7016_LC|GO7087_LC|GO7030_LC
216719726, 286.3192139, -21.8463783, 9.864, GO7061_LC|GO7016_LC|GO7042_LC
216733874, 280.6131897, -21.8211823, 12.399, GO7008_LC|GO7016_LC
216735106, 279.6517029, -21.8190365, 10.442, GO7086_LC|GO7078_LC|GO7016_LC|GO7087_LC|GO7030_LC
216746115, 290.9631958, -21.7993202, 11.235, GO7078_LC|GO7016_LC|GO7087_LC|GO7028_LC|GO7030_LC
216750010, 279.9179688, -21.7923393, 11.946, GO7030_LC|GO7016_LC
216760771, 280.2209473, -21.7731915, 11.699, GO7030_LC|GO7071_LC|GO7016_LC
216769803, 289.2956848, -21.757021, 8.202, GO7039_LC|GO7016_LC|GO7087_LC|GO7030_LC
216778002, 286.5054626, -21.7422791, 12.218, GO7086_LC|GO7085_LC|GO7016_LC
216784886, 286.8847961, -21.7299614, 10.872, GO7078_LC|GO7016_LC|GO7087_LC|GO7030_LC
216792113, 283.1305237, -21.7172222, 11.885, GO7030_LC|GO7016_LC
216814711, 282.9380188, -21.6765862, 11.8, GO7030_LC|GO7016_LC
216849720, 286.8550415, -21.6142902, 8.935, GO7078_LC|GO7016_LC|GO7030_LC
216916800, 280.1643372, -21.4947243, 8.715, GO7019_LC|GO7016_LC|GO7042_LC|GO7030_LC
216930522, 283.4958191, -21.4708118, 11.921, GO7030_LC|GO7016_LC
217106528, 285.8027649, -21.1605186, 11.96, GO7030_LC|GO7016_LC
217125625, 284.4561157, -21.1267796, 11.78, GO7030_LC|GO7016_LC|GO7087_LC|GO7028_LC
217163685, 288.9224854, -21.0594101, 9.814, GO7078_LC|GO7016_LC|GO7030_LC
217176214, 282.6564636, -21.0372791, 11.838, GO7030_LC|GO7016_LC
217191988, 284.5294495, -21.0091801, 11.724, GO7030_LC|GO7021_LC|GO7016_LC
217227712, 284.2185669, -20.9458332, 12.31, GO7086_LC|GO7016_LC
217233339, 286.5368347, -20.9356785, 12.12, GO7078_LC|GO7016_LC
217248873, 283.8499756, -20.9083195, 9.912, GO7021_LC|GO7019_LC|GO7016_LC|GO7042_LC|GO7030_LC
217252289, 282.9049072, -20.9023895, 9.605, GO7019_LC|GO7016_LC|GO7042_LC
217262462, 283.9143066, -20.8843651, 10.198, GO7019_LC|GO7016_LC|GO7042_LC|GO7030_LC
217292273, 286.0692444, -20.8313313, 10.372, GO7086_LC|GO7016_LC|GO7087_LC|GO7030_LC
217298938, 283.4562988, -20.8196526, 10.192, GO7021_LC|GO7019_LC|GO7016_LC|GO7042_LC|GO7030_LC
217323447, 289.1951294, -20.7764778, 9.592, GO7061_LC|GO7078_LC|GO7016_LC
217330580, 286.2415466, -20.763979, 12.459, GO7078_LC|GO7016_LC
217332180, 286.2425232, -20.7611523, 11.98, GO7030_LC|GO7016_LC|GO7087_LC|GO7028_LC
217354041, 286.1271362, -20.7226753, 11.893, GO7030_LC|GO7016_LC|GO7087_LC|GO7028_LC
217355037, 287.10672, -20.7209625, 10.506, GO7019_LC|GO7016_LC|GO7042_LC|GO7030_LC
217356025, 285.5007629, -20.7191715, 9.927, GO7078_LC|GO7016_LC
217361745, 283.8559875, -20.709198, 11.966, GO7030_LC|GO7016_LC
217364183, 286.0820007, -20.7049656, 11.963, GO7030_LC|GO7016_LC
217406630, 284.113678, -20.6304626, 11.643, GO7030_LC|GO7021_LC|GO7016_LC
217418845, 286.255127, -20.6090908, 11.878, GO7030_LC|GO7016_LC|GO7087_LC
217425874, 283.1138, -20.5968819, 10.319, GO7021_LC|GO7016_LC
217427804, 289.132782, -20.5935783, 11.04, GO7021_LC|GO7016_LC|GO7030_LC
217431693, 285.6617432, -20.5865707, 11.819, GO7030_LC|GO7016_LC
217437213, 285.9190369, -20.5769119, 9.333, GO7061_LC|GO7016_LC|GO7030_LC
217447314, 284.7406921, -20.5594368, 11.773, GO7030_LC|GO7016_LC
217464094, 285.3523865, -20.5294914, 12.479, GO7086_LC|GO7016_LC
217506332, 288.7612915, -20.4555149, 10.608, GO7019_LC|GO7016_LC|GO7042_LC|GO7030_LC
217519153, 290.4455872, -20.4329681, 11.832, GO7030_LC|GO7064_LC|GO7016_LC
217544666, 288.90271, -20.3885384, 11.701, GO7030_LC|GO7021_LC|GO7016_LC|GO7087_LC
217567172, 287.493988, -20.3491077, 10.627, GO7019_LC|GO7016_LC|GO7042_LC
217577904, 288.7330627, -20.3301029, 11.946, GO7030_LC|GO7016_LC|GO7087_LC|GO7028_LC
217589001, 285.3106689, -20.3105183, 11.201, GO7021_LC|GO7016_LC|GO7030_LC
217591479, 285.9877319, -20.3062439, 10.572, GO7021_LC|GO7016_LC|GO7030_LC
217596525, 285.5740662, -20.2972908, 10.47, GO7019_LC|GO7016_LC|GO7042_LC|GO7030_LC
217596777, 285.8328857, -20.2968712, 10.389, GO7086_LC|GO7016_LC|GO7087_LC|GO7030_LC
217597196, 289.777771, -20.2961273, 9.834, GO7078_LC|GO7064_LC|GO7016_LC
217597441, 289.7776489, -20.2956982, 11.425, GO7078_LC|GO7016_LC
217639603, 282.6088562, -20.2222099, 11.818, GO7030_LC|GO7016_LC|GO7087_LC|GO7028_LC
217678776, 282.2107544, -20.1535435, 8.286, GO7019_LC|GO7016_LC|GO7042_LC|GO7030_LC
217684883, 286.076355, -20.1425991, 8.668, GO7019_LC|GO7016_LC|GO7042_LC|GO7030_LC
217724184, 283.0158997, -20.0737858, 9.262, GO7019_LC|GO7016_LC|GO7042_LC
217775538, 283.1237793, -19.9830589, 8.449, GO7019_LC|GO7016_LC|GO7042_LC|GO7030_LC
217786992, 285.5746765, -19.9631557, 11.078, GO7019_LC|GO7016_LC|GO7042_LC|GO7030_LC
217800240, 283.0525818, -19.9400177, 11.783, GO7030_LC|GO7016_LC
217808672, 291.8360291, -19.9250507, 11.841, GO7030_LC|GO7016_LC
217825271, 288.5209656, -19.8961449, 11.807, GO7086_LC|GO7030_LC|GO7016_LC
217896637, 292.0670776, -19.7708893, 12.494, GO7030_LC|GO7016_LC
217954347, 283.2394409, -19.6683712, 9.078, GO7061_LC|GO7016_LC|GO7042_LC|GO7030_LC
217960451, 290.8502197, -19.6575203, 10.236, GO7019_LC|GO7016_LC|GO7042_LC
217960473, 282.6741028, -19.6574783, 10.174, GO7019_LC|GO7016_LC|GO7042_LC|GO7030_LC
218056934, 288.269043, -19.4873257, 8.846, GO7019_LC|GO7016_LC|GO7042_LC|GO7030_LC
218121888, 281.8196106, -19.3724251, 12.043, GO7008_LC|GO7002_LC|GO7060_LC|GO7016_LC
218197771, 288.1837158, -19.2355499, 8.085, GO7039_LC|GO7016_LC|GO7087_LC|GO7030_LC
218233155, 291.5766602, -19.1721859, 11.833, GO7016_LC|GO7024_LC
218376372, 292.684021, -18.9141197, 11.923, GO7030_LC|GO7016_LC
218387697, 293.0684204, -18.893631, 11.25, GO7086_LC|GO7016_LC|GO7087_LC|GO7030_LC
218452853, 288.7088623, -18.7756271, 12.312, GO7030_LC|GO7016_LC
218517801, 283.9545898, -18.6582031, 12.12, GO7030_LC|GO7016_LC|GO7028_LC
218541396, 293.4003906, -18.6155739, 10.001, GO7078_LC|GO7016_LC|GO7030_LC
218574839, 281.6078796, -18.5542126, 11.913, GO7030_LC|GO7016_LC
218638515, 282.5101929, -18.4359455, 8.131, GO7078_LC|GO7016_LC|GO7040_LC
218706313, 281.87677, -18.3084202, 11.944, GO7030_LC|GO7016_LC
218715272, 282.0024719, -18.2914467, 10.89, GO7021_LC|GO7016_LC|GO7030_LC
218715601, 282.0070496, -18.2908287, 11.007, GO7021_LC|GO7078_LC|GO7016_LC
218740932, 287.9787598, -18.2430477, 9.58, GO7021_LC|GO7016_LC|GO7030_LC
218751959, 291.2478027, -18.2221203, 12.13, GO7030_LC|GO7016_LC
218795562, 293.3626099, -18.1393433, 9.746, GO7086_LC|GO7016_LC|GO7087_LC|GO7030_LC
218816882, 286.7819214, -18.098629, 12.413, GO7030_LC|GO7016_LC
218821114, 282.4593506, -18.0905647, 9.201, GO7019_LC|GO7016_LC|GO7042_LC|GO7030_LC
218829266, 282.0148621, -18.0750942, 11.797, GO7030_LC|GO7016_LC
218830841, 282.0131531, -18.0721569, 11.797, GO7030_LC|GO7016_LC
218837285, 288.6373596, -18.0597706, 8.259, GO7039_LC|GO7078_LC|GO7016_LC|GO7030_LC|GO7039_SC
218838325, 288.5334473, -18.0577068, 9.731, GO7086_LC|GO7016_LC|GO7087_LC|GO7056_LC|GO7030_LC
218843875, 288.3482971, -18.0469933, 11.168, GO7078_LC|GO7016_LC
218849581, 288.190918, -18.0361061, 9.215, GO7086_LC|GO7016_LC
218854801, 283.1724243, -18.0260601, 11.941, GO7030_LC|GO7016_LC
218867369, 290.8661804, -18.0018024, 9.466, GO7086_LC|GO7078_LC|GO7016_LC|GO7030_LC
218877542, 283.197876, -17.9831085, 10.338, GO7086_LC|GO7016_LC|GO7087_LC|GO7030_LC
218901862, 282.5188293, -17.9382973, 8.383, GO7019_LC|GO7016_LC|GO7042_LC|GO7030_LC
218910907, 289.4041748, -17.9217567, 8.053, GO7039_LC|GO7016_LC|GO7030_LC|GO7039_SC
218914472, 282.6933289, -17.9151573, 12.33, GO7030_LC|GO7016_LC
218915493, 286.8365784, -17.913269, 12.413, GO7078_LC|GO7016_LC
218933229, 284.8666077, -17.8803902, 8.101, GO7019_LC|GO7016_LC|GO7042_LC|GO7030_LC
218942345, 291.8294373, -17.8634682, 10.303, GO7021_LC|GO7016_LC|GO7030_LC
218964722, 291.889679, -17.8172817, 11.806, GO7030_LC|GO7078_LC|GO7016_LC
218965753, 282.6517029, -17.8151512, 11.799, GO7030_LC|GO7016_LC
218974586, 285.4957275, -17.7962494, 10.868, GO7019_LC|GO7016_LC|GO7042_LC|GO7030_LC
218981778, 285.348175, -17.7812138, 12.496, GO7030_LC|GO7016_LC
218981848, 285.4088745, -17.7810574, 12.468, GO7030_LC|GO7016_LC
218986745, 288.6194458, -17.7706604, 10.383, GO7035_LC|GO7016_LC|GO7087_LC|GO7028_LC|GO7056_LC|GO7030_LC
218987020, 283.4632874, -17.7700367, 11.005, GO7021_LC|GO7016_LC|GO7030_LC
218991256, 286.0362854, -17.7606945, 8.782, GO7019_LC|GO7016_LC|GO7042_LC|GO7030_LC
218998891, 286.8473816, -17.7446136, 12.429, GO7078_LC|GO7016_LC
219006745, 284.9905396, -17.7282448, 11.973, GO7030_LC|GO7016_LC
219018521, 292.3390503, -17.7029438, 10.492, GO7078_LC|GO7016_LC|GO7030_LC
219028210, 283.1879883, -17.6819286, 11.994, GO7030_LC|GO7021_LC|GO7016_LC|GO7087_LC
219029434, 291.8563843, -17.679245, 9.869, GO7078_LC|GO7016_LC
219039523, 289.1697998, -17.6575336, 9.51, GO7086_LC|GO7078_LC|GO7016_LC|GO7087_LC
219039768, 289.1697998, -17.6570015, 9.981, GO7078_LC|GO7016_LC
219048638, 283.7822571, -17.6381149, 11.805, GO7030_LC|GO7016_LC
219050824, 284.8639221, -17.6331844, 11.91, GO7030_LC|GO7016_LC|GO7087_LC
219062123, 289.5111389, -17.6086521, 10.458, GO7021_LC|GO7016_LC|GO7030_LC
219064989, 289.4526367, -17.6023445, 10.291, GO7086_LC|GO7016_LC|GO7087_LC
219065160, 286.296051, -17.6019573, 10.379, GO7021_LC|GO7016_LC|GO7030_LC
219079656, 286.600769, -17.5700703, 11.597, GO7086_LC|GO7030_LC|GO7016_LC|GO7087_LC|GO7028_LC
219112324, 286.5442505, -17.4990177, 10.368, GO7021_LC|GO7016_LC|GO7030_LC
219122150, 288.9140625, -17.477766, 9.798, GO7078_LC|GO7016_LC
219125037, 284.4177551, -17.4713993, 12.259, GO7030_LC|GO7016_LC
219141941, 292.7926331, -17.4343948, 12.071, GO7030_LC|GO7016_LC
219142920, 284.448761, -17.4322414, 12.124, GO7030_LC|GO7016_LC|GO7028_LC
219143082, 287.8168335, -17.4318714, 8.864, GO7078_LC|GO7016_LC|GO7030_LC
219183715, 289.0793457, -17.3420048, 9.547, GO7035_LC|GO7016_LC|GO7030_LC
219185362, 288.8125, -17.3382702, 11.29, GO7086_LC|GO7035_LC|GO7030_LC|GO7016_LC|GO7087_LC|GO7056_LC
219188112, 286.1953125, -17.3320694, 8.652, GO7019_LC|GO7016_LC|GO7042_LC|GO7030_LC
219189236, 284.6643982, -17.3295078, 12.037, GO7030_LC|GO7016_LC|GO7028_LC
219198038, 285.8625183, -17.3100052, 9.046, GO7061_LC|GO7016_LC|GO7030_LC
219198087, 285.8676758, -17.3099003, 12.151, GO7030_LC|GO7016_LC
219202043, 289.5329285, -17.3010464, 10.797, GO7021_LC|GO7016_LC|GO7030_LC
219208969, 289.1873474, -17.2853909, 10.696, GO7035_LC|GO7016_LC|GO7087_LC|GO7028_LC|GO7056_LC|GO7030_LC
219217553, 289.4332886, -17.2660408, 10.189, GO7019_LC|GO7016_LC|GO7042_LC
219234632, 285.1719971, -17.227581, 12.296, GO7030_LC|GO7016_LC
219238231, 289.1530457, -17.2195473, 12.067, GO7086_LC|GO7035_LC|GO7030_LC|GO7016_LC|GO7056_LC
219239754, 289.6561279, -17.2159863, 8.189, GO7035_LC|GO7016_LC|GO7056_LC
219256928, 289.1032715, -17.177103, 12.49, GO7035_LC|GO7030_LC|GO7016_LC|GO7056_LC
219267976, 286.7484131, -17.1516628, 11.309, GO7030_LC|GO7019_LC|GO7016_LC|GO7042_LC
219282297, 284.8222046, -17.119133, 11.04, GO7086_LC|GO7071_LC|GO7016_LC|GO7030_LC
219296218, 288.8024597, -17.0867252, 10.911, GO7035_LC|GO7016_LC|GO7087_LC|GO7056_LC|GO7030_LC
219296766, 289.1468811, -17.0854435, 10.535, GO7035_LC|GO7016_LC|GO7087_LC|GO7056_LC|GO7030_LC
219299875, 289.594574, -17.0782547, 9.044, GO7019_LC|GO7016_LC|GO7042_LC
219310397, 289.2642822, -17.0538273, 8.175, GO7035_LC|GO7016_LC|GO7056_LC
219317665, 289.228241, -17.0369339, 10.424, GO7035_LC|GO7016_LC|GO7087_LC|GO7056_LC|GO7030_LC|GO7035_SC
219328980, 289.6799011, -17.0107613, 11.917, GO7030_LC|GO7016_LC
219331767, 288.8599548, -17.0044155, 10.151, GO7035_LC|GO7016_LC|GO7087_LC|GO7028_LC|GO7056_LC|GO7030_LC
219341906, 289.8905334, -16.9809666, 9.738, GO7035_LC|GO7016_LC|GO7087_LC|GO7056_LC|GO7030_LC|GO7035_SC
219367259, 289.4616394, -16.9213886, 8.232, GO7017_LC|GO7078_LC|GO7016_LC|GO7042_LC
219378499, 289.756958, -16.8949013, 9.274, GO7017_LC|GO7078_LC|GO7016_LC|GO7042_LC
219388192, 289.3918152, -16.8716106, 12.336, GO7035_LC|GO7030_LC|GO7016_LC|GO7056_LC
219390193, 286.3120117, -16.8668365, 8.103, GO7061_LC|GO7016_LC|GO7042_LC|GO7030_LC
219394517, 288.8527222, -16.8562241, 11.273, GO7035_LC|GO7016_LC|GO7087_LC|GO7028_LC|GO7056_LC|GO7030_LC
219403055, 288.7433472, -16.835844, 10.857, GO7086_LC|GO7035_LC|GO7016_LC|GO7056_LC|GO7030_LC
219403368, 288.4507446, -16.8350525, 9.183, GO7086_LC|GO7035_LC|GO7016_LC|GO7056_LC|GO7035_SC
219409830, 288.430603, -16.8197327, 12.163, GO7086_LC|GO7035_LC|GO7030_LC|GO7016_LC|GO7056_LC
219421762, 285.7283325, -16.7914047, 12.407, GO7030_LC|GO7016_LC
219426848, 289.5223694, -16.778862, 12.868, GO7035_LC|GO7016_LC|GO7056_LC
219437560, 288.3425293, -16.7527122, 9.872, GO7086_LC|GO7035_LC|GO7041_LC|GO7016_LC|GO7087_LC|GO7056_LC|GO7030_LC|GO7035_SC
219476447, 288.8290405, -16.6567822, 11.389, GO7086_LC|GO7035_LC|GO7030_LC|GO7016_LC|GO7056_LC
219493488, 289.2700806, -16.6146088, 10.203, GO7035_LC|GO7016_LC|GO7087_LC|GO7056_LC|GO7030_LC|GO7035_SC
219495504, 289.4138184, -16.6096802, 10.115, GO7086_LC|GO7035_LC|GO7016_LC|GO7056_LC|GO7030_LC|GO7035_SC
219499220, 289.5022888, -16.6004734, 10.433, GO7035_LC|GO7016_LC|GO7056_LC|GO7030_LC|GO7035_SC
219503117, 289.2475586, -16.5908756, 12.168, GO7086_LC|GO7035_LC|GO7030_LC|GO7016_LC|GO7056_LC
219503612, 289.1906128, -16.5896358, 9.177, GO7035_LC|GO7016_LC|GO7056_LC
219511589, 289.0819092, -16.5692959, 8.312, GO7035_LC|GO7019_LC|GO7016_LC|GO7042_LC|GO7056_LC|GO7030_LC|GO7035_SC
219515762, 289.3693848, -16.5587006, 9.998, GO7035_LC|GO7016_LC|GO7056_LC|GO7030_LC|GO7035_SC
219518666, 288.9278564, -16.5513744, 11.374, GO7035_LC|GO7030_LC|GO7016_LC|GO7056_LC
219520438, 287.947113, -16.5468388, 10.951, GO7035_LC|GO7078_LC|GO7016_LC|GO7056_LC|GO7030_LC
219535339, 288.0119629, -16.508604, 10.928, GO7078_LC|GO7016_LC
219543512, 289.5481567, -16.4872494, 10.413, GO7035_LC|GO7016_LC|GO7087_LC|GO7056_LC|GO7030_LC|GO7035_SC
219566703, 288.8897705, -16.4269104, 14.42, GO7035_LC|GO7016_LC|GO7056_LC
219581534, 288.9379272, -16.3877602, 11.647, GO7035_LC|GO7030_LC|GO7016_LC|GO7056_LC
219590348, 288.8503723, -16.3644733, 11.598, GO7086_LC|GO7035_LC|GO7030_LC|GO7016_LC|GO7056_LC
219597943, 288.8867798, -16.3441391, 10.13, GO7035_LC|GO7078_LC|GO7016_LC|GO7087_LC|GO7056_LC|GO7030_LC|GO7035_SC
219601739, 288.6173706, -16.3339596, 12.145, GO7035_LC|GO7030_LC|GO7016_LC|GO7056_LC
219602826, 288.8141785, -16.3309994, 10.356, GO7035_LC|GO7016_LC|GO7056_LC|GO7030_LC|GO7035_SC
219604612, 288.4380188, -16.3261013, 13.462, GO7035_LC|GO7016_LC|GO7056_LC
219612205, 288.7287598, -16.3057995, 11.905, GO7032_LC|GO7016_LC
219612216, 288.7286682, -16.3057785, 11.962, GO7035_LC|GO7016_LC
219624547, 289.5407715, -16.2728729, 8.4, GO7035_LC|GO7016_LC|GO7056_LC
219625582, 288.314209, -16.2700825, 10.427, GO7035_LC|GO7016_LC|GO7087_LC|GO7056_LC|GO7030_LC|GO7035_SC
219634222, 289.556366, -16.2471523, 13.61, GO7035_LC|GO7016_LC|GO7056_LC
219661601, 288.421936, -16.1722717, 11.774, GO7086_LC|GO7035_LC|GO7030_LC|GO7016_LC|GO7087_LC|GO7028_LC|GO7056_LC
219665632, 288.7614746, -16.1612644, 10.276, GO7086_LC|GO7035_LC|GO7016_LC|GO7087_LC|GO7056_LC|GO7030_LC|GO7035_SC
219684426, 288.6105042, -16.1094761, 10.307, GO7035_LC|GO7016_LC|GO7087_LC|GO7056_LC|GO7030_LC|GO7035_SC
219688088, 288.8588257, -16.0991859, 7.937, GO7035_LC|GO7016_LC|GO7056_LC
219688645, 288.7505493, -16.0976963, 11.691, GO7086_LC|GO7035_LC|GO7030_LC|GO7016_LC|GO7087_LC|GO7028_LC|GO7056_LC
219690673, 289.0187988, -16.0920238, 10.628, GO7086_LC|GO7035_LC|GO7016_LC|GO7056_LC|GO7030_LC
219697419, 289.3493652, -16.0734329, 7.369, GO7035_LC|GO7016_LC|GO7056_LC
219704882, 289.2971191, -16.0522823, 8.155, GO7035_LC|GO7016_LC|GO7056_LC
219721519, 289.0732117, -16.0049324, 13.067, GO7035_LC|GO7030_LC|GO7016_LC|GO7056_LC
219722212, 288.8392334, -16.0029736, 12.699, GO7035_LC|GO7030_LC|GO7016_LC|GO7056_LC
219722781, 289.1555176, -16.0014076, 13.647, GO7035_LC|GO7016_LC
219731054, 288.756897, -15.9779301, 9.775, GO7021_LC|GO7016_LC|GO7030_LC
219736350, 288.901123, -15.9628057, 10.157, GO7086_LC|GO7035_LC|GO7016_LC|GO7087_LC|GO7056_LC|GO7030_LC|GO7035_SC
219755108, 288.5539246, -15.9081211, 11.923, GO7086_LC|GO7035_LC|GO7030_LC|GO7016_LC|GO7087_LC|GO7056_LC
219757320, 288.5113831, -15.9015923, 8.46, GO7035_LC|GO7016_LC|GO7056_LC
219766926, 288.7885742, -15.8733463, 11.234, GO7086_LC|GO7035_LC|GO7016_LC|GO7042_LC|GO7087_LC|GO7056_LC|GO7030_LC
219774323, 288.874176, -15.8513517, 11.198, GO7035_LC|GO7016_LC|GO7056_LC|GO7030_LC
219785429, 288.6211548, -15.8182402, 10.409, GO7086_LC|GO7035_LC|GO7016_LC|GO7087_LC|GO7028_LC|GO7056_LC|GO7030_LC|GO7035_SC
219800881, 289.0918274, -15.7711077, 12.507, GO7035_LC|GO7030_LC|GO7016_LC|GO7056_LC
219855372, 289.3405457, -15.5997696, 10.968, GO7035_LC|GO7016_LC|GO7087_LC|GO7056_LC|GO7030_LC
