EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
220388469, 11.2022581, 4.4843769, 14.854, GO8056_LC|GO8032_LC|GO8033_LC
220388961, 11.1887808, 4.4939742, 12.227, GO8056_LC|GO8068_LC|GO8032_LC|GO8077_LC|GO8042_LC|GO8033_LC
220389078, 9.607728, 4.4963121, 16.474, GO8056_LC
220389157, 10.9801264, 4.4976859, 15.71, GO8056_LC|GO8031_LC
220389280, 9.2917328, 4.4998941, 15.144, GO8056_LC|GO8032_LC|GO8033_LC
220389374, 16.8663826, 4.5015569, 16.464, GO8056_LC
220389450, 13.9071703, 4.5032358, 14.869, GO8056_LC|GO8031_LC
220389501, 10.1972361, 4.5041571, 15.502, GO8056_LC|GO8031_LC
220389604, 14.2305613, 4.5060768, 14.597, GO8056_LC|GO8032_LC
220390114, 11.1099701, 4.5161972, 16.472, GO8056_LC
220390527, 12.2577496, 4.523818, 14.932, GO8056_LC|GO8032_LC|GO8033_LC
220390910, 17.1852493, 4.5316501, 14.231, GO8056_LC|GO8013_LC|GO8032_LC|GO8059_LC|GO8042_LC
220390962, 12.193553, 4.5328202, 14.107, GO8056_LC|GO8032_LC|GO8042_LC|GO8033_LC
220390967, 17.2138462, 4.5329289, 15.565, GO8056_LC|GO8031_LC
220391408, 10.8878727, 4.5422592, 16.43, GO8056_LC|GO8013_LC
220391737, 17.2092285, 4.548708, 15.571, GO8056_LC|GO8031_LC
220392507, 10.3455915, 4.5647149, 16.225, GO8056_LC
220392515, 15.7533646, 4.5650358, 13.957, GO8056_LC|GO8032_LC|GO8042_LC
220393146, 10.4803247, 4.577085, 16.155, GO8056_LC
220393337, 16.4155331, 4.5812879, 16.266, GO8056_LC
220393877, 14.4012918, 4.5924029, 13.89, GO8056_LC|GO8032_LC|GO8077_LC|GO8042_LC
220393939, 16.7957001, 4.5935268, 16.345, GO8056_LC
220394288, 10.6488323, 4.599524, 15.078, GO8056_LC|GO8032_LC|GO8033_LC
220394397, 8.5395813, 4.6019058, 16.314, GO8056_LC
220395017, 15.5343504, 4.6146331, 15.319, GO8056_LC|GO8031_LC
220396215, 16.6877365, 4.6401129, 15.901, GO8056_LC|GO8031_LC
220396374, 13.6682501, 4.6434398, 16.208, GO8056_LC
220396639, 13.4867153, 4.6486678, 14.291, GO8056_LC|GO8032_LC|GO8059_LC
220396763, 10.1668167, 4.6513, 15.66, GO8056_LC|GO8031_LC
220396971, 10.9944401, 4.6558452, 16.332, GO8056_LC
220397184, 13.523983, 4.660305, 16.058, GO8056_LC
220397535, 8.942832, 4.6670771, 16.312, GO8056_LC
220398184, 14.4724083, 4.6802039, 13.645, GO8056_LC|GO8032_LC|GO8042_LC
220398397, 14.4232597, 4.6841912, 13.685, GO8056_LC|GO8013_LC|GO8032_LC|GO8042_LC
220398462, 9.8436356, 4.685348, 16.001, GO8056_LC|GO8031_LC
220398501, 12.5923367, 4.6859641, 15.715, GO8056_LC
220398546, 9.4792395, 4.686955, 13.348, GO8056_LC|GO8032_LC|GO8042_LC|GO8033_LC
220398916, 15.8866282, 4.6946931, 15.997, GO8056_LC
220399152, 14.4227772, 4.698679, 14.524, GO8056_LC|GO8013_LC|GO8031_LC
220399423, 16.9243031, 4.7041249, 16.202, GO8056_LC
220399472, 8.9995718, 4.7049809, 13.557, GO8056_LC|GO8032_LC|GO8042_LC|GO8033_LC
220399636, 16.9318504, 4.7085772, 16.394, GO8056_LC
220399937, 10.5869064, 4.7150092, 16.38, GO8056_LC
220400067, 22.3385792, 4.7172852, 13.805, GO8056_LC|GO8032_LC|GO8042_LC
220400139, 17.5841637, 4.718277, 15.186, GO8056_LC
220400294, 17.5627899, 4.7209001, 16.206, GO8056_LC
220400383, 17.0072155, 4.7226291, 16.111, GO8056_LC
220400457, 17.26898, 4.7240791, 14.402, GO8056_LC|GO8032_LC|GO8042_LC
220400821, 15.2366486, 4.73105, 15.935, GO8056_LC|GO8031_LC
220400848, 16.0615711, 4.7314868, 16.246, GO8056_LC
220401279, 15.4071054, 4.7406669, 15.814, GO8056_LC|GO8031_LC
220401585, 17.4675217, 4.7465439, 15.825, GO8056_LC|GO8059_LC|GO8031_LC
220402259, 9.8482122, 4.759995, 14.775, GO8056_LC|GO8032_LC|GO8033_LC
220402311, 15.2772636, 4.761044, 16.442, GO8056_LC
220402366, 9.1941776, 4.7620349, 14.869, GO8056_LC|GO8031_LC
220402747, 12.4223919, 4.7691002, 14.518, GO8056_LC|GO8031_LC
220403497, 9.6755962, 4.7842541, 14.182, GO8056_LC|GO8032_LC|GO8042_LC|GO8033_LC
220403782, 9.6729469, 4.79039, 15.221, GO8056_LC|GO8032_LC|GO8033_LC
220403887, 15.3524227, 4.792171, 15.604, GO8056_LC|GO8031_LC
220404032, 15.3863659, 4.7949018, 15.154, GO8056_LC|GO8031_LC
220405210, 14.0806484, 4.8194561, 16.004, GO8056_LC
220405297, 12.2075529, 4.8209519, 14.231, GO8056_LC|GO8032_LC|GO8042_LC|GO8033_LC
220405707, 22.4545231, 4.829072, 16.214, GO8056_LC
220406450, 12.8793058, 4.843441, 14.95, GO8056_LC|GO8031_LC
220406778, 14.1217461, 4.8497181, 15.921, GO8056_LC
220407165, 10.8790998, 4.856864, 16.214, GO8056_LC
220407291, 10.9294796, 4.858964, 16.058, GO8056_LC
220407464, 10.3000088, 4.8619428, 16.401, GO8056_LC
220408034, 15.1830473, 4.8723941, 15.968, GO8056_LC|GO8031_LC
220408725, 17.4503174, 4.8852372, 15.466, GO8056_LC|GO8031_LC
220408893, 12.6920471, 4.888361, 16.083, GO8056_LC
220408965, 10.9040833, 4.8897099, 13.737, GO8056_LC|GO8032_LC|GO8042_LC|GO8033_LC
220410485, 17.035408, 4.919661, 15.101, GO8056_LC
220410876, 15.2619743, 4.9281921, 13.922, GO8056_LC|GO8042_LC
220411801, 10.7395477, 4.9464059, 16.377, GO8056_LC
220412019, 16.9134731, 4.9508238, 15.211, GO8056_LC|GO8031_LC
220412066, 14.1048422, 4.9516931, 14.953, GO8056_LC|GO8031_LC
220412370, 17.6146469, 4.957778, 16.306, GO8056_LC
220412416, 16.2771664, 4.958559, 11.875, GO8056_LC|GO8068_LC|GO8032_LC|GO8042_LC|GO8008_LC
220412863, 12.6783428, 4.9659848, 16.291, GO8056_LC
220413077, 16.2980042, 4.9705448, 15.242, GO8056_LC
220413350, 9.6257458, 4.9761219, 13.811, GO8056_LC|GO8032_LC|GO8077_LC|GO8042_LC|GO8033_LC
220414173, 10.4798002, 4.9921498, 14.512, GO8056_LC|GO8032_LC|GO8033_LC
220414374, 12.3581667, 4.9961801, 16.039, GO8056_LC
220414619, 22.1945915, 5.0009799, 15.065, GO8056_LC|GO8031_LC
220414623, 16.4478931, 5.0011172, 16.324, GO8056_LC
220414662, 16.4474144, 5.001905, 15.068, GO8056_LC|GO8031_LC
220415664, 14.2517595, 5.021831, 15.656, GO8056_LC|GO8032_LC|GO8033_LC
220415797, 10.0452185, 5.0241151, 15.125, GO8056_LC
220415857, 22.7980099, 5.0252428, 16.143, GO8056_LC
220416145, 12.2100286, 5.030848, 15.976, GO8056_LC|GO8031_LC
220416739, 22.1706905, 5.0423999, 16.432, GO8056_LC
220417389, 16.8108902, 5.054451, 16.432, GO8056_LC
220417747, 12.4527397, 5.0611768, 15.529, GO8056_LC|GO8031_LC
220418291, 22.486166, 5.072073, 16.345, GO8056_LC
220418482, 11.8729982, 5.0753412, 16.454, GO8056_LC
220418690, 10.0196333, 5.0793419, 14.418, GO8056_LC|GO8013_LC|GO8032_LC|GO8059_LC|GO8033_LC
220418807, 12.5344114, 5.081562, 14.124, GO8056_LC|GO8032_LC|GO8033_LC
220419069, 15.3516922, 5.0867128, 13.804, GO8056_LC|GO8032_LC|GO8042_LC
220419269, 10.5750103, 5.0907731, 14.763, GO8056_LC|GO8032_LC|GO8033_LC
220419310, 13.1685066, 5.091538, 15.22, GO8056_LC|GO8031_LC
220419594, 17.4981384, 5.0970201, 14.962, GO8056_LC|GO8032_LC
220420121, 9.4551001, 5.106811, 16.345, GO8056_LC
220420398, 10.2729893, 5.112463, 16.307, GO8056_LC
220421815, 17.7883053, 5.1390619, 16.313, GO8056_LC
220422331, 9.5639076, 5.1492648, 14.388, GO8056_LC|GO8032_LC|GO8042_LC|GO8033_LC
220423100, 16.4694824, 5.1640201, 16.312, GO8056_LC
220423603, 9.945446, 5.1742272, 13.167, GO8056_LC|GO8042_LC|GO8031_LC
220423844, 23.1818314, 5.1787581, 16.04, GO8056_LC
220424246, 12.4116821, 5.1867929, 13.766, GO8056_LC|GO8032_LC|GO8077_LC|GO8042_LC|GO8033_LC
220424486, 17.4405594, 5.1919522, 15.689, GO8056_LC|GO8031_LC
220424585, 13.386507, 5.1934338, 13.424, GO8056_LC|GO8032_LC|GO8042_LC|GO8033_LC
220424619, 13.2878971, 5.1941018, 14.115, GO8056_LC|GO8042_LC
220425061, 13.4001722, 5.2021599, 16.413, GO8056_LC
220425113, 10.2389717, 5.2030091, 15.746, GO8056_LC|GO8031_LC
220425569, 22.223505, 5.2116661, 13.386, GO8056_LC|GO8032_LC|GO8077_LC|GO8042_LC
220425657, 22.0272808, 5.2132502, 15.014, GO8056_LC|GO8032_LC
220425886, 16.9615879, 5.2173939, 16.408, GO8056_LC
220427863, 12.7204533, 5.2545409, 15.582, GO8056_LC|GO8031_LC
220428023, 12.0653687, 5.2574878, 15.0, GO8056_LC|GO8031_LC
220428533, 11.6247997, 5.2672782, 13.83, GO8056_LC|GO8032_LC|GO8042_LC|GO8033_LC
220428555, 12.4638147, 5.267807, 14.446, GO8056_LC|GO8032_LC|GO8042_LC|GO8033_LC
220428885, 16.2535591, 5.2741618, 13.861, GO8056_LC|GO8032_LC|GO8042_LC
220429202, 10.3257103, 5.2803841, 16.489, GO8056_LC
220429607, 10.2252007, 5.288456, 15.077, GO8056_LC
220430052, 17.1626091, 5.2971902, 15.244, GO8056_LC|GO8031_LC
220430081, 17.0866146, 5.2978249, 15.979, GO8056_LC
220430520, 15.5327301, 5.3071909, 15.054, GO8056_LC|GO8031_LC
220431002, 9.6874771, 5.3167701, 15.908, GO8056_LC
220431281, 16.7522392, 5.322341, 15.088, GO8056_LC|GO8032_LC
220432293, 11.7119102, 5.342783, 16.463, GO8056_LC
220432496, 11.9970818, 5.3469162, 16.201, GO8056_LC
220433161, 22.7188168, 5.358964, 14.639, GO8056_LC|GO8032_LC
220433553, 15.9205246, 5.3664188, 14.335, GO8056_LC|GO8042_LC
220433589, 22.4549923, 5.3670802, 14.924, GO8056_LC|GO8031_LC
220433642, 16.0578575, 5.3680611, 13.811, GO8056_LC|GO8032_LC|GO8042_LC
220433987, 15.5315495, 5.3745732, 14.031, GO8056_LC|GO8032_LC|GO8042_LC
220434344, 15.0468912, 5.3810949, 15.686, GO8056_LC|GO8013_LC|GO8031_LC
220434847, 16.3059521, 5.3905239, 16.362, GO8056_LC
220435083, 11.5065422, 5.3953199, 14.901, GO8056_LC|GO8031_LC
220435255, 18.602911, 5.3984909, 16.288, GO8056_LC
220435443, 14.9096384, 5.4020329, 16.425, GO8056_LC
220436273, 22.6724281, 5.4178329, 13.566, GO8056_LC|GO8032_LC|GO8042_LC
220436295, 17.3839798, 5.4181771, 16.338, GO8056_LC
220436351, 22.8751659, 5.4193192, 15.852, GO8056_LC|GO8031_LC
220436500, 9.6892147, 5.422627, 14.986, GO8056_LC|GO8031_LC
220436652, 17.6391582, 5.42556, 16.318, GO8056_LC
220436839, 12.0603418, 5.429142, 16.109, GO8056_LC
220437182, 22.0425568, 5.4354062, 14.359, GO8056_LC|GO8031_LC
220437266, 22.8730869, 5.4372892, 15.819, GO8056_LC
220437311, 10.4828396, 5.4380898, 15.354, GO8056_LC|GO8032_LC|GO8033_LC
220437510, 11.2856035, 5.4418459, 16.277, GO8056_LC
220438136, 18.3447876, 5.4531422, 15.341, GO8056_LC|GO8031_LC
220438269, 10.2437048, 5.4554038, 14.81, GO8056_LC|GO8042_LC
220438629, 12.8558311, 5.4627719, 15.429, GO8056_LC|GO8031_LC
220438985, 11.5712891, 5.4697399, 14.655, GO8056_LC|GO8031_LC
220439038, 11.9204187, 5.4708052, 15.27, GO8056_LC|GO8031_LC
220439962, 11.3769588, 5.4889712, 15.561, GO8056_LC|GO8032_LC|GO8033_LC
220440058, 15.725172, 5.4905128, 16.266, GO8056_LC
220440102, 14.796505, 5.4912019, 16.494, GO8056_LC
220440161, 17.303257, 5.492311, 15.289, GO8056_LC|GO8032_LC
220440283, 16.9888992, 5.4947548, 15.819, GO8056_LC|GO8031_LC
220440385, 17.0147953, 5.4965792, 15.721, GO8056_LC|GO8031_LC
220440684, 9.7695093, 5.5021291, 16.467, GO8056_LC
220440725, 15.8988914, 5.502985, 15.754, GO8056_LC
220440884, 18.4020176, 5.5061049, 16.064, GO8056_LC
220440891, 16.0919666, 5.5062242, 16.171, GO8056_LC
220441436, 11.7367134, 5.516818, 14.388, GO8056_LC|GO8031_LC
220441449, 11.7325802, 5.5170932, 15.496, GO8056_LC|GO8031_LC
220441585, 22.5891914, 5.519402, 15.504, GO8056_LC|GO8031_LC
220441587, 23.008606, 5.5194392, 15.677, GO8056_LC|GO8032_LC
220441650, 22.7630196, 5.5206838, 14.861, GO8056_LC|GO8032_LC
220441862, 13.8221903, 5.524653, 15.552, GO8056_LC|GO8032_LC|GO8033_LC
220441922, 22.2924118, 5.5256858, 14.76, GO8056_LC|GO8032_LC
220442189, 23.2869511, 5.530406, 14.175, GO8056_LC|GO8042_LC
220442368, 23.2837009, 5.533689, 14.961, GO8056_LC|GO8031_LC
220442637, 15.2062225, 5.5381322, 12.871, GO8056_LC|GO8068_LC|GO8032_LC|GO8042_LC|GO8033_LC
220442932, 12.6605568, 5.543766, 14.814, GO8056_LC|GO8031_LC
220443340, 16.9729061, 5.5510821, 15.686, GO8056_LC|GO8031_LC
220443511, 17.2823162, 5.5540342, 15.685, GO8056_LC|GO8032_LC
220443541, 11.9775686, 5.554544, 15.491, GO8056_LC|GO8031_LC
220443657, 11.7136898, 5.5566812, 15.461, GO8056_LC|GO8013_LC|GO8032_LC|GO8031_LC|GO8033_LC
220443770, 11.7133751, 5.5588069, 15.801, GO8056_LC|GO8013_LC|GO8031_LC
220444214, 11.7287922, 5.5680671, 15.633, GO8056_LC|GO8031_LC
220444401, 18.5363655, 5.5719261, 15.626, GO8056_LC|GO8031_LC
220444564, 12.8278103, 5.5749898, 14.72, GO8056_LC|GO8031_LC
220444792, 21.9731045, 5.5793881, 15.714, GO8056_LC|GO8032_LC
220445183, 11.7752867, 5.5865531, 14.665, GO8056_LC|GO8031_LC
220445339, 17.3311977, 5.5897298, 14.551, GO8056_LC|GO8031_LC
220445770, 15.5730181, 5.5980859, 16.396, GO8056_LC
220445902, 11.4940758, 5.6005869, 16.055, GO8056_LC
220446095, 22.1274567, 5.6045399, 14.633, GO8056_LC|GO8032_LC
220446151, 11.1789913, 5.605516, 14.877, GO8056_LC|GO8032_LC|GO8031_LC|GO8033_LC
220446321, 16.2307568, 5.6087928, 16.139, GO8056_LC
220446380, 12.8253279, 5.609879, 16.406, GO8056_LC
220446907, 23.8532391, 5.6201839, 16.397, GO8056_LC
220447310, 13.783102, 5.628089, 16.128, GO8056_LC
220448630, 13.5020027, 5.6539369, 16.187, GO8056_LC
220448644, 17.0310383, 5.6541581, 16.205, GO8056_LC
220448792, 15.4995966, 5.6568909, 15.071, GO8056_LC|GO8031_LC
220448813, 17.0279274, 5.6572018, 16.152, GO8056_LC
220448992, 13.6897516, 5.6613069, 15.294, GO8056_LC|GO8031_LC
220449126, 23.1887016, 5.663353, 16.002, GO8056_LC
220449394, 11.9419355, 5.6693239, 15.026, GO8056_LC|GO8032_LC|GO8033_LC
220449506, 16.4656906, 5.6720829, 15.103, GO8056_LC|GO8031_LC
220449645, 13.8856936, 5.6747532, 14.037, GO8056_LC|GO8042_LC
220450494, 22.0418243, 5.6925049, 15.241, GO8056_LC|GO8032_LC
220450522, 11.8971519, 5.6929631, 15.928, GO8056_LC|GO8031_LC
220450888, 11.5669518, 5.6998339, 16.137, GO8056_LC
220451682, 12.1559858, 5.7159491, 15.312, GO8056_LC|GO8031_LC
220451786, 23.1675549, 5.7178569, 15.842, GO8056_LC|GO8031_LC
220451880, 11.6767225, 5.719965, 14.277, GO8056_LC|GO8032_LC|GO8033_LC
220452306, 13.255208, 5.7284331, 14.583, GO8056_LC
220452944, 18.3244038, 5.7405729, 15.267, GO8056_LC|GO8031_LC
220453068, 15.8984194, 5.7431059, 15.665, GO8056_LC|GO8032_LC|GO8033_LC
220453332, 24.0526543, 5.7489848, 16.024, GO8056_LC|GO8042_LC
220453627, 12.8477774, 5.755271, 15.43, GO8056_LC|GO8031_LC
220453949, 16.8590488, 5.7614579, 15.258, GO8056_LC|GO8031_LC
220454026, 16.4345303, 5.763093, 15.926, GO8056_LC|GO8031_LC
220454051, 11.1606359, 5.7635489, 14.088, GO8056_LC|GO8032_LC|GO8042_LC|GO8033_LC
220454724, 23.4986229, 5.776217, 14.805, GO8056_LC|GO8032_LC|GO8042_LC
220454749, 18.3570881, 5.7768221, 15.073, GO8056_LC|GO8031_LC
220454910, 23.3905373, 5.7801008, 15.873, GO8056_LC
220455037, 18.4260063, 5.7828622, 16.122, GO8056_LC
220455079, 16.4332161, 5.7838349, 15.887, GO8056_LC|GO8031_LC
220455241, 15.3679724, 5.787262, 16.481, GO8056_LC
220455874, 16.1178837, 5.7997799, 14.923, GO8056_LC
220456382, 15.4427176, 5.8098712, 14.655, GO8056_LC|GO8032_LC|GO8042_LC|GO8033_LC
220456421, 22.2112541, 5.8105388, 14.794, GO8056_LC|GO8032_LC
220456507, 12.2516727, 5.8124399, 16.34, GO8056_LC
220456518, 13.5015554, 5.8126121, 15.54, GO8056_LC|GO8031_LC
220456695, 21.6023254, 5.8158102, 16.211, GO8056_LC
220456705, 16.8773594, 5.816011, 13.901, GO8056_LC|GO8032_LC|GO8042_LC
220457013, 11.4697218, 5.8222499, 16.029, GO8056_LC|GO8013_LC
220457122, 21.8107281, 5.8245292, 14.409, GO8056_LC|GO8031_LC
220457186, 11.4665432, 5.8257289, 13.431, GO8056_LC|GO8013_LC|GO8032_LC|GO8077_LC|GO8059_LC|GO8042_LC|GO8033_LC
220458074, 13.1897707, 5.8429241, 16.275, GO8056_LC
220458108, 23.6464062, 5.843698, 16.202, GO8056_LC
220458113, 16.0204525, 5.8437858, 16.491, GO8056_LC
220458132, 16.6191578, 5.8441191, 15.374, GO8056_LC|GO8031_LC
220458270, 11.9906282, 5.8468509, 15.802, GO8056_LC|GO8032_LC|GO8033_LC
220458280, 11.3753595, 5.846971, 15.982, GO8056_LC|GO8031_LC
220458317, 13.5664368, 5.8476849, 15.932, GO8056_LC
220458481, 16.6616249, 5.8511081, 15.488, GO8056_LC|GO8031_LC
220458551, 12.9408216, 5.8526411, 16.463, GO8056_LC
220458827, 23.065958, 5.8581691, 14.886, GO8056_LC|GO8032_LC
220459171, 13.4565105, 5.8647261, 13.674, GO8056_LC|GO8032_LC|GO8077_LC|GO8042_LC|GO8033_LC
220459260, 23.6498966, 5.8666439, 14.195, GO8056_LC|GO8042_LC|GO8031_LC
220459298, 23.3285141, 5.8676772, 15.474, GO8056_LC
220459305, 23.9087505, 5.8679609, 14.854, GO8056_LC|GO8032_LC
220459346, 18.1946163, 5.8689399, 15.538, GO8056_LC|GO8031_LC
220459451, 15.196806, 5.8709698, 15.46, GO8056_LC|GO8031_LC
220459547, 12.6787281, 5.8726668, 14.689, GO8056_LC|GO8032_LC|GO8042_LC|GO8033_LC
220459694, 11.9503775, 5.8756452, 16.482, GO8056_LC
220460789, 11.5917158, 5.8976498, 15.869, GO8056_LC
220460890, 15.9703827, 5.8994479, 14.668, GO8056_LC|GO8032_LC|GO8033_LC
220461185, 16.5303059, 5.9052382, 15.14, GO8056_LC|GO8031_LC
220461464, 15.3713675, 5.9109392, 15.415, GO8056_LC|GO8031_LC
220461740, 13.7100344, 5.9169478, 14.49, GO8056_LC|GO8031_LC
220462015, 18.6231441, 5.9223561, 15.462, GO8056_LC
220462672, 18.7482548, 5.9361682, 15.89, GO8056_LC|GO8013_LC|GO8031_LC
220463354, 13.3683939, 5.9513912, 15.982, GO8056_LC
220463463, 13.6774082, 5.953536, 15.575, GO8056_LC|GO8032_LC|GO8033_LC
220464069, 13.5335226, 5.9661088, 15.298, GO8056_LC|GO8032_LC|GO8033_LC
220464081, 21.8165932, 5.9662981, 16.304, GO8056_LC
220464101, 12.6344242, 5.9668269, 15.323, GO8056_LC|GO8032_LC|GO8033_LC
220464640, 16.4386997, 5.9789701, 16.065, GO8056_LC
220464699, 16.3153095, 5.9801979, 15.001, GO8056_LC|GO8031_LC
220465791, 12.1225052, 6.0017748, 16.351, GO8056_LC
220465837, 11.836688, 6.0027008, 15.706, GO8056_LC|GO8031_LC
220466445, 11.8744602, 6.0145078, 16.229, GO8056_LC
220466456, 21.73456, 6.0147009, 14.964, GO8056_LC|GO8032_LC
220466470, 12.7404547, 6.0148702, 15.443, GO8056_LC|GO8031_LC
220467299, 13.1772404, 6.0313549, 15.132, GO8056_LC|GO8031_LC
220467322, 11.9519854, 6.0319028, 11.051, GO8056_LC|GO8042_LC|GO8008_LC
220467420, 16.5438595, 6.0335279, 16.218, GO8056_LC
220467870, 11.3969326, 6.0429502, 15.96, GO8056_LC
220467932, 16.2528992, 6.0442109, 16.207, GO8056_LC
220468016, 22.1276646, 6.045958, 15.431, GO8056_LC|GO8032_LC
220468716, 18.8082275, 6.0609469, 15.491, GO8056_LC|GO8031_LC
220469123, 12.7681446, 6.0690379, 15.976, GO8056_LC|GO8031_LC
220469301, 18.4069862, 6.0731721, 15.888, GO8056_LC
220469379, 15.6687346, 6.0746002, 15.127, GO8056_LC|GO8032_LC|GO8033_LC
220469467, 18.8906956, 6.0766501, 16.207, GO8056_LC
220469534, 12.5502653, 6.0779858, 15.381, GO8056_LC|GO8032_LC|GO8033_LC
220469919, 18.1456795, 6.0862932, 14.12, GO8056_LC|GO8032_LC|GO8042_LC
220470286, 12.8232079, 6.094449, 15.881, GO8056_LC|GO8031_LC
220471142, 18.0617466, 6.1120248, 16.386, GO8056_LC
220471237, 22.3163891, 6.1141272, 16.217, GO8056_LC
220471616, 11.3208942, 6.1227212, 16.039, GO8056_LC
220471795, 19.311348, 6.1266208, 14.519, GO8056_LC|GO8032_LC|GO8042_LC
220471939, 22.5754414, 6.1296911, 15.101, GO8056_LC|GO8031_LC
220472344, 18.3798428, 6.138926, 15.071, GO8056_LC|GO8031_LC
220472590, 22.0837479, 6.143909, 15.776, GO8056_LC|GO8032_LC
220473308, 17.8373032, 6.1591439, 15.969, GO8056_LC
220473492, 11.2111998, 6.1636381, 15.985, GO8056_LC|GO8031_LC
220473531, 22.4621906, 6.1646352, 15.826, GO8056_LC
220473544, 18.0171547, 6.1648188, 15.486, GO8056_LC|GO8031_LC
220473660, 12.5389318, 6.167171, 16.462, GO8056_LC
220474015, 18.0440655, 6.1752138, 16.23, GO8056_LC
220474093, 21.5777874, 6.1771178, 16.263, GO8056_LC
220474806, 14.7096624, 6.1933279, 15.27, GO8056_LC|GO8031_LC
220475088, 13.365922, 6.1999149, 14.937, GO8056_LC|GO8031_LC
220475592, 17.1366596, 6.2109218, 11.953, GO8056_LC|GO8068_LC|GO8042_LC|GO8008_LC
220476448, 22.3327274, 6.2305012, 15.117, GO8056_LC|GO8032_LC
220477553, 22.4498901, 6.2573428, 15.007, GO8056_LC|GO8032_LC
220478015, 16.4033852, 6.268455, 14.98, GO8056_LC|GO8031_LC
220478431, 19.5614128, 6.2785769, 15.926, GO8056_LC|GO8031_LC
220478532, 14.6481342, 6.280983, 14.977, GO8056_LC|GO8031_LC
220478888, 18.1436443, 6.2884521, 16.446, GO8056_LC
220479208, 11.4120569, 6.2952499, 16.375, GO8056_LC
220479244, 22.0919704, 6.2960739, 16.007, GO8056_LC
220479338, 23.1166496, 6.2981238, 13.825, GO8056_LC|GO8042_LC
220479532, 18.4406853, 6.302671, 16.1, GO8056_LC
220479880, 11.3391132, 6.3116102, 15.314, GO8056_LC
220480048, 22.8871746, 6.3153892, 16.489, GO8056_LC
220480333, 21.2832222, 6.3219662, 13.275, GO8056_LC|GO8032_LC|GO8077_LC|GO8042_LC
220480498, 16.3385277, 6.3259678, 15.192, GO8056_LC|GO8031_LC
220480564, 18.6628933, 6.3273721, 16.449, GO8056_LC
220480645, 17.0074024, 6.3290181, 16.455, GO8056_LC
220480849, 23.1721668, 6.3340168, 15.039, GO8056_LC|GO8032_LC
220481368, 12.2814894, 6.3459859, 15.048, GO8056_LC|GO8042_LC
220481779, 18.3939285, 6.3557129, 15.092, GO8056_LC|GO8031_LC
220482664, 14.4078588, 6.3768368, 16.382, GO8056_LC
220482786, 22.4976635, 6.3797941, 15.026, GO8056_LC
220482805, 22.4263535, 6.380322, 15.852, GO8056_LC|GO8031_LC
220482955, 22.2496243, 6.3831811, 13.798, GO8056_LC|GO8032_LC|GO8042_LC
220483619, 16.598238, 6.398036, 16.42, GO8056_LC
220483667, 12.6555529, 6.3988528, 16.371, GO8056_LC
220483822, 11.2382193, 6.402266, 14.28, GO8056_LC|GO8032_LC|GO8042_LC
220484383, 18.5093956, 6.4151521, 15.228, GO8056_LC|GO8032_LC
220484741, 16.4771442, 6.4233131, 15.838, GO8056_LC
220484810, 12.8182831, 6.4251881, 16.459, GO8056_LC
220484898, 13.1814117, 6.4271479, 14.846, GO8056_LC|GO8031_LC
220484902, 14.3395987, 6.4271932, 14.415, GO8056_LC|GO8031_LC
220485590, 22.3171577, 6.441927, 12.788, GO8056_LC|GO8068_LC|GO8032_LC|GO8042_LC
220485890, 12.3972759, 6.4482198, 15.781, GO8056_LC
220485954, 12.2710848, 6.449719, 16.274, GO8056_LC
220486056, 16.1936569, 6.4519682, 16.428, GO8056_LC
220486331, 16.9595947, 6.4579029, 16.343, GO8056_LC
220486347, 21.1932983, 6.4581008, 16.455, GO8056_LC
220486675, 16.3290462, 6.4647141, 14.604, GO8056_LC|GO8031_LC
220487112, 19.5564842, 6.4748521, 14.195, GO8056_LC|GO8032_LC|GO8042_LC
220487183, 22.0706959, 6.4764981, 15.854, GO8056_LC|GO8031_LC
220487629, 12.0303802, 6.486515, 15.529, GO8056_LC|GO8031_LC
220487842, 21.3945408, 6.4915571, 16.325, GO8056_LC
220487944, 18.6022491, 6.4936771, 16.275, GO8056_LC
220488324, 21.640831, 6.5023379, 15.834, GO8056_LC|GO8031_LC
220488830, 13.1427937, 6.5124259, 15.188, GO8056_LC|GO8031_LC
220489078, 13.0749416, 6.5182748, 15.962, GO8056_LC
220489308, 12.2655153, 6.5233321, 16.421, GO8056_LC
220489313, 16.5556526, 6.5234938, 15.941, GO8056_LC|GO8031_LC
220490056, 22.9894943, 6.5401859, 15.432, GO8056_LC|GO8031_LC
220490528, 16.2905712, 6.5505972, 14.713, GO8056_LC
220490677, 19.6314621, 6.5538659, 15.308, GO8056_LC|GO8031_LC
220490814, 12.8371811, 6.5570312, 15.421, GO8056_LC|GO8031_LC
220491044, 11.2290983, 6.56177, 14.51, GO8056_LC|GO8031_LC
220491261, 23.6592789, 6.5667729, 16.001, GO8056_LC
220491377, 17.9521751, 6.5687928, 16.409, GO8056_LC
220491433, 18.5191689, 6.5698152, 16.257, GO8056_LC|GO8013_LC
220491605, 19.6478996, 6.5737939, 14.412, GO8056_LC|GO8032_LC|GO8042_LC
220492046, 21.7886715, 6.5832582, 16.188, GO8056_LC
220492292, 16.1918945, 6.5886922, 16.462, GO8056_LC
220492413, 22.7045135, 6.5914979, 15.996, GO8056_LC|GO8031_LC
