EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
220291026, 17.5233459, 2.4455011, 16.133, GO8056_LC
220291222, 12.258997, 2.4496009, 15.247, GO8056_LC|GO8031_LC
220291397, 11.4030199, 2.4533391, 15.293, GO8056_LC|GO8031_LC
220291852, 10.536808, 2.4629569, 16.075, GO8056_LC
220291915, 13.9453526, 2.464591, 14.959, GO8056_LC|GO8031_LC
220291992, 11.3723145, 2.4661169, 16.283, GO8056_LC
220292245, 21.2890358, 2.4709661, 15.589, GO8056_LC|GO8031_LC
220292379, 15.5271587, 2.47367, 13.195, GO8056_LC|GO8032_LC|GO8042_LC
220292905, 21.7268696, 2.4839959, 16.267, GO8056_LC
220293317, 23.1949482, 2.493099, 14.36, GO8056_LC|GO8032_LC|GO8042_LC
220293689, 11.763113, 2.501065, 15.312, GO8056_LC|GO8031_LC
220294073, 16.8232536, 2.5091751, 16.276, GO8056_LC
220294102, 17.0485477, 2.5098341, 13.241, GO8056_LC|GO8032_LC|GO8042_LC
220294452, 21.7608852, 2.5165401, 16.363, GO8056_LC
220295011, 18.8687706, 2.5280321, 16.285, GO8056_LC
220295126, 13.4377222, 2.5301909, 16.433, GO8056_LC
220295174, 14.5963526, 2.531168, 15.192, GO8056_LC
220295287, 20.7840157, 2.5334201, 15.53, GO8056_LC|GO8032_LC
220295539, 10.6872673, 2.5383971, 15.507, GO8056_LC|GO8031_LC
220296250, 20.7497997, 2.5521269, 16.112, GO8056_LC
220296474, 21.6393166, 2.5561881, 16.344, GO8056_LC
220297098, 11.4802742, 2.568526, 16.17, GO8056_LC
220297171, 11.7285843, 2.5702231, 16.267, GO8056_LC
220297811, 10.9975872, 2.5824649, 15.638, GO8056_LC|GO8031_LC
220297914, 13.4221306, 2.5845339, 16.054, GO8056_LC
220298055, 14.0480871, 2.587847, 14.515, GO8056_LC|GO8032_LC
220298113, 13.8299446, 2.589309, 14.328, GO8056_LC|GO8031_LC
220298262, 14.5832233, 2.5925009, 16.037, GO8056_LC
220298343, 21.3737431, 2.5943069, 15.505, GO8056_LC
220298656, 17.0576572, 2.601367, 14.387, GO8056_LC|GO8032_LC|GO8042_LC
220298669, 22.9413128, 2.6016979, 16.111, GO8056_LC
220298715, 19.0520611, 2.602689, 15.14, GO8056_LC|GO8031_LC
220298729, 12.536582, 2.602998, 14.622, GO8056_LC|GO8032_LC
220299065, 22.6796303, 2.6102591, 14.049, GO8056_LC|GO8021_LC|GO8042_LC|GO8031_LC
220299306, 22.6906757, 2.6152329, 15.337, GO8056_LC|GO8032_LC
220299618, 16.9973068, 2.62147, 16.165, GO8056_LC
220299789, 21.4611092, 2.6249721, 15.19, GO8056_LC
220299924, 16.9683971, 2.627938, 16.294, GO8056_LC
220300099, 17.0697823, 2.631813, 15.542, GO8056_LC|GO8031_LC
220300105, 9.8829079, 2.6319849, 14.668, GO8056_LC|GO8032_LC|GO8042_LC
220300127, 17.7734413, 2.632587, 16.359, GO8056_LC
220300449, 10.7873077, 2.6395559, 15.654, GO8056_LC|GO8031_LC
220300450, 21.2182255, 2.639569, 13.507, GO8056_LC|GO8032_LC|GO8077_LC|GO8042_LC
220300964, 15.8257532, 2.6507151, 15.327, GO8056_LC|GO8032_LC
220301330, 12.1960964, 2.658597, 14.138, GO8056_LC|GO8042_LC
220301344, 22.8388672, 2.658813, 16.488, GO8056_LC
220301746, 23.1330585, 2.6686339, 16.315, GO8056_LC
220301768, 10.985321, 2.6690021, 15.077, GO8056_LC|GO8013_LC|GO8032_LC
220301838, 17.4272003, 2.670486, 14.955, GO8056_LC|GO8032_LC
220302007, 20.8058968, 2.674082, 15.151, GO8056_LC|GO8032_LC
220302081, 18.5461102, 2.6760731, 14.083, GO8056_LC|GO8032_LC|GO8042_LC
220302396, 18.2204361, 2.6825781, 16.475, GO8056_LC
220302471, 19.1865082, 2.684298, 15.909, GO8056_LC|GO8031_LC
220302516, 14.4379482, 2.6852839, 15.17, GO8056_LC|GO8032_LC
220302933, 18.9685764, 2.6952679, 13.946, GO8056_LC|GO8032_LC|GO8042_LC
220303168, 20.6498299, 2.700402, 14.854, GO8056_LC|GO8032_LC
220303197, 18.0779114, 2.700979, 15.635, GO8056_LC|GO8031_LC
220303546, 21.9234581, 2.7094259, 15.43, GO8056_LC|GO8031_LC
220303627, 22.2989655, 2.711288, 14.934, GO8056_LC|GO8031_LC
220303644, 17.9102268, 2.7115819, 15.201, GO8056_LC|GO8031_LC
220303849, 11.0393829, 2.7163551, 15.309, GO8056_LC
220304665, 12.4644632, 2.73527, 15.601, GO8056_LC|GO8031_LC
220304985, 22.0259933, 2.742171, 13.963, GO8056_LC|GO8032_LC|GO8042_LC
220305042, 11.2216997, 2.7435961, 15.026, GO8056_LC|GO8032_LC
220305222, 11.6801529, 2.747442, 16.022, GO8056_LC
220305233, 21.2116089, 2.747726, 16.344, GO8056_LC
220305688, 17.6457119, 2.757766, 16.05, GO8056_LC
220306512, 21.1752796, 2.7747409, 15.594, GO8056_LC|GO8031_LC
220306548, 21.2346897, 2.775363, 14.345, GO8056_LC
220306824, 13.6557722, 2.781534, 15.111, GO8056_LC
220306874, 13.6702557, 2.782505, 16.482, GO8056_LC
220307197, 18.6917953, 2.7893729, 15.263, GO8056_LC|GO8032_LC
220307391, 18.670166, 2.7936821, 14.088, GO8056_LC|GO8032_LC|GO8042_LC
220307576, 22.5661259, 2.7978849, 15.626, GO8056_LC|GO8032_LC
220307961, 21.4922581, 2.80668, 16.289, GO8056_LC
220308283, 12.3256493, 2.8144779, 15.465, GO8056_LC|GO8032_LC
220308656, 14.0032806, 2.8224471, 12.54, GO8056_LC|GO8068_LC|GO8032_LC|GO8042_LC|GO8008_LC
220309058, 9.9873037, 2.8315511, 13.939, GO8056_LC|GO8032_LC|GO8042_LC
220309199, 10.1194572, 2.8346, 16.281, GO8056_LC
220309314, 10.1382208, 2.8379259, 15.246, GO8056_LC|GO8031_LC
220309488, 17.629631, 2.8416209, 13.306, GO8056_LC|GO8032_LC|GO8077_LC|GO8042_LC
220309584, 14.4218111, 2.8434989, 13.662, GO8056_LC|GO8042_LC
220309627, 12.013464, 2.8444159, 14.995, GO8056_LC|GO8032_LC
220309758, 17.0076561, 2.8473189, 14.835, GO8056_LC|GO8032_LC
220309922, 17.7159672, 2.8508401, 14.963, GO8056_LC|GO8032_LC
220310319, 11.1883173, 2.8584189, 14.635, GO8056_LC|GO8032_LC
220310365, 21.1778011, 2.859463, 16.085, GO8056_LC
220310375, 14.7908859, 2.859622, 15.705, GO8056_LC|GO8031_LC
220311446, 18.5241547, 2.880908, 16.304, GO8056_LC
220311698, 13.6017418, 2.8858359, 15.694, GO8056_LC|GO8031_LC
220311726, 14.5873346, 2.8862879, 14.1, GO8056_LC|GO8042_LC|GO8031_LC
220311907, 20.9128075, 2.890058, 14.243, GO8056_LC|GO8032_LC
220312191, 11.5551367, 2.895071, 15.009, GO8056_LC|GO8032_LC
220312209, 9.7558184, 2.89551, 16.441, GO8056_LC
220312283, 13.4736624, 2.8970771, 14.998, GO8056_LC
220312566, 22.4020557, 2.9035699, 13.253, GO8056_LC|GO8032_LC|GO8042_LC
220312608, 21.7439556, 2.9041741, 16.384, GO8056_LC
220312821, 22.7130642, 2.908082, 12.93, GO8056_LC|GO8013_LC|GO8077_LC|GO8042_LC|GO8031_LC
220312894, 22.7157402, 2.9093969, 14.083, GO8056_LC|GO8013_LC|GO8042_LC|GO8031_LC
220313000, 17.2949257, 2.9115131, 15.398, GO8056_LC|GO8032_LC
220313411, 14.1361694, 2.9202139, 16.173, GO8056_LC
220313440, 18.3356495, 2.9208729, 14.185, GO8056_LC|GO8042_LC
220313445, 11.7579575, 2.9209459, 15.214, GO8056_LC
220314175, 9.7363386, 2.9362421, 13.834, GO8056_LC|GO8032_LC|GO8042_LC
220314368, 18.6637821, 2.940237, 15.771, GO8056_LC|GO8031_LC
220314378, 14.9546652, 2.9404271, 15.863, GO8056_LC
220314508, 14.925993, 2.9431479, 14.975, GO8056_LC|GO8032_LC
220315340, 18.3822002, 2.9612041, 15.078, GO8056_LC|GO8042_LC
220315502, 17.9668007, 2.9646051, 15.834, GO8056_LC
220315544, 17.5254574, 2.9656601, 15.981, GO8056_LC
220316249, 13.8494978, 2.9805009, 13.362, GO8056_LC|GO8032_LC|GO8042_LC
220316342, 14.7604532, 2.982666, 15.963, GO8056_LC
220316514, 12.2012978, 2.986671, 16.226, GO8056_LC
220316746, 21.6309223, 2.991657, 14.12, GO8056_LC|GO8042_LC
220316878, 14.623477, 2.9942441, 13.152, GO8056_LC|GO8032_LC|GO8077_LC|GO8042_LC
220316948, 14.1433134, 2.9958429, 16.231, GO8056_LC
220317012, 19.2086124, 2.996907, 16.42, GO8056_LC
220317460, 13.5497217, 3.0058889, 15.944, GO8056_LC
220318856, 15.1164761, 3.0366349, 14.826, GO8056_LC|GO8031_LC
220318873, 16.5754547, 3.037081, 13.031, GO8056_LC|GO8032_LC|GO8042_LC
220318896, 14.2138672, 3.0375521, 15.271, GO8056_LC|GO8031_LC
220319265, 10.0364943, 3.044723, 15.709, GO8056_LC|GO8031_LC
220319327, 9.885788, 3.0458879, 14.721, GO8056_LC|GO8032_LC
220319349, 15.0739412, 3.0462639, 16.131, GO8056_LC
220319387, 14.1657724, 3.0474491, 14.927, GO8056_LC|GO8032_LC|GO8042_LC|GO8031_LC
220321605, 18.4234066, 3.096936, 12.588, GO8056_LC|GO8068_LC|GO8032_LC|GO8077_LC|GO8042_LC
220321805, 10.2780256, 3.101346, 16.12, GO8056_LC
220321859, 22.3845444, 3.1027169, 16.358, GO8056_LC
220321953, 13.476264, 3.1050341, 15.649, GO8056_LC|GO8031_LC
220321954, 13.6481247, 3.1050529, 14.291, GO8056_LC|GO8042_LC
220322258, 17.8062229, 3.111347, 14.034, GO8056_LC|GO8042_LC
220322413, 16.5675049, 3.115046, 14.31, GO8056_LC|GO8032_LC
220322578, 11.6501856, 3.118031, 15.186, GO8056_LC|GO8031_LC
220322747, 17.3052158, 3.1218619, 15.282, GO8056_LC|GO8059_LC|GO8031_LC
220322961, 15.4126196, 3.1265161, 16.423, GO8056_LC
220322995, 21.9457588, 3.1272991, 16.497, GO8056_LC
220323045, 12.1851864, 3.1284311, 16.493, GO8056_LC
220323190, 21.7114353, 3.132107, 14.121, GO8056_LC|GO8032_LC|GO8042_LC
220323317, 15.0967321, 3.134547, 16.031, GO8056_LC
220323325, 10.0417204, 3.1347239, 11.478, GO8056_LC|GO8068_LC|GO8032_LC|GO8066_LC|GO8042_LC|GO8008_LC
220323455, 10.369689, 3.137882, 16.289, GO8056_LC
220323524, 19.3131561, 3.1396561, 16.07, GO8056_LC
220323672, 13.8957195, 3.142668, 15.146, GO8056_LC|GO8031_LC
220324054, 19.3054199, 3.1513481, 15.524, GO8056_LC|GO8031_LC
220324146, 17.1317883, 3.1535971, 14.793, GO8056_LC|GO8032_LC
220324654, 21.2508163, 3.164402, 15.02, GO8056_LC|GO8032_LC
220324681, 21.8289738, 3.1647961, 15.571, GO8056_LC
220324812, 21.6410217, 3.1676321, 15.415, GO8056_LC|GO8031_LC
220325027, 21.9754448, 3.1721439, 14.707, GO8056_LC|GO8032_LC|GO8042_LC
220325048, 17.4328728, 3.172471, 16.093, GO8056_LC
220325082, 14.4446316, 3.173286, 16.063, GO8056_LC
220325213, 17.2423668, 3.1758809, 16.305, GO8056_LC
220325407, 11.46064, 3.1794469, 13.781, GO8056_LC|GO8032_LC|GO8077_LC|GO8042_LC
220325442, 11.4193077, 3.1802771, 15.785, GO8056_LC|GO8031_LC
220325564, 13.9038019, 3.1833551, 15.525, GO8056_LC|GO8031_LC
220325590, 13.2107687, 3.183903, 16.058, GO8056_LC
220325710, 9.5365982, 3.1863351, 15.428, GO8056_LC|GO8031_LC
220326227, 13.334939, 3.1982491, 14.857, GO8056_LC|GO8031_LC
220326368, 9.3590031, 3.2015381, 16.237, GO8056_LC
220326439, 18.6940441, 3.2029021, 15.947, GO8056_LC|GO8031_LC
220326619, 18.9299374, 3.2069449, 15.199, GO8056_LC|GO8032_LC
220327641, 21.7283764, 3.22932, 16.339, GO8056_LC
220327713, 21.4058723, 3.2308929, 15.978, GO8056_LC
220328005, 10.1545696, 3.2372601, 15.516, GO8056_LC|GO8031_LC
220328062, 22.0788212, 3.2385919, 15.227, GO8056_LC|GO8032_LC
220328171, 21.3861809, 3.241133, 16.151, GO8056_LC
220328189, 10.1053724, 3.2414899, 15.028, GO8056_LC|GO8031_LC
220328210, 21.6136761, 3.241842, 15.028, GO8056_LC
220328231, 11.5684881, 3.242306, 16.398, GO8056_LC
220328805, 11.7297583, 3.254416, 14.96, GO8056_LC|GO8031_LC
220328855, 10.5948772, 3.2555349, 16.483, GO8056_LC
220329202, 22.1623783, 3.2622731, 15.804, GO8056_LC|GO8031_LC
220329448, 13.9967422, 3.2672219, 16.259, GO8056_LC
220329477, 17.8501663, 3.267874, 16.248, GO8056_LC
220329514, 14.1530027, 3.2688479, 14.734, GO8056_LC|GO8031_LC
220329527, 15.3211374, 3.2691281, 13.83, GO8056_LC|GO8032_LC|GO8042_LC
220329703, 16.4928036, 3.272516, 16.205, GO8056_LC
220329879, 12.8008127, 3.275882, 15.95, GO8056_LC|GO8031_LC
220329917, 17.5101376, 3.2767341, 15.507, GO8056_LC|GO8032_LC
220330470, 10.3145819, 3.287951, 16.269, GO8056_LC
220330704, 10.407608, 3.292767, 16.446, GO8056_LC
220330743, 9.8512926, 3.2934799, 15.467, GO8056_LC|GO8031_LC
220330756, 22.2078571, 3.293659, 16.097, GO8056_LC
220331215, 12.0554485, 3.3031609, 16.413, GO8056_LC
220331821, 17.8939781, 3.314539, 15.316, GO8056_LC|GO8032_LC
220332133, 18.0387173, 3.3205481, 16.265, GO8056_LC
220332155, 19.087698, 3.321044, 14.36, GO8056_LC|GO8032_LC|GO8059_LC
220332273, 19.0704536, 3.3236461, 13.254, GO8056_LC|GO8032_LC|GO8077_LC|GO8059_LC|GO8042_LC
220332593, 21.6640186, 3.3303571, 15.478, GO8056_LC|GO8032_LC
220332715, 13.7091808, 3.3326139, 16.239, GO8056_LC
220332798, 9.9856739, 3.334584, 14.949, GO8056_LC|GO8032_LC|GO8033_LC
220332813, 18.8666039, 3.3348279, 13.824, GO8056_LC|GO8031_LC
220333572, 9.3722801, 3.3509991, 15.734, GO8056_LC|GO8032_LC|GO8033_LC
220333854, 13.5151243, 3.357007, 14.601, GO8056_LC|GO8031_LC
220334464, 11.8719168, 3.3698511, 15.415, GO8056_LC|GO8031_LC
220334477, 18.7285595, 3.370177, 16.044, GO8056_LC
220334526, 17.2619801, 3.3712749, 16.432, GO8056_LC
220335661, 15.2067699, 3.3950651, 16.38, GO8056_LC
220335770, 10.8717489, 3.3970251, 13.643, GO8056_LC|GO8032_LC|GO8042_LC
220336053, 17.7849045, 3.4025691, 14.92, GO8056_LC|GO8031_LC
220336085, 17.4852791, 3.403367, 14.638, GO8056_LC|GO8032_LC|GO8042_LC
220336147, 17.8155098, 3.4045351, 13.059, GO8056_LC|GO8032_LC|GO8042_LC
220336323, 9.7021027, 3.407388, 15.102, GO8056_LC|GO8031_LC
220336494, 17.9156704, 3.4109299, 14.25, GO8056_LC|GO8032_LC|GO8042_LC
220336639, 17.7207184, 3.413861, 16.352, GO8056_LC
220336955, 10.8625603, 3.420053, 13.525, GO8056_LC
220337707, 18.1811714, 3.4358549, 15.498, GO8056_LC|GO8032_LC
220338112, 12.8220892, 3.4437499, 15.52, GO8056_LC|GO8031_LC
220338194, 18.9143047, 3.4455371, 16.26, GO8056_LC
220338506, 22.5814629, 3.451607, 15.637, GO8056_LC
220338582, 12.9409914, 3.4530129, 16.333, GO8056_LC
220339584, 22.2013721, 3.473206, 14.99, GO8056_LC|GO8032_LC
220339643, 10.1197701, 3.474596, 15.424, GO8056_LC|GO8031_LC
220339657, 12.7085791, 3.4747839, 13.601, GO8056_LC|GO8032_LC|GO8042_LC
220340003, 14.1512966, 3.4823511, 15.743, GO8056_LC|GO8031_LC
220340919, 10.9813986, 3.5016799, 13.915, GO8056_LC|GO8032_LC|GO8077_LC|GO8042_LC
220341508, 14.760622, 3.514204, 13.753, GO8056_LC|GO8032_LC|GO8042_LC
220342295, 9.7890844, 3.532702, 14.517, GO8056_LC|GO8042_LC
220342457, 22.017271, 3.535624, 14.684, GO8056_LC|GO8032_LC
220342624, 17.5803814, 3.5387111, 16.055, GO8056_LC
220342935, 22.2516994, 3.545254, 15.627, GO8056_LC|GO8031_LC
220343075, 10.8485632, 3.5481689, 15.112, GO8056_LC|GO8031_LC
220343316, 22.271986, 3.5529239, 15.683, GO8056_LC|GO8031_LC
220343439, 10.3468246, 3.555516, 16.322, GO8056_LC
220343645, 21.864666, 3.559649, 15.638, GO8056_LC|GO8032_LC
220344467, 11.125474, 3.5781381, 16.046, GO8056_LC
220345736, 9.6187038, 3.607054, 16.343, GO8056_LC
220345925, 13.3848343, 3.6113241, 14.533, GO8056_LC|GO8042_LC
220346315, 22.1724968, 3.620013, 14.826, GO8056_LC|GO8031_LC
220346517, 21.916399, 3.6244199, 16.127, GO8056_LC
220346755, 13.1616545, 3.6295371, 15.61, GO8056_LC|GO8013_LC|GO8032_LC
220346800, 10.0535774, 3.630254, 13.724, GO8056_LC|GO8032_LC|GO8042_LC|GO8033_LC
220346833, 13.1553974, 3.631021, 15.749, GO8056_LC|GO8013_LC|GO8031_LC
220346840, 9.9696789, 3.6312129, 15.055, GO8056_LC|GO8031_LC
220347037, 18.5752506, 3.6351171, 12.899, GO8056_LC|GO8068_LC|GO8032_LC|GO8042_LC
220347242, 14.9441547, 3.63972, 14.416, GO8056_LC|GO8031_LC
220347331, 13.2346821, 3.641511, 14.174, GO8056_LC|GO8042_LC|GO8031_LC
220347515, 14.7168388, 3.645535, 14.862, GO8056_LC
220347839, 22.3560619, 3.6523671, 14.381, GO8056_LC|GO8032_LC|GO8042_LC
220348322, 18.9173069, 3.6625841, 16.242, GO8056_LC
220348689, 14.4453363, 3.670532, 14.546, GO8056_LC|GO8031_LC
220348763, 12.6387072, 3.672137, 16.212, GO8056_LC
220348879, 10.1923218, 3.6743641, 15.92, GO8056_LC|GO8031_LC
220348991, 13.3092937, 3.676841, 16.156, GO8056_LC
220349064, 14.2157316, 3.6787951, 16.45, GO8056_LC
220349548, 11.2647057, 3.6892149, 16.16, GO8056_LC
220350328, 9.71245, 3.705039, 11.133, GO8056_LC|GO8068_LC|GO8032_LC|GO8077_LC|GO8042_LC|GO8033_LC|GO8008_LC
220350346, 13.4674377, 3.705404, 15.676, GO8056_LC|GO8031_LC
220350993, 15.3038883, 3.718364, 13.865, GO8056_LC|GO8032_LC|GO8077_LC|GO8042_LC
220351051, 14.0841827, 3.719687, 14.991, GO8056_LC|GO8032_LC
220351059, 14.645793, 3.7198801, 15.777, GO8056_LC|GO8031_LC
220351219, 14.2351971, 3.723511, 15.989, GO8056_LC
220351306, 15.2237101, 3.72509, 15.787, GO8056_LC|GO8031_LC
220352247, 14.8790236, 3.7440591, 16.05, GO8056_LC
220352305, 22.1865845, 3.7452581, 16.205, GO8056_LC
220352455, 11.0719471, 3.748734, 15.858, GO8056_LC
220353097, 17.9372196, 3.761847, 15.719, GO8056_LC
220353450, 10.4944401, 3.7686369, 14.574, GO8056_LC|GO8031_LC
220353866, 10.9501152, 3.77737, 16.038, GO8056_LC|GO8042_LC
220354481, 14.9318504, 3.790005, 15.597, GO8056_LC|GO8031_LC
220354868, 18.3894577, 3.798259, 15.823, GO8056_LC|GO8031_LC
220354978, 18.3407974, 3.8007081, 13.228, GO8056_LC|GO8032_LC|GO8077_LC|GO8042_LC
220355111, 22.1617641, 3.80302, 16.171, GO8056_LC
220355335, 14.1187992, 3.807606, 15.523, GO8056_LC
220355872, 18.0442581, 3.8189089, 16.023, GO8056_LC
220356280, 11.4242573, 3.827265, 15.456, GO8056_LC|GO8031_LC
220356359, 10.2144156, 3.8286819, 14.529, GO8056_LC|GO8031_LC
220357096, 10.6422539, 3.8445029, 15.941, GO8056_LC
220357265, 12.7794971, 3.847646, 16.252, GO8056_LC
220358214, 10.3729639, 3.866502, 14.074, GO8056_LC|GO8042_LC|GO8031_LC
220358439, 14.5464058, 3.8700559, 12.646, GO8056_LC|GO8068_LC|GO8032_LC|GO8042_LC
220358511, 11.2680807, 3.8712089, 16.303, GO8056_LC
220358690, 9.1034803, 3.8743401, 15.178, GO8056_LC|GO8031_LC
220358904, 8.9836931, 3.878659, 14.692, GO8056_LC|GO8031_LC
220359185, 14.5233927, 3.884527, 14.985, GO8056_LC|GO8032_LC
220359324, 12.5874634, 3.887243, 15.024, GO8056_LC|GO8032_LC
220359699, 14.0741119, 3.8948469, 13.2, GO8056_LC|GO8032_LC
220360187, 10.1167336, 3.9051859, 13.189, GO8056_LC|GO8032_LC|GO8077_LC|GO8042_LC|GO8033_LC
220360629, 16.0294743, 3.91431, 15.652, GO8056_LC|GO8031_LC
220360829, 14.6237097, 3.918371, 16.405, GO8056_LC
220361008, 9.4164343, 3.922684, 15.848, GO8056_LC|GO8059_LC|GO8031_LC
220361184, 10.0747766, 3.926446, 14.773, GO8056_LC|GO8031_LC
220361409, 17.5104923, 3.9309361, 16.009, GO8056_LC
220361809, 18.4661903, 3.9387591, 16.094, GO8056_LC
220362099, 9.8956871, 3.944679, 16.243, GO8056_LC
220362563, 13.3716898, 3.954077, 14.544, GO8056_LC|GO8042_LC
220362979, 14.5050058, 3.9626639, 13.875, GO8056_LC|GO8077_LC|GO8042_LC|GO8031_LC
220363059, 17.8540363, 3.964427, 15.85, GO8056_LC
220363159, 16.2512321, 3.9664111, 15.898, GO8056_LC|GO8031_LC
220363280, 9.9890871, 3.9687231, 16.434, GO8056_LC
220363320, 9.486619, 3.9694979, 15.961, GO8056_LC|GO8031_LC
220363427, 12.8071756, 3.9710889, 15.368, GO8056_LC|GO8031_LC
220363512, 10.5867395, 3.972836, 14.719, GO8056_LC|GO8059_LC|GO8031_LC
220363792, 8.7855768, 3.9786639, 15.053, GO8056_LC|GO8031_LC
220364494, 16.0551987, 3.9931071, 16.375, GO8056_LC
220364603, 10.4011488, 3.9954071, 15.51, GO8056_LC|GO8031_LC
220364765, 16.3257904, 3.9991159, 16.005, GO8056_LC
220365219, 16.1805801, 4.008543, 15.757, GO8056_LC|GO8013_LC|GO8031_LC
220365384, 10.9862242, 4.0119801, 14.357, GO8056_LC|GO8032_LC|GO8042_LC|GO8033_LC
220366020, 11.1902781, 4.0243979, 16.042, GO8056_LC
220366142, 11.2346621, 4.0266638, 15.572, GO8056_LC|GO8032_LC|GO8033_LC
220366308, 18.1349773, 4.0299859, 15.533, GO8056_LC|GO8032_LC
220366409, 11.1971388, 4.031929, 14.961, GO8056_LC|GO8032_LC|GO8033_LC
220366640, 13.0358868, 4.0364199, 16.143, GO8056_LC
220366756, 15.7959805, 4.0392938, 13.97, GO8056_LC|GO8032_LC|GO8042_LC
220368090, 10.5351086, 4.0678468, 15.527, GO8056_LC|GO8032_LC|GO8033_LC
220368386, 12.8085117, 4.0731502, 15.963, GO8056_LC
220368521, 16.5733128, 4.0754051, 14.578, GO8056_LC|GO8042_LC
220368635, 10.4738665, 4.0778298, 15.934, GO8056_LC|GO8031_LC
220369773, 9.4164991, 4.1014352, 14.393, GO8056_LC|GO8032_LC|GO8033_LC
220369810, 9.9135647, 4.1021318, 14.547, GO8056_LC|GO8032_LC|GO8042_LC|GO8033_LC
220370126, 8.7809038, 4.1084828, 15.341, GO8056_LC|GO8031_LC
220370235, 16.1496105, 4.1109328, 15.625, GO8056_LC|GO8031_LC
220370777, 14.7017756, 4.1217499, 16.011, GO8056_LC
220370860, 15.8926811, 4.1235042, 16.293, GO8056_LC
220371082, 9.2482243, 4.1278582, 15.025, GO8056_LC
220371574, 16.5184021, 4.1382608, 16.226, GO8056_LC
220372405, 9.0976734, 4.1540928, 13.679, GO8056_LC|GO8032_LC|GO8042_LC|GO8033_LC
220373221, 16.6425838, 4.1703849, 15.43, GO8056_LC|GO8032_LC
220374347, 9.8892879, 4.1927199, 15.13, GO8056_LC|GO8031_LC
220374806, 16.0507755, 4.202065, 16.308, GO8056_LC
220374953, 14.3206234, 4.204905, 16.47, GO8056_LC
220375075, 14.5567589, 4.2077022, 14.792, GO8056_LC|GO8031_LC
220375335, 15.6120014, 4.2130461, 15.629, GO8056_LC|GO8031_LC
220375370, 16.4203358, 4.2138958, 13.855, GO8056_LC|GO8032_LC|GO8042_LC
220375542, 17.8628407, 4.2170572, 15.932, GO8056_LC|GO8031_LC
220375564, 17.9964294, 4.217515, 15.673, GO8056_LC|GO8031_LC
220375792, 10.2239819, 4.2224698, 15.754, GO8056_LC|GO8031_LC
220376177, 15.9301443, 4.230505, 15.787, GO8056_LC
220376323, 9.5941315, 4.2339592, 16.085, GO8056_LC
220376370, 16.0611248, 4.2348461, 16.451, GO8056_LC
220376802, 10.9193459, 4.2438941, 14.465, GO8056_LC|GO8042_LC
220376840, 9.8428974, 4.2447238, 15.819, GO8056_LC|GO8032_LC|GO8033_LC
220376864, 16.5567894, 4.2450819, 14.488, GO8056_LC|GO8042_LC
220376940, 16.6433926, 4.2467861, 15.595, GO8056_LC|GO8031_LC
220377311, 16.7345943, 4.2540278, 16.286, GO8056_LC
220377463, 10.2223816, 4.2570901, 15.449, GO8056_LC|GO8032_LC|GO8033_LC
220377475, 10.4015503, 4.2572889, 16.186, GO8056_LC
220378910, 9.830492, 4.2885742, 16.228, GO8056_LC
220379234, 9.5132275, 4.2948589, 15.119, GO8056_LC|GO8032_LC|GO8033_LC
220379678, 16.3697319, 4.303699, 13.391, GO8056_LC|GO8032_LC|GO8042_LC
220380143, 16.8160667, 4.3134089, 14.699, GO8056_LC|GO8032_LC|GO8042_LC
220381207, 14.6897974, 4.3352079, 16.213, GO8056_LC
220381800, 16.9482918, 4.3476481, 16.308, GO8056_LC
220381948, 15.595459, 4.3510509, 15.901, GO8056_LC
220382240, 13.025218, 4.3578219, 16.492, GO8056_LC
220382608, 14.5759048, 4.3655152, 16.126, GO8056_LC
220382817, 14.2280703, 4.3700719, 16.465, GO8056_LC
220383619, 12.0090628, 4.386518, 15.634, GO8056_LC|GO8031_LC
220383711, 11.3079224, 4.3883181, 16.19, GO8056_LC
220383824, 10.3493242, 4.3904409, 16.326, GO8056_LC
220383861, 14.8072443, 4.3909931, 16.235, GO8056_LC
220383954, 10.8145094, 4.39293, 15.318, GO8056_LC|GO8032_LC|GO8033_LC
220384071, 14.225317, 4.395216, 14.706, GO8056_LC|GO8031_LC
220384214, 15.9774342, 4.39817, 15.464, GO8056_LC|GO8031_LC
220384315, 16.624342, 4.4002938, 14.284, GO8056_LC|GO8032_LC|GO8059_LC
220385433, 16.3038044, 4.422987, 16.057, GO8056_LC
220385622, 9.7049017, 4.426652, 16.142, GO8056_LC
220385857, 14.7394123, 4.431025, 15.978, GO8056_LC|GO8031_LC
220385961, 14.3531694, 4.4328308, 16.003, GO8056_LC|GO8031_LC
220386095, 9.342617, 4.4354172, 13.924, GO8056_LC|GO8032_LC|GO8042_LC|GO8033_LC
220386618, 14.3572893, 4.4462328, 16.418, GO8056_LC
220386952, 12.2676992, 4.453692, 13.22, GO8056_LC|GO8032_LC|GO8042_LC|GO8033_LC
220387318, 16.4506016, 4.4613938, 16.419, GO8056_LC
220387619, 15.7643166, 4.467555, 14.792, GO8056_LC|GO8032_LC
220387713, 10.2871971, 4.4694161, 16.379, GO8056_LC
220387946, 13.9151869, 4.474153, 11.167, GO8056_LC|GO8068_LC|GO8032_LC|GO8042_LC
220388029, 15.890729, 4.475904, 15.692, GO8056_LC|GO8032_LC|GO8059_LC
