# Summary of K2 Program GO17063

Title: The K2 M Dwarf Project

PI: Dressing, Courtney (University of California, Berkeley)
CoIs: Ian Crossfield (MIT), Joshua Schlieder (NASA Goddard), Kevin Hardegree-Ullman(University of Toledo), Jessie Christiansen (NExScI/IPAC), Erik Petigura (Caltech)



# Targets requested by this program that have been observed (3210)
EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
212691393, 199.831131, -8.4726667, 15.878, GO17063_LC|GO17068_LC
212691606, 201.9666138, -8.4667273, 15.306, GO17063_LC|GO17068_LC
212691643, 201.3432007, -8.4660206, 17.326, GO17063_LC
212691686, 207.6035919, -8.4653177, 17.232, GO17063_LC
212691745, 207.1905823, -8.4641304, 17.027, GO17063_LC
212691967, 202.0353394, -8.4587736, 15.404, GO17063_LC|GO17068_LC
212692226, 199.1770935, -8.452384, 14.676, GO17063_LC|GO17068_LC
212692405, 205.3196564, -8.4474525, 15.777, GO17063_LC|GO17068_LC
212692501, 201.4585876, -8.4451828, 16.003, GO17063_LC|GO17068_LC
212692705, 203.4953766, -8.4398298, 14.212, GO17063_LC|GO17068_LC
212692938, 199.3757019, -8.4340334, 15.675, GO17063_LC|GO17068_LC
212693018, 201.2648468, -8.4319401, 17.719, GO17063_LC
212693820, 205.537796, -8.4125719, 14.905, GO17011_LC|GO17063_LC|GO17068_LC
212694057, 207.7380981, -8.4069309, 15.751, GO17063_LC|GO17068_LC
212694161, 200.5778656, -8.4047394, 15.944, GO17063_LC|GO17068_LC
212694197, 208.9324799, -8.4039221, 15.781, GO17063_LC|GO17068_LC
212694315, 208.0712585, -8.400774, 15.401, GO17063_LC|GO17068_LC
212694393, 204.8759613, -8.3986969, 16.605, GO17063_LC
212694449, 206.5108643, -8.3973427, 16.732, GO17063_LC
212694558, 198.9841461, -8.3946123, 16.775, GO17063_LC
212694561, 198.7128448, -8.394578, 12.199, GO17049_LC|GO17063_LC|GO17065_LC|GO17068_LC
212694566, 199.7592316, -8.3944883, 15.48, GO17063_LC|GO17068_LC
212694807, 207.6687317, -8.3886509, 16.189, GO17063_LC|GO17068_LC
212694863, 205.0030823, -8.387248, 13.218, GO17049_LC|GO17063_LC|GO17068_LC
212694993, 204.7399597, -8.3839636, 16.353, GO17063_LC
212695042, 208.5616608, -8.38274, 15.736, GO17063_LC|GO17068_LC
212695089, 207.8787537, -8.3815489, 16.927, GO17063_LC
212695243, 202.5293732, -8.3777428, 16.504, GO17063_LC
212695742, 209.113205, -8.365078, 17.439, GO17063_LC
212696098, 207.3257751, -8.3564587, 17.053, GO17063_LC
212696386, 201.6187134, -8.3495989, 15.718, GO17063_LC|GO17068_LC
212696471, 208.3831177, -8.3477077, 16.561, GO17063_LC|GO17068_LC
212696774, 203.1021729, -8.3403521, 17.086, GO17063_LC
212697171, 201.7676544, -8.3303328, 15.452, GO17063_LC|GO17068_LC
212697312, 198.5852966, -8.3273087, 16.679, GO17063_LC
212697739, 199.0439911, -8.3167105, 14.546, GO17063_LC|GO17068_LC
212697825, 208.5468903, -8.3146868, 14.029, GO17063_LC|GO17068_LC
212697833, 200.3305817, -8.314538, 16.333, GO17063_LC
212697868, 205.8604736, -8.313755, 16.892, GO17063_LC
212697933, 208.6190033, -8.3124285, 17.042, GO17063_LC|GO17068_LC
212698127, 198.6635742, -8.3078041, 14.608, GO17063_LC|GO17068_LC
212698199, 204.8637848, -8.3066311, 16.546, GO17063_LC
212698304, 204.6920776, -8.3038902, 14.057, GO17011_LC|GO17063_LC|GO17068_LC
212698358, 203.647049, -8.3025761, 16.445, GO17063_LC
212698411, 207.7414551, -8.3006191, 15.778, GO17063_LC|GO17068_LC
212698420, 205.0536346, -8.3003073, 15.797, GO17063_LC|GO17068_LC
212698513, 200.2308197, -8.297823, 15.061, GO17063_LC|GO17068_LC
212698872, 198.6477814, -8.2882843, 16.789, GO17063_LC
212698904, 200.1279907, -8.2876635, 17.329, GO17063_LC
212699268, 199.3911591, -8.2784281, 17.146, GO17063_LC
212699480, 206.1400909, -8.2735281, 13.407, GO17063_LC|GO17068_LC
212699492, 204.3711243, -8.2732286, 15.992, GO17063_LC|GO17068_LC
212699497, 202.2359314, -8.2730417, 16.609, GO17063_LC
212699501, 208.0162506, -8.2730169, 16.335, GO17063_LC
212699589, 202.2236176, -8.2707214, 15.622, GO17063_LC|GO17068_LC
212699627, 202.8655548, -8.2697554, 13.784, GO17049_LC|GO17063_LC|GO17068_LC
212699674, 199.8907928, -8.2686691, 15.41, GO17063_LC|GO17068_LC
212699705, 200.0523071, -8.2677813, 17.692, GO17063_LC
212699706, 205.4408417, -8.2677507, 16.921, GO17063_LC
212699740, 203.2247314, -8.2669659, 15.625, GO17063_LC|GO17068_LC
212699789, 207.6253052, -8.265481, 14.887, GO17011_LC|GO17063_LC|GO17068_LC
212699824, 207.2787933, -8.2645464, 14.924, GO17011_LC|GO17063_LC|GO17068_LC
212700307, 202.8555756, -8.2522001, 17.226, GO17063_LC
212700369, 199.9167328, -8.2505579, 15.131, GO17063_LC|GO17068_LC
212700431, 201.4360962, -8.2486629, 17.369, GO17063_LC
212700671, 205.8314056, -8.2428942, 17.462, GO17063_LC
212701067, 204.85672, -8.2328501, 16.345, GO17063_LC
212701349, 207.9677734, -8.2252989, 16.68, GO17063_LC
212701771, 202.8295898, -8.2152719, 16.671, GO17063_LC
212702003, 199.9512177, -8.2090607, 14.534, GO17011_LC|GO17063_LC|GO17068_LC
212702133, 201.970047, -8.2057238, 16.189, GO17063_LC|GO17068_LC
212702181, 199.6268768, -8.2043867, 17.476, GO17063_LC
212702449, 202.7392426, -8.1976843, 16.973, GO17063_LC
212702463, 204.7453766, -8.1973476, 14.992, GO17063_LC|GO17068_LC
212702691, 204.2584839, -8.1913986, 17.38, GO17063_LC
212702860, 205.1048889, -8.1870556, 16.34, GO17063_LC
212702940, 201.645874, -8.1848593, 16.176, GO17063_LC
212703179, 208.6077271, -8.179204, 11.251, GO17052_LC|GO17063_LC|GO17068_LC|GO17052_SC
212703221, 204.4713745, -8.1780128, 16.762, GO17063_LC
212703313, 199.2476349, -8.1758385, 16.093, GO17063_LC|GO17068_LC
212703400, 207.9245758, -8.1735344, 15.476, GO17063_LC|GO17068_LC
212703526, 202.2167206, -8.170331, 14.286, GO17049_LC|GO17063_LC|GO17068_LC
212703552, 202.076416, -8.1697807, 15.954, GO17063_LC|GO17068_LC
212703689, 208.4095612, -8.1664257, 17.518, GO17063_LC
212703702, 204.2734528, -8.1661606, 15.465, GO17063_LC|GO17068_LC
212703820, 207.3632812, -8.1633081, 16.459, GO17063_LC
212703971, 204.876709, -8.1595478, 14.876, GO17063_LC|GO17068_LC
212704116, 209.0464935, -8.1565008, 16.306, GO17063_LC|GO17068_LC
212704128, 207.7043457, -8.1562614, 15.194, GO17063_LC|GO17068_LC
212704362, 203.3891296, -8.1501398, 15.787, GO17063_LC|GO17068_LC
212704417, 209.4950104, -8.1490173, 15.76, GO17063_LC|GO17068_LC
212704590, 199.0110016, -8.1448994, 16.913, GO17063_LC
212704619, 199.9369812, -8.1441269, 14.962, GO17011_LC|GO17063_LC|GO17068_LC
212704800, 200.5718384, -8.1395206, 16.585, GO17063_LC
212704846, 200.0989685, -8.1386003, 15.925, GO17063_LC|GO17068_LC
212704943, 203.2785034, -8.1364145, 14.717, GO17063_LC|GO17068_LC
212705123, 206.3904114, -8.1316061, 15.854, GO17063_LC|GO17068_LC
212705268, 207.3417664, -8.1284504, 16.662, GO17063_LC
212705285, 207.2721252, -8.1281061, 15.128, GO17063_LC
212705649, 203.0597687, -8.1199265, 16.44, GO17063_LC
212705814, 198.5167084, -8.1161203, 16.195, GO17063_LC|GO17068_LC
212705842, 207.3657684, -8.1154442, 15.97, GO17063_LC|GO17068_LC
212705920, 205.7460785, -8.1136322, 16.955, GO17063_LC
212705953, 204.7184753, -8.1128721, 15.621, GO17063_LC|GO17068_LC
212705961, 199.8142395, -8.1126413, 16.57, GO17063_LC
212706123, 201.7852783, -8.108552, 17.643, GO17063_LC
212706245, 200.2436371, -8.1052446, 14.123, GO17063_LC|GO17068_LC
212706354, 202.9092102, -8.1020002, 16.203, GO17063_LC
212706575, 202.9939117, -8.0967531, 16.172, GO17063_LC|GO17068_LC
212706710, 205.2725067, -8.0934582, 15.3, GO17063_LC|GO17068_LC
212707209, 200.4890594, -8.0814009, 17.318, GO17063_LC
212707214, 199.5128479, -8.0812387, 15.915, GO17063_LC|GO17068_LC
212707612, 201.8816986, -8.0717659, 16.842, GO17063_LC
212707728, 200.6893158, -8.0688629, 16.41, GO17063_LC
212707817, 202.219223, -8.0663939, 15.966, GO17063_LC|GO17068_LC
212707901, 208.7838593, -8.0643625, 16.491, GO17063_LC
212707973, 204.4211731, -8.0621901, 16.126, GO17063_LC|GO17068_LC
212708021, 200.1093445, -8.0610371, 17.528, GO17063_LC
212708185, 207.9270782, -8.0565329, 17.216, GO17063_LC
212708232, 206.2666168, -8.0555515, 16.703, GO17063_LC
212708350, 202.6511993, -8.0525846, 15.125, GO17063_LC|GO17068_LC
212708435, 207.4450684, -8.0507507, 16.776, GO17063_LC
212708542, 208.9053345, -8.0478678, 14.424, GO17063_LC|GO17068_LC
212708644, 198.9644928, -8.0455332, 16.669, GO17063_LC
212708701, 198.616684, -8.0440931, 15.431, GO17063_LC|GO17068_LC
212708836, 208.1390991, -8.0405922, 16.742, GO17063_LC
212708852, 198.5123749, -8.0400667, 14.601, GO17063_LC|GO17068_LC
212708941, 200.0410156, -8.0379848, 16.85, GO17063_LC
212709280, 205.3546295, -8.0303478, 17.008, GO17063_LC
212709465, 201.5935974, -8.0260868, 16.587, GO17063_LC
212709924, 198.8511505, -8.0147305, 15.554, GO17063_LC|GO17068_LC
212710327, 206.1929016, -8.0045519, 16.247, GO17063_LC
212710428, 205.6569672, -8.0022259, 16.327, GO17063_LC
212710507, 207.1792603, -8.0000668, 14.901, GO17063_LC|GO17068_LC
212710520, 202.874054, -7.9998622, 11.722, GO17001_LC|GO17052_LC|GO17063_LC|GO17065_LC|GO17068_LC|GO17052_SC
212710549, 207.5102844, -7.999414, 14.669, GO17063_LC|GO17068_LC
212710699, 206.3391418, -7.9962001, 16.849, GO17063_LC
212710849, 199.3439331, -7.9927082, 14.964, GO17011_LC|GO17063_LC|GO17068_LC
212710917, 202.5754547, -7.9910378, 16.994, GO17063_LC
212711122, 205.6376953, -7.9859958, 14.459, GO17063_LC|GO17068_LC
212711142, 203.5640106, -7.9855971, 16.757, GO17063_LC
212711192, 207.349411, -7.9842758, 15.212, GO17063_LC|GO17068_LC
212711483, 201.3777618, -7.9771128, 15.209, GO17063_LC|GO17068_LC
212711571, 201.8434601, -7.975245, 15.454, GO17063_LC|GO17068_LC
212711594, 202.6793365, -7.9748731, 14.507, GO17063_LC|GO17068_LC
212711671, 203.4835968, -7.9728732, 14.949, GO17063_LC|GO17068_LC
212711695, 208.1858215, -7.9722171, 17.097, GO17063_LC
212711824, 202.3791504, -7.9685669, 17.055, GO17063_LC
212712290, 199.4827576, -7.9568701, 15.137, GO17040_LC|GO17063_LC|GO17068_LC
212712457, 206.1694641, -7.9526701, 15.096, GO17063_LC|GO17068_LC
212712505, 206.1686249, -7.9514122, 16.728, GO17063_LC
212712577, 208.795166, -7.9497328, 10.86, GO17001_LC|GO17011_LC|GO17052_LC|GO17063_LC|GO17068_LC|GO17052_SC
212712942, 207.6949768, -7.9416251, 14.787, GO17011_LC|GO17063_LC|GO17068_LC
212713090, 199.3795776, -7.93783, 17.006, GO17063_LC
212713224, 204.3781128, -7.934701, 16.196, GO17063_LC
212713230, 208.5333862, -7.9345551, 14.971, GO17063_LC|GO17068_LC
212713406, 202.5116577, -7.9305649, 14.233, GO17063_LC|GO17068_LC
212713484, 202.3192139, -7.9288158, 16.526, GO17063_LC
212713557, 202.7114105, -7.9268551, 16.616, GO17063_LC
212713652, 208.4483185, -7.9238448, 15.729, GO17063_LC|GO17068_LC
212714375, 206.3292236, -7.9053488, 16.98, GO17063_LC
212714575, 204.5050659, -7.9007621, 15.118, GO17063_LC|GO17068_LC
212714977, 208.7933807, -7.890492, 16.669, GO17063_LC
212714980, 200.2320557, -7.89048, 15.972, GO17063_LC|GO17068_LC
212715047, 206.1846771, -7.8890619, 13.533, GO17063_LC|GO17068_LC
212715204, 205.3585205, -7.8849292, 16.678, GO17047_LC|GO17063_LC|GO17901_LC
212715370, 207.9399872, -7.8809009, 16.311, GO17063_LC
212715541, 204.4951782, -7.8767428, 16.445, GO17063_LC
212715613, 207.3635559, -7.8749552, 16.193, GO17063_LC|GO17068_LC
212715650, 207.3821869, -7.8741012, 16.826, GO17063_LC
212715690, 207.3418579, -7.8732638, 16.789, GO17063_LC
212715745, 198.8699036, -7.8717599, 15.745, GO17063_LC|GO17068_LC
212716067, 207.2969513, -7.8635898, 15.404, GO17063_LC|GO17068_LC
212716085, 205.341095, -7.8630362, 16.528, GO17063_LC
212716162, 202.4579773, -7.8608689, 14.98, GO17063_LC|GO17068_LC
212716165, 200.5418549, -7.8607998, 17.253, GO17063_LC
212716207, 198.743454, -7.8597221, 17.625, GO17063_LC
212716729, 201.5308075, -7.8468332, 17.581, GO17063_LC
212717364, 206.0638275, -7.8305268, 15.575, GO17063_LC|GO17068_LC
212717405, 202.2505188, -7.8294921, 16.758, GO17063_LC
212717496, 201.7039185, -7.827384, 14.239, GO17063_LC|GO17068_LC
212717894, 206.3013458, -7.816494, 16.445, GO17063_LC
212718260, 204.9867401, -7.807313, 15.943, GO17063_LC|GO17068_LC
212718403, 202.3431396, -7.8037329, 16.835, GO17063_LC
212718594, 208.1053467, -7.7987971, 16.723, GO17063_LC|GO17068_LC
212718820, 205.8052216, -7.7935309, 16.918, GO17063_LC
212718836, 207.9339142, -7.793047, 17.316, GO17063_LC
212718889, 198.8176422, -7.7916288, 16.749, GO17063_LC
212719030, 209.0744629, -7.787931, 15.126, GO17063_LC|GO17068_LC
212719353, 201.6699371, -7.78022, 17.794, GO17063_LC
212719739, 198.4706116, -7.7714281, 17.019, GO17063_LC
212719926, 199.4373627, -7.7669311, 14.926, GO17063_LC|GO17068_LC
212720225, 207.7307892, -7.7591448, 15.673, GO17063_LC|GO17068_LC
212720339, 205.3566742, -7.7559409, 15.71, GO17063_LC|GO17068_LC
212720439, 201.3197174, -7.7536702, 14.425, GO17063_LC|GO17068_LC
212720509, 201.3170929, -7.7519722, 15.183, GO17063_LC|GO17068_LC
212720531, 206.0222473, -7.7515059, 16.948, GO17063_LC
212720565, 207.3887787, -7.7507329, 16.574, GO17063_LC
212720568, 207.9069824, -7.7506509, 16.381, GO17063_LC
212720573, 207.3786011, -7.7505202, 15.942, GO17063_LC|GO17068_LC
212720792, 203.4267731, -7.744287, 14.052, GO17049_LC|GO17063_LC|GO17068_LC
212720969, 201.5153809, -7.7397661, 16.45, GO17063_LC
212720978, 200.6773224, -7.739604, 15.029, GO17063_LC|GO17068_LC
212721199, 200.6525269, -7.734129, 14.326, GO17063_LC|GO17068_LC
212721260, 202.0394897, -7.7329068, 17.138, GO17063_LC
212721325, 201.7268677, -7.7314172, 15.008, GO17063_LC|GO17068_LC
212721363, 205.5372314, -7.7302861, 17.204, GO17063_LC
212721384, 198.9998779, -7.729805, 17.172, GO17063_LC
212721455, 205.6657867, -7.7282228, 16.509, GO17063_LC
212721607, 203.690155, -7.7239981, 16.734, GO17063_LC
212721622, 204.8249969, -7.723557, 16.191, GO17063_LC|GO17068_LC
212721626, 207.7142487, -7.7234941, 16.673, GO17063_LC
212721713, 200.0020447, -7.7211428, 16.548, GO17063_LC
212721798, 206.2542267, -7.719203, 16.386, GO17063_LC
212721819, 204.2867737, -7.7187428, 17.275, GO17063_LC
212721833, 200.5733948, -7.7183232, 17.315, GO17063_LC
212721930, 203.2025909, -7.715714, 13.473, GO17049_LC|GO17063_LC|GO17068_LC
212722006, 208.1793823, -7.7140589, 14.592, GO17063_LC|GO17068_LC
212722100, 208.1469879, -7.7112989, 15.306, GO17063_LC|GO17068_LC
212722141, 203.1652069, -7.7105579, 15.337, GO17063_LC|GO17068_LC
212722329, 200.6538849, -7.7056451, 14.985, GO17011_LC|GO17063_LC|GO17068_LC
212722551, 199.9147186, -7.7002358, 16.778, GO17063_LC
212722595, 209.4407654, -7.6986141, 16.017, GO17063_LC|GO17068_LC
212722643, 200.2816925, -7.6972809, 16.422, GO17063_LC
212722747, 207.3730621, -7.694787, 13.458, GO17063_LC|GO17068_LC
212722795, 203.296814, -7.6934938, 16.744, GO17063_LC
212722819, 204.9686584, -7.692966, 15.704, GO17063_LC|GO17068_LC
212722831, 205.9658356, -7.6926799, 13.555, GO17049_LC|GO17063_LC|GO17068_LC
212722939, 201.7831268, -7.6899099, 15.084, GO17063_LC|GO17068_LC
212722985, 201.8448334, -7.688765, 16.151, GO17063_LC|GO17068_LC
212723281, 200.3140564, -7.6809459, 17.217, GO17063_LC
212723295, 207.317215, -7.6806259, 16.378, GO17063_LC
212723460, 200.3293762, -7.6764421, 17.172, GO17063_LC
212723782, 208.7558746, -7.6676211, 14.602, GO17063_LC
212724146, 201.7519073, -7.6580391, 14.061, GO17011_LC|GO17063_LC|GO17068_LC
212724289, 204.903244, -7.6544132, 14.995, GO17011_LC|GO17063_LC|GO17068_LC
212724410, 203.3755188, -7.6510711, 15.3, GO17063_LC|GO17068_LC
212724428, 207.9397125, -7.6505332, 15.786, GO17063_LC|GO17068_LC
212724846, 204.4885559, -7.6399679, 17.21, GO17063_LC
212725241, 200.4891968, -7.629828, 16.851, GO17063_LC
212725540, 202.9441223, -7.6212239, 16.725, GO17063_LC
212725836, 203.0723877, -7.6146569, 13.941, GO17049_LC|GO17063_LC|GO17068_LC
212725929, 202.4806824, -7.612556, 15.95, GO17063_LC|GO17068_LC
212725995, 200.7431183, -7.6110392, 16.298, GO17063_LC
212726098, 202.7885132, -7.6087189, 14.654, GO17011_LC|GO17063_LC|GO17068_LC
212726172, 204.3363647, -7.6069798, 16.92, GO17063_LC
212726251, 205.8480682, -7.6049891, 16.575, GO17063_LC
212726403, 203.1276703, -7.601079, 17.335, GO17063_LC
212726424, 202.7430878, -7.6006098, 13.146, GO17063_LC|GO17068_LC
212726585, 203.389801, -7.59621, 15.138, GO17063_LC|GO17068_LC
212726645, 198.5820465, -7.5945382, 17.09, GO17063_LC
212726670, 202.4385376, -7.5940828, 16.534, GO17063_LC
212726782, 199.553772, -7.590764, 15.448, GO17063_LC|GO17068_LC
212726873, 203.4623566, -7.5885582, 16.581, GO17063_LC
212727036, 207.5409393, -7.58459, 16.266, GO17063_LC
212727107, 205.350296, -7.5830541, 14.445, GO17063_LC|GO17068_LC
212727483, 202.5524445, -7.5724211, 15.718, GO17063_LC|GO17068_LC
212727501, 203.5561371, -7.5720401, 17.216, GO17063_LC
212727717, 199.947937, -7.5660958, 15.171, GO17063_LC|GO17068_LC
212727860, 204.6446228, -7.5629869, 16.43, GO17063_LC
212727931, 203.6145935, -7.5609488, 15.579, GO17063_LC|GO17068_LC
212728035, 200.5714722, -7.5582671, 14.734, GO17063_LC|GO17068_LC
212728147, 206.4891205, -7.5556679, 17.109, GO17063_LC
212728241, 203.5366058, -7.5531878, 15.233, GO17063_LC|GO17068_LC
212728271, 205.7245789, -7.552537, 16.032, GO17063_LC|GO17068_LC
212728520, 207.5821991, -7.5466371, 16.277, GO17063_LC
212728769, 198.4932861, -7.5405059, 12.247, GO17063_LC|GO17068_LC
212729192, 203.4663696, -7.5291839, 15.398, GO17063_LC|GO17068_LC
212729322, 200.0963898, -7.525876, 13.931, GO17063_LC|GO17068_LC
212729341, 199.7349396, -7.5252252, 14.609, GO17063_LC|GO17068_LC
212729390, 203.7114258, -7.5240879, 14.384, GO17063_LC|GO17068_LC
212729484, 200.2002106, -7.5214472, 14.509, GO17063_LC|GO17068_LC
212729516, 200.1513824, -7.5207548, 16.184, GO17063_LC|GO17068_LC
212729568, 208.299469, -7.519289, 16.853, GO17063_LC|GO17068_LC
212729852, 209.4759521, -7.5120339, 14.901, GO17063_LC|GO17068_LC
212729966, 199.8975677, -7.5093722, 14.263, GO17049_LC|GO17063_LC|GO17068_LC
212729977, 202.2583466, -7.5091619, 15.752, GO17063_LC|GO17068_LC
212730061, 209.0038757, -7.507, 13.615, GO17049_LC|GO17063_LC|GO17068_LC
212730139, 200.0231476, -7.5051351, 15.356, GO17063_LC|GO17068_LC
212730142, 205.9418335, -7.5050902, 13.598, GO17049_LC|GO17063_LC|GO17068_LC
212730147, 205.1082153, -7.5049901, 15.191, GO17063_LC|GO17068_LC
212730225, 202.3551178, -7.503274, 14.948, GO17011_LC|GO17063_LC|GO17068_LC
212730253, 208.5718689, -7.502284, 14.048, GO17049_LC|GO17063_LC|GO17068_LC
212730603, 200.5896149, -7.493557, 12.668, GO17049_LC|GO17063_LC|GO17068_LC
212730634, 199.5172729, -7.4929781, 17.349, GO17063_LC
212730726, 206.320694, -7.490448, 14.896, GO17063_LC|GO17068_LC
212730880, 198.7493896, -7.4866352, 16.256, GO17063_LC
212730919, 204.6902161, -7.485765, 12.8, GO17049_LC|GO17063_LC|GO17065_LC|GO17068_LC
212731223, 202.5614777, -7.4774361, 14.571, GO17063_LC|GO17068_LC
212731290, 198.8347015, -7.4755998, 17.359, GO17063_LC
212731669, 198.6107941, -7.4658031, 14.411, GO17011_LC|GO17063_LC|GO17068_LC
212732432, 204.3566895, -7.4466138, 16.568, GO17063_LC
212732459, 199.8143463, -7.4459348, 15.688, GO17063_LC|GO17068_LC
212732527, 199.9291229, -7.4445219, 16.759, GO17063_LC
212732573, 205.6424255, -7.4433188, 12.252, GO17049_LC|GO17063_LC|GO17065_LC|GO17068_LC
212732598, 200.8621368, -7.442462, 15.407, GO17063_LC|GO17068_LC
212732779, 206.3624725, -7.43817, 17.156, GO17063_LC
212732830, 207.7698822, -7.4369369, 16.78, GO17063_LC
212733136, 206.1338043, -7.4292188, 15.442, GO17063_LC|GO17068_LC
212733143, 199.6209564, -7.4290099, 16.232, GO17063_LC
212733211, 209.0899811, -7.427177, 16.553, GO17063_LC|GO17068_LC
212733409, 198.5132904, -7.4224558, 16.936, GO17063_LC
212733486, 203.8210144, -7.420578, 17.057, GO17063_LC
212733501, 206.2625732, -7.4202232, 14.95, GO17063_LC|GO17068_LC
212733532, 206.1063843, -7.4193258, 15.752, GO17063_LC|GO17068_LC
212733589, 201.500885, -7.417665, 17.412, GO17063_LC
212733722, 202.1529846, -7.4146538, 14.968, GO17063_LC|GO17068_LC
212733848, 206.6321716, -7.4115381, 16.546, GO17063_LC
212733901, 207.6363831, -7.4101338, 15.744, GO17063_LC|GO17068_LC
212733983, 205.391861, -7.408318, 14.967, GO17063_LC|GO17068_LC
212734063, 203.779068, -7.4062152, 16.612, GO17063_LC
212734070, 209.3744507, -7.4060102, 16.535, GO17063_LC|GO17068_LC
212734146, 200.0067902, -7.4039211, 14.867, GO17063_LC|GO17068_LC
212734176, 206.3222656, -7.403224, 13.464, GO17049_LC|GO17063_LC|GO17068_LC
212734188, 206.6636658, -7.402914, 15.711, GO17063_LC|GO17068_LC
212734450, 201.6917114, -7.3963509, 14.446, GO17063_LC|GO17068_LC
212734487, 200.4113464, -7.3956308, 16.27, GO17063_LC
212734568, 200.1005554, -7.3937168, 16.938, GO17063_LC
212734678, 204.4124756, -7.3911209, 16.629, GO17063_LC
212734748, 203.0369873, -7.3891978, 14.914, GO17063_LC|GO17068_LC
212734756, 205.9350739, -7.3887739, 16.028, GO17063_LC|GO17068_LC
212734783, 208.896347, -7.3879771, 11.603, GO17001_LC|GO17026_LC|GO17038_LC|GO17052_LC|GO17063_LC|GO17068_LC|GO17052_SC
212734926, 202.328476, -7.3846722, 15.673, GO17063_LC|GO17068_LC
212735079, 200.6265411, -7.3804102, 16.378, GO17063_LC
212735129, 205.0604095, -7.3791518, 13.546, GO17049_LC|GO17063_LC|GO17068_LC
212735198, 199.8874817, -7.3773389, 17.558, GO17063_LC
212735223, 204.3670502, -7.376708, 15.814, GO17063_LC|GO17068_LC
212735416, 199.8883209, -7.3723249, 14.62, GO17011_LC|GO17063_LC|GO17068_LC
212735443, 202.8904114, -7.3716731, 17.002, GO17063_LC
212735708, 209.290863, -7.3650589, 17.136, GO17063_LC|GO17068_LC
212735753, 206.2624207, -7.3636632, 17.112, GO17063_LC
212735765, 207.3188477, -7.3631792, 17.0, GO17063_LC
212736073, 202.0326691, -7.354681, 13.246, GO17063_LC|GO17068_LC
212736104, 208.0909576, -7.3538051, 14.758, GO17063_LC|GO17068_LC
212736124, 206.384079, -7.3532181, 14.914, GO17063_LC|GO17068_LC
212736213, 203.4648132, -7.3510141, 15.989, GO17063_LC|GO17068_LC
212736277, 206.153183, -7.3493052, 17.15, GO17063_LC
212736286, 199.5555878, -7.3491011, 13.551, GO17063_LC|GO17068_LC
212736314, 208.2076569, -7.3483868, 14.751, GO17063_LC|GO17068_LC
212736459, 201.671463, -7.344481, 17.043, GO17063_LC
212736518, 202.1746979, -7.3428788, 15.3, GO17063_LC|GO17068_LC
212736834, 202.3822021, -7.3348312, 17.408, GO17063_LC
212736835, 200.3263092, -7.3348098, 15.601, GO17063_LC
212736877, 200.5660248, -7.3337021, 16.56, GO17063_LC
212737057, 206.0049896, -7.3288412, 13.337, GO17049_LC|GO17063_LC|GO17068_LC
212737078, 204.9264984, -7.3283401, 16.672, GO17063_LC
212737189, 208.5390472, -7.3250089, 15.959, GO17063_LC|GO17068_LC
212737271, 203.319931, -7.3227859, 16.695, GO17063_LC
212737501, 204.4162292, -7.31669, 15.741, GO17063_LC|GO17068_LC
212737528, 203.6482849, -7.3159618, 15.67, GO17063_LC|GO17068_LC
212737826, 202.1031799, -7.3082261, 13.092, GO17049_LC|GO17063_LC
212738008, 205.3348389, -7.3035092, 16.861, GO17063_LC
212738061, 206.5287476, -7.3022628, 15.734, GO17063_LC|GO17068_LC
212738116, 202.1969604, -7.3008752, 14.666, GO17011_LC|GO17063_LC|GO17068_LC
212738229, 206.3718872, -7.2976298, 13.989, GO17063_LC|GO17068_LC
212738342, 204.5166931, -7.2948599, 15.018, GO17063_LC|GO17068_LC
212738359, 200.7510071, -7.2944651, 15.031, GO17063_LC|GO17068_LC
212738438, 206.5065613, -7.292778, 16.475, GO17063_LC
212738448, 203.2237396, -7.2925811, 16.713, GO17063_LC
212738452, 204.7984009, -7.2924991, 14.143, GO17063_LC|GO17068_LC
212738511, 201.3919983, -7.2906151, 15.968, GO17063_LC|GO17068_LC
212738623, 204.8942261, -7.2875872, 13.668, GO17063_LC|GO17068_LC
212738657, 202.6784973, -7.2868061, 16.062, GO17063_LC|GO17068_LC
212738703, 200.33078, -7.2857342, 16.38, GO17063_LC
212739246, 200.554306, -7.272243, 15.195, GO17063_LC|GO17068_LC
212739311, 202.195282, -7.2704949, 15.547, GO17063_LC|GO17068_LC
212739521, 198.8478851, -7.2644501, 14.276, GO17063_LC|GO17068_LC
212739562, 202.5582733, -7.2633629, 17.761, GO17063_LC
212739770, 208.2005768, -7.2573209, 16.724, GO17063_LC|GO17068_LC
212739934, 208.1620026, -7.2525592, 15.338, GO17063_LC
212740148, 203.0758057, -7.2467728, 13.996, GO17011_LC|GO17063_LC|GO17068_LC
212740247, 208.080368, -7.243814, 14.083, GO17063_LC|GO17068_LC
212740396, 203.0806427, -7.2397122, 17.114, GO17063_LC
212740906, 201.7639618, -7.2260389, 15.333, GO17063_LC|GO17068_LC
212741108, 199.2775421, -7.2211208, 14.04, GO17049_LC|GO17063_LC|GO17068_LC
212741150, 203.0200348, -7.2199788, 15.508, GO17063_LC|GO17068_LC
212741206, 198.9175873, -7.218493, 16.171, GO17063_LC
212741372, 207.5801392, -7.2138839, 14.378, GO17063_LC|GO17068_LC
