# Summary of K2 Program GO17063

Title: The K2 M Dwarf Project

PI: Dressing, Courtney (University of California, Berkeley)
CoIs: Ian Crossfield (MIT), Joshua Schlieder (NASA Goddard), Kevin Hardegree-Ullman(University of Toledo), Jessie Christiansen (NExScI/IPAC), Erik Petigura (Caltech)



# Targets requested by this program that have been observed (3210)
EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
212481159, 203.9965973, -13.1408663, 15.13, GO17063_LC|GO17068_LC
212481417, 202.4043884, -13.1357641, 12.503, GO17063_LC|GO17068_LC
212481770, 204.4959106, -13.1281557, 16.075, GO17063_LC|GO17068_LC
212481857, 202.2412415, -13.1261587, 16.398, GO17063_LC
212482053, 202.0800323, -13.1221008, 15.829, GO17063_LC|GO17068_LC
212482120, 198.7211151, -13.1206026, 15.876, GO17063_LC|GO17068_LC
212482134, 201.4132843, -13.1202517, 17.057, GO17063_LC
212482235, 201.8003693, -13.1180487, 17.114, GO17063_LC
212482271, 199.2709808, -13.1173153, 13.522, GO17063_LC|GO17068_LC
212482596, 198.9083862, -13.1105061, 17.28, GO17063_LC
212483556, 205.8342285, -13.0907793, 15.291, GO17063_LC|GO17068_LC
212483615, 202.4382172, -13.0896301, 16.737, GO17063_LC
212483941, 202.8976746, -13.0828333, 16.908, GO17063_LC
212484379, 202.4116516, -13.0729876, 16.152, GO17063_LC|GO17068_LC
212484426, 201.8879089, -13.0721092, 15.467, GO17063_LC|GO17068_LC
212484547, 198.7696228, -13.0695181, 17.639, GO17063_LC
212484638, 198.3158264, -13.0674534, 15.305, GO17063_LC|GO17068_LC
212484724, 202.192627, -13.0657825, 16.575, GO17063_LC
212484808, 205.19487, -13.0635595, 16.35, GO17063_LC
212484946, 204.2699127, -13.0602674, 15.385, GO17063_LC|GO17068_LC
212484966, 205.6382294, -13.0597496, 14.382, GO17063_LC|GO17068_LC
212485536, 204.0886383, -13.0465279, 15.767, GO17063_LC|GO17068_LC
212485772, 205.7806702, -13.0416222, 12.876, GO17049_LC|GO17063_LC|GO17065_LC|GO17068_LC
212485822, 202.5343628, -13.0404949, 16.84, GO17063_LC
212486025, 201.1888275, -13.0358467, 15.737, GO17063_LC|GO17068_LC
212486054, 200.836792, -13.0350885, 15.152, GO17063_LC|GO17068_LC
212486348, 198.7019501, -13.0286379, 17.318, GO17063_LC
212486542, 201.6368256, -13.0241127, 13.722, GO17049_LC|GO17063_LC|GO17068_LC
212487059, 200.0694122, -13.0131187, 17.074, GO17063_LC
212487339, 205.5330505, -13.007267, 14.728, GO17063_LC|GO17068_LC
212487416, 199.6610107, -13.005374, 16.906, GO17063_LC
212487561, 202.9752197, -13.0025902, 16.047, GO17063_LC|GO17068_LC
212487709, 202.47229, -12.9992428, 14.948, GO17063_LC|GO17068_LC
212487717, 199.5221405, -12.9990368, 17.264, GO17063_LC
212488191, 204.6973724, -12.9888163, 15.47, GO17063_LC|GO17068_LC
212488248, 202.7063599, -12.9875946, 16.407, GO17063_LC
212489031, 205.4773407, -12.9697018, 15.465, GO17063_LC|GO17068_LC
212489549, 205.6963348, -12.9586277, 16.625, GO17063_LC
212489653, 201.1311493, -12.9561014, 14.438, GO17063_LC|GO17068_LC
212489725, 199.7473907, -12.9544802, 16.805, GO17063_LC
212489845, 205.4289551, -12.9523029, 15.642, GO17063_LC|GO17068_LC
212490034, 197.7200317, -12.9483376, 16.718, GO17063_LC
212490121, 204.6516418, -12.9466295, 14.505, GO17063_LC|GO17068_LC
212490146, 202.335144, -12.946167, 17.297, GO17063_LC
212490221, 199.5361328, -12.9447794, 17.399, GO17063_LC
212490263, 198.2616119, -12.9437304, 17.536, GO17063_LC
212490509, 204.0861359, -12.9383678, 17.058, GO17063_LC
212490654, 198.0769196, -12.9348364, 16.65, GO17063_LC
212490830, 202.4217377, -12.931366, 12.405, GO17049_LC|GO17063_LC|GO17065_LC|GO17068_LC
212490893, 202.6718292, -12.930088, 15.36, GO17063_LC|GO17068_LC
212490897, 199.5994873, -12.9299793, 17.236, GO17063_LC
212491222, 202.0362244, -12.9220209, 15.941, GO17063_LC|GO17068_LC
212491598, 203.0685272, -12.913496, 17.193, GO17063_LC
212491732, 202.1940155, -12.9106693, 16.2, GO17063_LC
212492020, 204.5038147, -12.9046125, 12.967, GO17063_LC|GO17065_LC|GO17068_LC
212492192, 199.2742462, -12.9008627, 13.13, GO17049_LC|GO17063_LC|GO17068_LC
212492268, 198.6905518, -12.8993578, 16.879, GO17063_LC
212492381, 201.4985352, -12.8968449, 16.848, GO17063_LC
212492753, 197.941803, -12.8884296, 15.119, GO17063_LC|GO17068_LC
212492786, 205.5630188, -12.8878431, 16.961, GO17063_LC
212492913, 202.9106903, -12.8852081, 16.751, GO17063_LC
212492955, 202.5471954, -12.8843126, 14.383, GO17049_LC|GO17063_LC|GO17068_LC
212493020, 201.6296082, -12.8829546, 14.595, GO17063_LC|GO17068_LC
212493526, 203.8236847, -12.8714104, 15.397, GO17063_LC|GO17068_LC
212493796, 204.3127747, -12.8657799, 16.733, GO17063_LC
212493901, 205.223587, -12.863657, 12.886, GO17049_LC|GO17063_LC|GO17068_LC
212494315, 199.8932953, -12.8550606, 16.438, GO17063_LC
212494398, 203.6347656, -12.8532047, 17.244, GO17063_LC
212494463, 199.5677795, -12.8517075, 17.295, GO17063_LC
212494508, 205.015686, -12.8506842, 13.517, GO17049_LC|GO17063_LC|GO17068_LC
212494575, 200.7991333, -12.8494043, 15.031, GO17063_LC|GO17068_LC
212494642, 205.2984161, -12.8477049, 15.022, GO17063_LC|GO17068_LC
212494648, 199.5829773, -12.8474779, 16.427, GO17063_LC
212494803, 198.8227692, -12.8438349, 15.891, GO17063_LC|GO17068_LC
212495076, 199.1391296, -12.8380661, 16.531, GO17063_LC
212495247, 205.3732758, -12.8345804, 17.129, GO17063_LC
212495380, 204.3135071, -12.8318024, 13.984, GO17049_LC|GO17063_LC|GO17068_LC
212495614, 204.6365814, -12.826766, 14.057, GO17049_LC|GO17063_LC|GO17068_LC
212495702, 201.7550049, -12.8252697, 16.296, GO17063_LC
212496021, 202.3221893, -12.8187113, 16.851, GO17063_LC
212496082, 202.6838379, -12.8174601, 15.711, GO17063_LC|GO17068_LC
212496113, 204.7386322, -12.8166332, 14.415, GO17063_LC|GO17068_LC
212496283, 199.4496002, -12.8132458, 14.532, GO17063_LC|GO17068_LC
212496706, 199.1022034, -12.8043175, 13.078, GO17049_LC|GO17063_LC|GO17068_LC
212497299, 202.6131287, -12.7915373, 17.092, GO17063_LC
212497362, 199.9136353, -12.7902899, 16.569, GO17063_LC|GO17064_LC
212497504, 198.176178, -12.7873173, 16.395, GO17063_LC
212497637, 199.8840027, -12.7842255, 16.413, GO17063_LC
212497649, 204.1712494, -12.7838974, 12.907, GO17063_LC|GO17065_LC|GO17068_LC
212497713, 200.0279999, -12.7825499, 16.629, GO17063_LC
212497807, 197.9154663, -12.78055, 15.919, GO17063_LC|GO17068_LC
212497913, 205.4651031, -12.7784376, 14.595, GO17063_LC|GO17068_LC
212497958, 205.6159973, -12.7772655, 14.316, GO17063_LC|GO17068_LC
212498111, 200.8274384, -12.7738791, 14.478, GO17049_LC|GO17063_LC|GO17068_LC
212498319, 201.2074127, -12.7696342, 12.432, GO17063_LC|GO17068_LC
212498401, 204.0935516, -12.7679396, 16.563, GO17063_LC
212498683, 199.1776733, -12.7616577, 16.913, GO17063_LC
212499030, 202.5075531, -12.7542915, 17.889, GO17046_LC|GO17063_LC
212499283, 198.3177795, -12.7493811, 14.929, GO17011_LC|GO17063_LC|GO17068_LC
212499451, 200.7900543, -12.7456837, 17.045, GO17063_LC
212499511, 197.7544861, -12.7444181, 15.397, GO17063_LC|GO17068_LC
212499818, 200.7518005, -12.7385283, 15.572, GO17063_LC|GO17068_LC
212499944, 201.7865448, -12.7356367, 17.38, GO17063_LC
212499971, 202.4729004, -12.7351665, 15.879, GO17063_LC|GO17068_LC
212500250, 205.8061981, -12.729291, 17.169, GO17063_LC
212500368, 202.0604858, -12.7267208, 16.811, GO17063_LC
212500373, 200.6355133, -12.7265978, 17.148, GO17063_LC
212500562, 202.8682251, -12.7224407, 16.007, GO17063_LC|GO17068_LC
212500830, 205.3312836, -12.7167645, 16.297, GO17063_LC
212501158, 200.8664551, -12.709425, 16.484, GO17063_LC
212501468, 205.3188934, -12.7026558, 13.367, GO17049_LC|GO17063_LC|GO17068_LC
212501536, 198.2017365, -12.7014236, 15.513, GO17063_LC|GO17068_LC
212501598, 202.1048584, -12.6998892, 13.905, GO17011_LC|GO17063_LC|GO17068_LC
212501837, 203.7643127, -12.6952133, 14.89, GO17063_LC|GO17068_LC
212501927, 202.8226776, -12.6934423, 15.704, GO17063_LC|GO17068_LC
212501934, 204.2022705, -12.6932917, 16.741, GO17063_LC
212502017, 203.9181824, -12.6915541, 15.306, GO17063_LC|GO17068_LC
212502063, 201.60289, -12.6905804, 16.732, GO17063_LC
212502090, 199.4857483, -12.6900272, 14.136, GO17049_LC|GO17063_LC|GO17068_LC
212502175, 200.1576843, -12.6881571, 15.465, GO17063_LC|GO17068_LC
212502385, 198.5267029, -12.6835308, 17.218, GO17063_LC
212502557, 203.6592102, -12.6802683, 13.661, GO17049_LC|GO17063_LC|GO17068_LC
212503178, 201.1077576, -12.6667719, 14.701, GO17063_LC|GO17068_LC
212503334, 200.6579132, -12.6631908, 16.228, GO17063_LC
212503448, 197.8526306, -12.6608143, 14.665, GO17063_LC|GO17068_LC
212503453, 198.7641602, -12.6607504, 15.165, GO17063_LC|GO17068_LC
212503605, 198.9448242, -12.6574554, 14.274, GO17063_LC|GO17068_LC
212503641, 204.2175446, -12.6568012, 16.989, GO17063_LC
212503716, 201.4331818, -12.6549711, 15.572, GO17063_LC|GO17068_LC
212503789, 204.2201233, -12.6537447, 16.555, GO17063_LC
212503795, 199.9752808, -12.6535978, 16.991, GO17063_LC
212503962, 198.0179138, -12.6500883, 16.218, GO17063_LC
212503969, 202.1454926, -12.6499395, 16.313, GO17063_LC
212504073, 198.801239, -12.6476221, 14.036, GO17063_LC|GO17068_LC
212504102, 204.0283966, -12.6470556, 16.307, GO17063_LC
212504207, 202.4354248, -12.6449089, 15.21, GO17063_LC|GO17068_LC
212504214, 198.7492218, -12.6448011, 12.576, GO17049_LC|GO17063_LC|GO17065_LC
212504568, 199.7019348, -12.6369457, 16.627, GO17063_LC
212504693, 204.2239838, -12.6341362, 16.135, GO17063_LC|GO17068_LC
212504711, 203.7267609, -12.6336918, 17.419, GO17063_LC
212504930, 199.6240082, -12.6291323, 15.708, GO17063_LC|GO17068_LC
212504958, 201.2913666, -12.6286325, 16.827, GO17063_LC
212505029, 204.8416595, -12.6266336, 12.845, GO17049_LC|GO17063_LC|GO17065_LC|GO17068_LC
212505172, 204.213974, -12.6239624, 15.719, GO17063_LC|GO17068_LC
212505527, 202.7990112, -12.6166677, 16.508, GO17063_LC
212505650, 204.3997345, -12.6141672, 14.798, GO17063_LC|GO17068_LC
212505890, 200.9391174, -12.6095362, 16.068, GO17063_LC|GO17068_LC
212505935, 198.5804749, -12.6087227, 14.858, GO17011_LC|GO17063_LC|GO17068_LC
212505949, 204.6746063, -12.6083813, 12.699, GO17049_LC|GO17063_LC|GO17065_LC|GO17068_LC
212506068, 200.7354584, -12.6056347, 16.255, GO17063_LC
212506109, 201.3947296, -12.6049118, 17.062, GO17063_LC
212506183, 202.7622528, -12.6032257, 14.322, GO17063_LC|GO17068_LC
212506479, 208.8087769, -12.596694, 16.589, GO17063_LC
212506493, 202.6754913, -12.5963936, 14.407, GO17063_LC|GO17068_LC
212506661, 199.7216797, -12.592639, 16.902, GO17063_LC
212506719, 198.2986298, -12.5914774, 16.772, GO17063_LC
212506944, 199.1292114, -12.5867281, 16.747, GO17063_LC
212507037, 202.5097351, -12.5844059, 16.961, GO17063_LC
212507056, 197.7911377, -12.5838919, 14.365, GO17063_LC|GO17068_LC
212507173, 198.7657471, -12.5816908, 11.917, GO17049_LC|GO17063_LC|GO17065_LC|GO17068_LC
212507494, 203.8615417, -12.5745754, 17.317, GO17063_LC
212507566, 202.4978333, -12.5730944, 16.196, GO17063_LC|GO17068_LC
212507582, 198.7797699, -12.5728712, 14.753, GO17063_LC|GO17068_LC
212507865, 204.2975769, -12.5666304, 14.739, GO17063_LC|GO17068_LC
212508049, 199.7940369, -12.5629301, 13.641, GO17063_LC|GO17068_LC
212508143, 197.686142, -12.5610027, 16.121, GO17063_LC|GO17068_LC
212508161, 199.6584473, -12.560565, 15.918, GO17063_LC|GO17068_LC
212508362, 199.5582581, -12.5563946, 15.288, GO17063_LC|GO17068_LC
212508401, 202.2570648, -12.5553389, 15.178, GO17063_LC|GO17068_LC
212508625, 198.1630554, -12.5507307, 15.748, GO17063_LC|GO17068_LC
212508633, 198.2848206, -12.5505009, 16.023, GO17063_LC|GO17068_LC
212508858, 197.9411469, -12.5460157, 17.185, GO17063_LC
212508888, 201.7838287, -12.5453053, 16.545, GO17063_LC
212509069, 208.6159058, -12.541091, 16.221, GO17063_LC
212509138, 208.3378296, -12.5398664, 15.491, GO17063_LC|GO17068_LC
212509431, 202.0463409, -12.5333567, 15.346, GO17063_LC|GO17068_LC
212510111, 203.8730316, -12.5179014, 16.707, GO17063_LC
212510340, 199.2960052, -12.5131025, 15.778, GO17063_LC|GO17068_LC
212510350, 199.1508179, -12.512867, 16.372, GO17063_LC
212510522, 197.9105682, -12.5093603, 17.319, GO17063_LC
212510707, 199.0570679, -12.5050812, 14.522, GO17011_LC|GO17063_LC|GO17068_LC
212511039, 201.7825623, -12.498107, 16.433, GO17063_LC
212511061, 208.5545197, -12.4976711, 16.845, GO17063_LC
212511107, 201.9120789, -12.4965477, 17.024, GO17063_LC
212511333, 202.1614685, -12.491847, 16.334, GO17063_LC
212511482, 198.9827271, -12.488987, 16.814, GO17063_LC
212511802, 208.2183228, -12.4821796, 15.581, GO17063_LC|GO17068_LC
212512022, 202.4239807, -12.4781351, 16.643, GO17063_LC
212512882, 199.4808655, -12.459363, 16.165, GO17063_LC|GO17068_LC
212512942, 208.4779358, -12.4579496, 13.224, GO17049_LC|GO17063_LC|GO17068_LC
212513505, 200.8568573, -12.4461718, 16.352, GO17063_LC
212513758, 208.3551483, -12.4411316, 13.076, GO17063_LC|GO17068_LC
212514305, 198.2199097, -12.429162, 15.444, GO17063_LC|GO17068_LC
212514607, 201.9594727, -12.423563, 16.618, GO17063_LC
212514698, 202.5979462, -12.421627, 15.956, GO17063_LC|GO17068_LC
212514921, 198.822052, -12.4171743, 15.964, GO17063_LC|GO17068_LC
212515529, 208.5182953, -12.4043379, 15.582, GO17063_LC|GO17068_LC
212515898, 198.4246826, -12.396122, 13.49, GO17063_LC|GO17068_LC
212515972, 199.3553009, -12.3947849, 17.347, GO17063_LC
212516025, 198.2398071, -12.3937149, 13.459, GO17063_LC|GO17068_LC
212516184, 198.9177399, -12.3902111, 15.416, GO17063_LC|GO17068_LC
212516189, 198.4633331, -12.390152, 16.416, GO17063_LC
212516278, 208.7935791, -12.3881292, 15.49, GO17063_LC|GO17068_LC
212516306, 201.028717, -12.3875809, 15.225, GO17063_LC|GO17068_LC
212516329, 199.9112396, -12.3871946, 15.895, GO17063_LC|GO17068_LC
212516492, 202.6242065, -12.3839388, 17.38, GO17063_LC
212516499, 199.5885468, -12.3838654, 16.187, GO17063_LC|GO17068_LC
212516561, 201.8458862, -12.3824997, 15.658, GO17063_LC|GO17068_LC
212517044, 201.0189514, -12.3724556, 15.206, GO17063_LC|GO17068_LC
212517078, 198.5234985, -12.3720036, 16.124, GO17063_LC|GO17068_LC
212517093, 200.7123871, -12.3717585, 16.246, GO17063_LC
212517184, 202.7090607, -12.3700399, 16.652, GO17063_LC
212517560, 206.8895264, -12.3616562, 16.285, GO17063_LC
212517760, 198.6217957, -12.3571987, 17.308, GO17063_LC
212518213, 208.67659, -12.3472223, 15.246, GO17063_LC|GO17068_LC
212518512, 198.9964905, -12.3413935, 14.002, GO17063_LC|GO17068_LC
212518629, 199.1893158, -12.3389406, 12.46, GO17001_LC|GO17038_LC|GO17052_LC|GO17063_LC|GO17065_LC|GO17068_LC|GO17052_SC
212518679, 200.7931976, -12.3381214, 12.162, GO17001_LC|GO17052_LC|GO17063_LC|GO17068_LC|GO17052_SC
212518700, 201.7355804, -12.3375721, 15.427, GO17063_LC|GO17068_LC
212518827, 198.6898804, -12.3349056, 16.487, GO17063_LC
212518855, 199.9535828, -12.3344011, 14.841, GO17063_LC|GO17068_LC
212519002, 198.5134888, -12.3314981, 16.012, GO17063_LC|GO17068_LC
212519032, 202.1057281, -12.3309641, 15.299, GO17063_LC|GO17068_LC
212519411, 207.5556183, -12.3224087, 15.649, GO17063_LC|GO17068_LC
212519449, 202.1074066, -12.3216848, 17.551, GO17063_LC
212519466, 201.9584351, -12.3212547, 15.637, GO17063_LC|GO17068_LC
212519505, 208.997345, -12.3203392, 16.936, GO17063_LC
212520033, 198.0330505, -12.3096733, 17.224, GO17063_LC
212520127, 207.4723206, -12.3077335, 16.474, GO17063_LC|GO17064_LC
212520171, 207.0027161, -12.306592, 17.264, GO17063_LC
212520239, 198.2942505, -12.3053541, 15.355, GO17063_LC|GO17068_LC
212520700, 207.956543, -12.2954807, 16.006, GO17063_LC|GO17068_LC
212520991, 199.8989716, -12.288085, 16.954, GO17063_LC
212521148, 200.7258606, -12.2847719, 13.718, GO17063_LC|GO17068_LC
212521372, 201.0496368, -12.280014, 13.341, GO17063_LC|GO17068_LC
212521543, 201.0518799, -12.2764683, 14.052, GO17063_LC|GO17068_LC
212521741, 199.4907532, -12.272522, 15.282, GO17063_LC|GO17068_LC
212521953, 198.7421875, -12.2679787, 14.378, GO17049_LC|GO17063_LC|GO17068_LC
212522198, 198.9252625, -12.2631788, 15.036, GO17063_LC|GO17068_LC
212522298, 197.7486877, -12.2608786, 14.461, GO17049_LC|GO17063_LC|GO17068_LC
212522528, 201.5075836, -12.2562551, 16.425, GO17063_LC
212522596, 199.5855408, -12.2550697, 16.305, GO17063_LC
212523361, 200.8059998, -12.2384577, 15.225, GO17063_LC|GO17068_LC
212524545, 199.13797, -12.2134771, 17.01, GO17063_LC
212524875, 205.5935364, -12.206851, 14.914, GO17011_LC|GO17063_LC|GO17068_LC
212524959, 205.5918274, -12.205142, 16.239, GO17063_LC
212525174, 205.9107513, -12.201292, 13.65, GO17027_LC|GO17048_LC|GO17049_LC|GO17063_LC|GO17068_LC
212525289, 206.8190918, -12.1989508, 17.159, GO17063_LC
212525371, 208.3690186, -12.1968927, 16.597, GO17063_LC
212525717, 207.2417908, -12.1900797, 17.04, GO17063_LC
212525830, 208.7666321, -12.1875887, 17.386, GO17063_LC
212525869, 208.1360931, -12.1867123, 17.163, GO17063_LC
212526009, 198.4297028, -12.1837788, 16.559, GO17063_LC
212526077, 208.4573975, -12.1818752, 17.021, GO17063_LC
212526302, 198.727829, -12.176609, 14.864, GO17063_LC|GO17068_LC
212526531, 207.5960541, -12.1720972, 14.875, GO17063_LC|GO17068_LC
212526880, 198.5953979, -12.1642199, 14.574, GO17049_LC|GO17063_LC|GO17068_LC
212526974, 207.0144501, -12.1622162, 14.852, GO17063_LC|GO17068_LC
212527256, 208.7678223, -12.1564837, 15.282, GO17063_LC|GO17068_LC
212527285, 199.5093842, -12.1558304, 15.597, GO17063_LC|GO17068_LC
212527595, 199.687149, -12.148797, 16.077, GO17063_LC|GO17068_LC
212527642, 199.2815094, -12.1480112, 17.002, GO17063_LC
212527845, 205.783432, -12.1437788, 15.623, GO17063_LC|GO17068_LC
212527920, 208.2158203, -12.1421022, 12.642, GO17063_LC|GO17068_LC
212527982, 207.9601288, -12.1408072, 14.511, GO17063_LC|GO17068_LC
212527995, 198.8662415, -12.1405411, 16.783, GO17063_LC
212528040, 207.3284149, -12.139533, 16.442, GO17063_LC
212528119, 207.091629, -12.1378012, 15.54, GO17063_LC|GO17068_LC
212528473, 207.1763, -12.1306887, 13.662, GO17049_LC|GO17063_LC|GO17068_LC
212528509, 201.0276489, -12.1298428, 15.681, GO17063_LC|GO17068_LC
212528674, 207.5138855, -12.1264858, 17.363, GO17063_LC
212529254, 198.9590912, -12.1145535, 15.89, GO17063_LC|GO17068_LC
212529345, 199.1540833, -12.1125393, 14.481, GO17063_LC|GO17068_LC
212529641, 197.9913177, -12.105381, 16.252, GO17063_LC
212529655, 199.7908783, -12.1049137, 16.394, GO17063_LC
212529780, 199.0864868, -12.1023121, 15.443, GO17063_LC|GO17068_LC
212529927, 205.720047, -12.0992832, 15.118, GO17063_LC|GO17068_LC
212530021, 206.6354828, -12.0973063, 15.588, GO17063_LC|GO17068_LC
212530052, 205.9252472, -12.0965424, 17.28, GO17063_LC
212530155, 207.6859589, -12.0941591, 13.143, GO17049_LC|GO17063_LC|GO17068_LC
212530398, 205.2955475, -12.0882711, 17.166, GO17063_LC
212530471, 207.2301941, -12.086628, 17.416, GO17063_LC
212530488, 205.3283386, -12.0863199, 15.565, GO17063_LC|GO17068_LC
212530594, 199.3417358, -12.0833464, 14.975, GO17063_LC|GO17068_LC
212530684, 200.773407, -12.0810156, 17.05, GO17063_LC
212531271, 205.00177, -12.0678358, 16.776, GO17063_LC
212531386, 205.3356476, -12.0656834, 16.658, GO17063_LC
212531452, 198.4179993, -12.0643911, 16.146, GO17063_LC|GO17068_LC
212531537, 205.245224, -12.0622206, 15.005, GO17063_LC|GO17068_LC
212531779, 204.3552094, -12.0576048, 13.756, GO17063_LC|GO17068_LC
212532004, 200.0398865, -12.0525036, 16.208, GO17063_LC|GO17068_LC
212532123, 205.6888428, -12.0496035, 16.007, GO17063_LC|GO17068_LC
212532309, 199.3070374, -12.0456753, 16.906, GO17063_LC
212532425, 197.8312683, -12.0432215, 15.019, GO17063_LC|GO17068_LC
212532636, 205.7254181, -12.0385857, 14.046, GO17027_LC|GO17049_LC|GO17063_LC|GO17068_LC|GO17027_SC
212532773, 198.9494934, -12.0355787, 16.072, GO17063_LC|GO17068_LC
212532837, 205.3894501, -12.0342464, 17.367, GO17063_LC
212532965, 198.338623, -12.0314789, 16.391, GO17063_LC
212533086, 205.3827209, -12.0289783, 17.42, GO17063_LC
212533301, 205.3643646, -12.0241556, 16.766, GO17063_LC
212533450, 204.7622986, -12.0210733, 17.116, GO17063_LC
212533569, 199.1928253, -12.0185223, 16.526, GO17063_LC
212534106, 199.7732391, -12.0067587, 15.602, GO17063_LC|GO17068_LC
212534124, 199.5851593, -12.0062485, 17.038, GO17063_LC
212534464, 207.4471436, -11.9996986, 16.203, GO17063_LC
212534575, 207.3629761, -11.9972944, 17.196, GO17063_LC
212534699, 207.6468811, -11.9947548, 16.343, GO17063_LC
212534787, 207.1156769, -11.9931288, 14.939, GO17063_LC|GO17068_LC
212534902, 198.4934998, -11.9909, 15.535, GO17063_LC|GO17068_LC
212534971, 208.5046997, -11.9893064, 16.443, GO17063_LC
212535973, 208.8158264, -11.9689493, 13.509, GO17049_LC|GO17063_LC|GO17068_LC
212536098, 204.9782715, -11.9666214, 16.067, GO17063_LC
212536401, 199.6038055, -11.9597511, 16.243, GO17063_LC
212536460, 198.5384827, -11.9585075, 15.842, GO17063_LC|GO17068_LC
212536538, 204.4497986, -11.9569483, 16.196, GO17063_LC|GO17068_LC
212536748, 198.7974548, -11.9526682, 17.622, GO17063_LC
212537023, 206.9901733, -11.9472237, 16.259, GO17063_LC
212537186, 199.3958435, -11.9438295, 11.666, GO17049_LC|GO17063_LC|GO17065_LC|GO17068_LC
212537444, 208.2067871, -11.9386826, 16.068, GO17063_LC|GO17068_LC
212537690, 208.3094177, -11.9333744, 16.567, GO17063_LC
212537929, 205.5348663, -11.9287872, 15.656, GO17063_LC|GO17068_LC
212538089, 198.8315125, -11.9256077, 15.37, GO17063_LC|GO17068_LC
212538367, 206.9430389, -11.9197598, 16.72, GO17063_LC
212538650, 207.3638458, -11.9141903, 17.198, GO17063_LC
212539065, 204.4554443, -11.9055166, 16.248, GO17063_LC
212539573, 205.8637238, -11.895174, 13.15, GO17063_LC|GO17068_LC
212539822, 208.5703125, -11.8903379, 16.804, GO17063_LC
212540174, 205.4815369, -11.8841572, 14.869, GO17005_LC|GO17063_LC|GO17068_LC
212540414, 198.9043121, -11.8791552, 16.371, GO17063_LC
212540442, 207.9433899, -11.878767, 16.778, GO17063_LC
212540848, 205.895813, -11.8700867, 15.599, GO17063_LC|GO17068_LC
212540997, 205.8973694, -11.8676205, 16.662, GO17063_LC
212541175, 207.4272766, -11.8639774, 16.866, GO17063_LC
212541361, 208.6123505, -11.8598804, 15.208, GO17063_LC|GO17068_LC
212541386, 203.8680725, -11.859354, 14.231, GO17049_LC|GO17063_LC|GO17068_LC
212541775, 208.0571136, -11.8514462, 16.417, GO17063_LC
212541945, 206.6907501, -11.8475008, 16.064, GO17063_LC|GO17068_LC
212542089, 198.9191742, -11.8442612, 16.736, GO17063_LC
212542250, 198.6681519, -11.8407812, 16.505, GO17063_LC
212542261, 203.7370605, -11.8405733, 13.591, GO17049_LC|GO17063_LC|GO17068_LC
212542265, 206.6828918, -11.8405504, 15.514, GO17063_LC|GO17068_LC
212542348, 199.0259094, -11.8389034, 15.427, GO17063_LC|GO17068_LC
212542706, 199.0695953, -11.8316078, 15.802, GO17063_LC|GO17068_LC
212542854, 203.8901215, -11.8288841, 17.276, GO17063_LC
212542861, 208.9823151, -11.8286219, 13.029, GO17040_LC|GO17049_LC|GO17063_LC|GO17068_LC
212542895, 208.517334, -11.8279457, 16.495, GO17063_LC
212542971, 203.1278381, -11.8263884, 15.68, GO17063_LC|GO17068_LC
212543003, 197.9861755, -11.8257647, 12.64, GO17049_LC|GO17063_LC|GO17065_LC|GO17068_LC
212543368, 204.8481598, -11.817749, 15.834, GO17063_LC|GO17068_LC
212543443, 207.546463, -11.8157978, 16.881, GO17063_LC
