EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
231139691, 256.719517, -24.559793, 9.012, GO11122_LC|GO11101_LC|GO11052_LC|GO11127_LC
231141675, 257.067534, -24.546186, 10.858, GO11122_LC|GO11038_LC|GO11052_LC
231148732, 256.920727, -24.498627, 9.742, GO11107_LC|GO11122_LC|GO11038_LC|GO11052_LC|GO11127_LC
231151602, 256.391298, -24.479139, 9.475, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
231159487, 257.168341, -24.424281, 9.55, GO11122_LC|GO11052_LC
231167061, 256.34692, -24.371201, 10.893, GO11122_LC|GO11024_LC|GO11052_LC
231169252, 254.959237, -24.355678, 9.635, GO11021_LC|GO11052_LC
231188656, 257.039061, -24.218273, 9.978, GO11122_LC|GO11024_LC|GO11052_LC
231190369, 257.563698, -24.206078, 11.258, GO11071_LC|GO11122_LC|GO11052_LC
231190822, 254.98558, -24.202983, 9.598, GO11122_LC|GO11002_LC|GO11052_LC|GO11019_LC
231191024, 254.98679, -24.201475, 10.142, GO11122_LC|GO11052_LC|GO11019_LC
231198325, 257.511927, -24.149693, 9.8, GO11122_LC|GO11024_LC|GO11052_LC
231202219, 256.700244, -24.121555, 10.266, GO11122_LC|GO11024_LC|GO11052_LC
231208173, 255.164599, -24.078663, 11.188, GO11071_LC|GO11122_LC|GO11052_LC|GO11019_LC
231215696, 256.485143, -24.024599, 11.063, GO11122_LC|GO11038_LC|GO11052_LC
231227284, 256.644619, -23.944685, 11.541, GO11038_LC|GO11052_LC
231231442, 257.514139, -23.916508, 10.499, GO11122_LC|GO11038_LC|GO11052_LC
231232624, 257.638736, -23.908232, 10.6, GO11122_LC|GO11024_LC|GO11052_LC
231250217, 256.905399, -23.782408, 10.483, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
231253122, 255.142172, -23.760823, 10.12, GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
231253867, 256.312378, -23.755377, 10.174, GO11122_LC|GO11024_LC|GO11052_LC
231255485, 256.680223, -23.742803, 10.591, GO11122_LC|GO11024_LC|GO11052_LC
231260560, 257.467808, -23.704172, 10.128, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
231261632, 257.992445, -23.695912, 11.08, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
231264900, 257.047636, -23.671209, 9.642, GO11107_LC|GO11101_LC|GO11052_LC|GO11127_LC
231269129, 256.393158, -23.639646, 10.842, GO11049_LC|GO11071_LC|GO11122_LC|GO11050_LC|GO11052_LC
231272079, 255.951937, -23.617635, 8.912, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
231275113, 255.126767, -23.594768, 9.706, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
231277078, 257.528231, -23.579987, 10.291, GO11071_LC|GO11122_LC|GO11002_LC|GO11052_LC
231277267, 256.272346, -23.578608, 10.273, GO11049_LC|GO11071_LC|GO11122_LC|GO11050_LC|GO11052_LC
231278798, 257.393117, -23.56683, 9.984, GO11122_LC|GO11052_LC|GO11019_LC
231282136, 257.679806, -23.541736, 9.991, GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
231282822, 257.775103, -23.537009, 10.376, GO11122_LC|GO11052_LC|GO11019_LC|GO11127_LC
231285847, 255.157632, -23.514438, 8.468, GO11122_LC|GO11038_LC|GO11052_LC|GO11019_LC
231287299, 256.321271, -23.503264, 10.683, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
231288736, 256.378181, -23.49249, 10.68, GO11071_LC|GO11122_LC|GO11052_LC
231289990, 257.701953, -23.482922, 11.238, GO11122_LC|GO11038_LC|GO11052_LC
231290282, 255.93977, -23.480613, 10.666, GO11122_LC|GO11038_LC|GO11052_LC
231297580, 257.90779, -23.424229, 11.073, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
231307754, 257.81311, -23.345488, 10.877, GO11071_LC|GO11122_LC|GO11050_LC|GO11052_LC
231308495, 256.836503, -23.340038, 10.481, GO11122_LC|GO11002_LC|GO11052_LC|GO11019_LC
231375878, 256.495048, -22.757154, 11.185, GO11071_LC|GO11122_LC|GO11052_LC
231402786, 257.604648, -22.493999, 11.367, GO11071_LC|GO11122_LC|GO11052_LC
231411938, 257.434121, -22.400242, 10.182, GO11049_LC|GO11071_LC|GO11122_LC|GO11050_LC|GO11052_LC
231412673, 257.093885, -22.392797, 10.834, GO11071_LC|GO11122_LC|GO11052_LC
231443050, 256.756981, -22.095136, 11.284, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
231443717, 257.525056, -22.088801, 10.372, GO11122_LC|GO11052_LC
231445350, 256.376274, -22.072755, 7.159, GO11122_LC|GO11052_LC|GO11019_LC|GO11127_LC
231446569, 257.343909, -22.061119, 11.035, GO11049_LC|GO11071_LC|GO11122_LC|GO11050_LC|GO11052_LC
231452269, 256.287781, -22.007957, 9.813, GO11049_LC|GO11071_LC|GO11122_LC|GO11050_LC|GO11052_LC
231452640, 257.68299, -22.004592, 8.916, GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
231478973, 257.337014, -29.900526, 8.474, GO11012_LC|GO11071_LC|GO11122_LC|GO11002_LC|GO11024_LC|GO11052_LC|GO11012_SC
231518505, 257.095883, -29.745392, 9.762, GO11122_LC|GO11024_LC|GO11052_LC
231532027, 257.978336, -29.690467, 9.857, GO11122_LC|GO11101_LC|GO11052_LC|GO11127_LC
231688825, 257.66156, -29.057831, 9.781, GO11122_LC|GO11052_LC
231777845, 255.747425, -28.693885, 10.376, GO11107_LC|GO11122_LC|GO11101_LC|GO11038_LC|GO11052_LC|GO11019_LC|GO11127_LC
231792223, 255.120594, -28.634455, 7.711, GO11122_LC|GO11052_LC|GO11019_LC
231794098, 255.27659, -28.626843, 9.551, GO11122_LC|GO11052_LC|GO11019_LC
231810614, 255.567292, -28.558418, 10.425, GO11122_LC|GO11052_LC|GO11019_LC
231829097, 255.664535, -28.481118, 10.265, GO11122_LC|GO11101_LC|GO11038_LC|GO11052_LC|GO11019_LC
231834462, 255.774519, -28.457921, 10.043, GO11122_LC|GO11101_LC|GO11038_LC|GO11052_LC|GO11019_LC
231836488, 255.977989, -28.449242, 10.122, GO11107_LC|GO11101_LC|GO11038_LC|GO11052_LC|GO11019_LC|GO11127_LC
231836923, 257.508285, -28.447355, 10.098, GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
231846209, 255.654239, -28.408289, 9.281, GO11113_LC|GO11122_LC|GO11101_LC|GO11038_LC|GO11052_LC|GO11019_LC|GO11127_LC
231863227, 254.4844, -28.337328, 10.449, GO11122_LC|GO11052_LC
231865825, 255.54821, -28.326764, 10.111, GO11122_LC|GO11002_LC|GO11036_LC|GO11052_LC|GO11019_LC
231877392, 254.443615, -28.277776, 9.93, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
231896493, 255.74589, -28.196735, 10.415, GO11038_LC|GO11052_LC|GO11019_LC
231909728, 255.317127, -28.140056, 9.34, GO11049_LC|GO11071_LC|GO11122_LC|GO11002_LC|GO11024_LC|GO11052_LC|GO11019_LC
231913234, 255.690394, -28.125352, 10.563, GO11122_LC|GO11101_LC|GO11038_LC|GO11052_LC|GO11127_LC
231916443, 255.938733, -28.111497, 10.273, GO11122_LC|GO11038_LC|GO11052_LC
231919304, 254.067228, -28.099438, 8.436, GO11012_LC|GO11071_LC|GO11122_LC|GO11002_LC|GO11024_LC|GO11052_LC
231921559, 257.382487, -28.089836, 9.714, GO11122_LC|GO11038_LC|GO11052_LC
231949773, 255.037826, -27.968279, 8.404, GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
231953206, 255.032296, -27.953405, 9.713, GO11122_LC|GO11098_LC|GO11024_LC|GO11052_LC
231956421, 254.311543, -27.939042, 9.456, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
231956432, 255.484626, -27.938989, 7.318, GO11122_LC|GO11052_LC|GO11019_LC
231972802, 255.601962, -27.868045, 10.078, GO11122_LC|GO11101_LC|GO11038_LC|GO11082_LC|GO11052_LC|GO11019_LC|GO11127_LC
231975505, 257.529885, -27.856507, 10.332, GO11122_LC|GO11101_LC|GO11052_LC
231992646, 254.059004, -27.782263, 9.3, GO11122_LC|GO11052_LC
231994769, 257.537829, -27.773387, 7.808, GO11122_LC|GO11002_LC|GO11024_LC|GO11052_LC|GO11019_LC
232011005, 256.919123, -27.702217, 8.872, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC
232020298, 257.446519, -27.661662, 10.251, GO11113_LC|GO11122_LC|GO11101_LC|GO11024_LC|GO11052_LC|GO11127_LC
232021957, 255.794618, -27.654372, 10.217, GO11107_LC|GO11101_LC|GO11038_LC|GO11052_LC
232031620, 254.474659, -27.610938, 7.909, GO11122_LC|GO11002_LC|GO11052_LC|GO11019_LC
232052496, 254.21841, -27.517938, 9.177, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
232064080, 254.91029, -27.46479, 10.427, GO11122_LC|GO11052_LC
232067631, 255.275431, -27.447986, 9.585, GO11071_LC|GO11122_LC|GO11052_LC
232073981, 257.253879, -27.417371, 10.335, GO11113_LC|GO11122_LC|GO11101_LC|GO11052_LC|GO11127_LC
232076242, 254.363403, -27.406281, 9.454, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
232090528, 255.398796, -27.339083, 9.794, GO11122_LC|GO11052_LC|GO11019_LC
232094550, 255.664424, -27.320326, 10.261, GO11122_LC|GO11038_LC|GO11052_LC
232109654, 255.330163, -27.251079, 7.729, GO11122_LC|GO11052_LC|GO11019_LC
232125895, 254.8507, -27.178208, 8.618, GO11122_LC|GO11038_LC|GO11052_LC
232131219, 255.616493, -27.153956, 10.158, GO11122_LC|GO11024_LC|GO11052_LC
232132404, 254.815413, -27.148685, 9.846, GO11071_LC|GO11122_LC|GO11052_LC
232140667, 254.627281, -27.112367, 8.734, GO11012_LC|GO11071_LC|GO11122_LC|GO11052_LC|GO11012_SC
232144226, 255.348863, -27.096226, 9.973, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
232144691, 257.948233, -27.094147, 9.893, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC
232145212, 256.751437, -27.091841, 9.246, GO11071_LC|GO11036_LC|GO11052_LC
232145336, 256.751233, -27.091356, 9.246, GO11049_LC|GO11071_LC|GO11122_LC|GO11002_LC|GO11036_LC|GO11052_LC
232147357, 254.772986, -27.081997, 10.035, GO11109_LC|GO11052_LC
232157230, 255.123224, -27.037219, 9.733, GO11122_LC|GO11002_LC|GO11101_LC|GO11056_LC|GO11038_LC|GO11052_LC
232165499, 256.941942, -26.99934, 10.727, GO11071_LC|GO11122_LC|GO11052_LC
232172312, 257.056052, -26.968451, 10.06, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
232173342, 256.596171, -26.963784, 10.433, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
232176025, 255.434138, -26.951627, 8.16, GO11122_LC|GO11038_LC|GO11052_LC|GO11019_LC
232176043, 254.24177, -26.951556, 9.123, GO11109_LC|GO11122_LC|GO11052_LC
232180954, 255.570839, -26.929359, 9.91, GO11122_LC|GO11052_LC
232191032, 257.326606, -26.883304, 10.662, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
232201328, 257.152526, -26.836748, 8.942, GO11122_LC|GO11002_LC|GO11101_LC|GO11056_LC|GO11036_LC|GO11052_LC|GO11127_LC
232205114, 255.364983, -26.8197, 8.92, GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
232214803, 256.731461, -26.776648, 10.506, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
232218434, 255.363086, -26.759825, 10.017, GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
232221298, 256.944929, -26.746647, 10.865, GO11122_LC|GO11052_LC
232222624, 256.909884, -26.740556, 10.137, GO11122_LC|GO11024_LC|GO11052_LC
232230874, 257.903177, -26.702511, 8.078, GO11002_LC|GO11036_LC|GO11052_LC
232239211, 255.281812, -26.664153, 10.197, GO11122_LC|GO11038_LC|GO11052_LC|GO11019_LC
232268986, 257.88364, -26.524929, 11.154, GO11071_LC|GO11122_LC|GO11002_LC|GO11052_LC
232269575, 257.938855, -26.522095, 10.475, GO11122_LC|GO11024_LC|GO11052_LC
232278049, 256.948908, -26.481531, 9.611, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
232283069, 256.290097, -26.457648, 10.599, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
232283848, 257.642896, -26.453637, 11.283, GO11071_LC|GO11122_LC|GO11052_LC
232284277, 257.717245, -26.451689, 8.679, GO11109_LC|GO11122_LC|GO11101_LC|GO11052_LC
232284420, 256.617588, -26.451033, 9.907, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
232286931, 257.94799, -26.439341, 8.446, GO11002_LC|GO11052_LC
232291343, 257.964031, -26.418081, 10.368, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
232300729, 256.770857, -26.371877, 11.662, GO11122_LC|GO11038_LC|GO11052_LC
232309095, 255.52696, -26.330669, 10.04, GO11122_LC|GO11101_LC|GO11038_LC|GO11082_LC|GO11052_LC|GO11019_LC|GO11127_LC
232319475, 256.299316, -26.279618, 10.104, GO11122_LC|GO11098_LC|GO11024_LC|GO11052_LC
232331082, 257.942163, -26.223586, 11.126, GO11122_LC|GO11038_LC|GO11052_LC
232334247, 257.90019, -26.208199, 11.019, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC
233078419, 257.196723, -31.287814, 9.69, GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
233127348, 257.686337, -31.097646, 9.763, GO11071_LC|GO11122_LC|GO11052_LC|GO11019_LC
233160016, 257.591259, -30.969497, 9.722, GO11122_LC|GO11101_LC|GO11052_LC|GO11127_LC
233183196, 257.208372, -30.87669, 9.772, GO11107_LC|GO11101_LC|GO11038_LC|GO11052_LC|GO11127_LC
233193088, 257.523453, -30.837817, 7.905, GO11122_LC|GO11052_LC|GO11019_LC
233195691, 257.289359, -30.827591, 9.729, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
233258382, 257.548709, -30.572134, 9.174, GO11071_LC|GO11122_LC|GO11002_LC|GO11024_LC|GO11052_LC
233278375, 257.271645, -30.49102, 9.636, GO11122_LC|GO11101_LC|GO11038_LC|GO11052_LC|GO11127_LC
233292681, 257.975718, -30.432896, 8.935, GO11012_LC|GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
233390809, 257.137912, -30.038528, 9.497, GO11122_LC|GO11101_LC|GO11052_LC|GO11127_LC
233402735, 258.154291, -17.987065, 9.481, GO11071_LC|GO11122_LC|GO11002_LC|GO11024_LC|GO11052_LC
233404113, 259.252412, -17.979073, 8.636, GO11122_LC|GO11002_LC|GO11036_LC|GO11052_LC|GO11019_LC
233422493, 261.683951, -17.876283, 9.91, GO11122_LC|GO11101_LC|GO11052_LC|GO11019_LC
233423570, 259.387939, -17.870475, 9.568, GO11107_LC|GO11122_LC|GO11052_LC|GO11019_LC|GO11127_LC
233425251, 261.489686, -17.861116, 9.978, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
233430404, 259.418516, -17.82899, 9.257, GO11122_LC|GO11052_LC|GO11019_LC|GO11127_LC
233434079, 259.943483, -17.805541, 9.711, GO11122_LC|GO11028_LC|GO11052_LC|GO11019_LC
233463757, 258.119749, -17.60362, 8.303, GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
233465073, 259.420221, -17.594579, 9.945, GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
233465336, 258.173267, -17.592746, 8.622, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
233466131, 261.63188, -17.587074, 10.092, GO11122_LC|GO11002_LC|GO11036_LC|GO11052_LC|GO11019_LC
233476455, 258.299079, -17.514744, 9.366, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
233476690, 258.871023, -17.513095, 9.489, GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
233483185, 258.590313, -17.466081, 8.251, GO11122_LC|GO11052_LC|GO11019_LC|GO11127_LC
233496248, 261.637594, -17.373126, 8.85, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
233501440, 260.219634, -17.334822, 11.228, GO11071_LC|GO11122_LC|GO11002_LC|GO11101_LC|GO11095_LC|GO11052_LC
233517184, 260.1068, -17.220857, 10.6, GO11038_LC|GO11052_LC
233520391, 260.084121, -17.197524, 9.676, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
233535838, 261.551486, -17.081475, 8.193, GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
233915918, 259.9601, -21.950161, 10.983, GO11122_LC|GO11024_LC|GO11052_LC
233916714, 260.890051, -21.945881, 10.215, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC
233919368, 259.040669, -21.93231, 11.151, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
233924942, 259.385735, -21.903846, 11.15, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
233926540, 261.298453, -21.895572, 9.001, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
233928320, 259.690892, -21.886392, 10.547, GO11122_LC|GO11052_LC
233939771, 259.158865, -21.828122, 11.215, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC
233955238, 259.102903, -21.749011, 10.332, GO11122_LC|GO11038_LC|GO11052_LC
233958456, 259.662272, -21.73231, 11.173, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
233961676, 260.904264, -21.716106, 9.165, GO11071_LC|GO11036_LC|GO11052_LC|GO11019_LC
233961734, 260.904202, -21.715838, 8.66, GO11049_LC|GO11071_LC|GO11122_LC|GO11002_LC|GO11036_LC|GO11052_LC|GO11019_LC
233978370, 260.240983, -21.630723, 10.865, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC
233986359, 259.661532, -21.589402, 9.328, GO11071_LC|GO11113_LC|GO11122_LC|GO11101_LC|GO11082_LC|GO11052_LC|GO11127_LC
234006937, 260.034316, -21.478973, 11.05, GO11071_LC|GO11122_LC|GO11052_LC
234011969, 260.60442, -21.452387, 11.005, GO11071_LC|GO11122_LC|GO11052_LC
234018805, 259.706688, -21.415791, 10.648, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
234030112, 259.359762, -21.356054, 10.894, GO11071_LC|GO11122_LC|GO11052_LC
234037799, 260.178032, -21.316155, 10.477, GO11071_LC|GO11122_LC|GO11052_LC
234050386, 260.144407, -21.252053, 11.462, GO11122_LC|GO11024_LC|GO11052_LC
234071874, 260.604562, -21.142174, 10.234, GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC|GO11127_LC
234080202, 258.728687, -21.100097, 9.947, GO11122_LC|GO11101_LC|GO11052_LC|GO11127_LC
234085179, 259.836039, -21.07482, 10.145, GO11107_LC|GO11122_LC|GO11024_LC|GO11052_LC
234098072, 259.557298, -21.009094, 10.34, GO11122_LC|GO11052_LC
234109260, 260.38616, -20.951489, 10.067, GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
234113978, 259.356848, -20.927735, 9.98, GO11122_LC|GO11101_LC|GO11024_LC|GO11052_LC|GO11127_LC
234123535, 260.285446, -20.879196, 10.668, GO11122_LC|GO11052_LC
234138507, 259.630896, -20.805452, 9.457, GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
234148778, 260.323365, -20.755461, 11.165, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC|GO11019_LC
234150189, 260.864187, -20.748302, 10.911, GO11071_LC|GO11122_LC|GO11098_LC|GO11052_LC|GO11019_LC
234151618, 260.51649, -20.741409, 9.127, GO11123_LC|GO11122_LC|GO11002_LC|GO11056_LC|GO11036_LC|GO11052_LC|GO11019_LC
234154151, 258.887421, -20.729, 10.897, GO11071_LC|GO11122_LC|GO11052_LC
234157610, 260.952453, -20.71195, 10.762, GO11122_LC|GO11052_LC|GO11019_LC
234187349, 259.994487, -20.569626, 10.623, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC|GO11019_LC
234189226, 259.45895, -20.5605, 11.196, GO11122_LC|GO11024_LC|GO11052_LC
234194656, 260.660383, -20.534895, 10.952, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
234201903, 259.718264, -20.499276, 8.629, GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
234204640, 260.278629, -20.485572, 8.79, GO11122_LC|GO11038_LC|GO11052_LC|GO11019_LC
234209102, 259.474087, -20.463799, 9.656, GO11122_LC|GO11052_LC|GO11019_LC|GO11127_LC
234218726, 260.463655, -20.417604, 9.97, GO11122_LC|GO11038_LC|GO11052_LC|GO11019_LC
234222973, 260.691414, -20.396947, 10.323, GO11071_LC|GO11122_LC|GO11002_LC|GO11036_LC|GO11052_LC
234233603, 258.657348, -20.344782, 9.965, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC
234243648, 258.828048, -20.294755, 9.165, GO11122_LC|GO11052_LC|GO11019_LC
234247882, 258.823704, -20.273342, 9.423, GO11122_LC|GO11024_LC|GO11052_LC|GO11019_LC
234256589, 260.821497, -20.230377, 9.996, GO11113_LC|GO11122_LC|GO11024_LC|GO11052_LC|GO11127_LC
234263113, 259.108537, -20.197459, 10.505, GO11071_LC|GO11122_LC|GO11052_LC
234267770, 259.482645, -20.174492, 10.63, GO11122_LC|GO11038_LC|GO11052_LC
234288811, 260.642511, -20.069431, 10.262, GO11122_LC|GO11002_LC|GO11056_LC|GO11038_LC|GO11052_LC
234294178, 260.211966, -20.041346, 11.317, GO11122_LC|GO11038_LC|GO11052_LC
234302963, 261.477945, -19.995495, 9.633, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
234306070, 261.471182, -19.979519, 9.807, GO11049_LC|GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
234329482, 261.419926, -19.860073, 10.939, GO11071_LC|GO11122_LC|GO11052_LC
234331278, 261.446486, -19.850963, 10.359, GO11071_LC|GO11122_LC|GO11052_LC
234388466, 258.416612, -19.548076, 10.162, GO11122_LC|GO11052_LC
234389552, 258.753002, -19.542139, 9.595, GO11107_LC|GO11122_LC|GO11101_LC|GO11038_LC|GO11052_LC|GO11127_LC
234414759, 258.958864, -19.403152, 11.284, GO11071_LC|GO11122_LC|GO11052_LC
234419337, 259.902438, -19.376825, 10.658, GO11122_LC|GO11024_LC|GO11052_LC
234425635, 258.611928, -19.341096, 10.126, GO11071_LC|GO11122_LC|GO11052_LC
234426295, 259.119148, -19.337539, 8.627, GO11071_LC|GO11052_LC
234426374, 259.11943, -19.337108, 8.627, GO11071_LC|GO11122_LC|GO11002_LC|GO11036_LC|GO11052_LC
234440852, 259.053285, -19.254595, 10.584, GO11071_LC|GO11122_LC|GO11098_LC|GO11052_LC
234440875, 259.456868, -19.254487, 10.884, GO11071_LC|GO11122_LC|GO11052_LC
234441334, 259.709226, -19.25184, 9.267, GO11071_LC|GO11002_LC|GO11036_LC|GO11052_LC
234441378, 259.709408, -19.251602, 9.267, GO11071_LC|GO11122_LC|GO11036_LC|GO11052_LC
234442672, 258.292261, -19.244262, 10.475, GO11071_LC|GO11122_LC|GO11052_LC
234446956, 258.846604, -19.219432, 10.288, GO11098_LC|GO11052_LC
234457647, 258.883079, -19.158768, 11.292, GO11049_LC|GO11071_LC|GO11122_LC|GO11098_LC|GO11052_LC
234458085, 258.67531, -19.156371, 10.34, GO11071_LC|GO11122_LC|GO11098_LC|GO11052_LC
234458728, 259.374232, -19.152969, 10.729, GO11122_LC|GO11024_LC|GO11052_LC
234467630, 260.6256, -19.102757, 9.602, GO11071_LC|GO11107_LC|GO11122_LC|GO11024_LC|GO11052_LC
234479341, 259.051744, -19.036574, 9.393, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
234487354, 261.761224, -18.991978, 9.4, GO11071_LC|GO11122_LC|GO11052_LC|GO11127_LC
234489916, 258.421456, -18.977497, 8.764, GO11071_LC|GO11122_LC|GO11052_LC
234503205, 260.22325, -18.903369, 10.193, GO11113_LC|GO11122_LC|GO11038_LC|GO11052_LC|GO11127_LC
234517653, 260.065592, -18.823592, 9.461, GO11113_LC|GO11122_LC|GO11101_LC|GO11038_LC|GO11052_LC|GO11127_LC
234604121, 261.894533, -18.344925, 8.864, GO11071_LC|GO11122_LC|GO11038_LC|GO11024_LC|GO11052_LC
234615595, 261.335922, -18.28152, 8.944, GO11122_LC|GO11052_LC
234627187, 258.477426, -18.218757, 8.604, GO11071_LC|GO11122_LC|GO11052_LC
234629311, 258.615221, -18.206838, 10.666, GO11122_LC|GO11038_LC|GO11052_LC
234642063, 258.122478, -18.136891, 9.434, GO11113_LC|GO11052_LC|GO11127_LC
234642170, 259.179404, -18.136321, 8.913, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
234651201, 261.629283, -18.08541, 10.288, GO11113_LC|GO11122_LC|GO11038_LC|GO11052_LC|GO11127_LC
234657839, 260.316107, -18.048438, 9.528, GO11107_LC|GO11052_LC|GO11019_LC
234681437, 261.730408, -25.943466, 7.506, GO11122_LC|GO11052_LC
234685924, 259.635424, -25.9263, 11.115, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
234686817, 259.572618, -25.922912, 10.265, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC|GO11019_LC
234696927, 261.186663, -25.884549, 11.182, GO11071_LC|GO11122_LC|GO11052_LC
234699480, 261.064869, -25.874864, 10.492, GO11071_LC|GO11122_LC|GO11052_LC
234705928, 260.201424, -25.850568, 10.132, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
234713455, 259.708797, -25.821414, 10.643, GO11071_LC|GO11122_LC|GO11052_LC|GO11019_LC
234715256, 260.062471, -25.814339, 10.937, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC
234731759, 261.35821, -25.750664, 10.37, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC
234733838, 260.765202, -25.742342, 10.545, GO11071_LC|GO11122_LC|GO11052_LC
234740183, 261.025165, -25.718102, 11.274, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
234745854, 261.441344, -25.696182, 11.153, GO11071_LC|GO11122_LC|GO11052_LC
234844731, 258.689709, -25.305129, 10.349, GO11071_LC|GO11122_LC|GO11052_LC
234854390, 258.137683, -25.265197, 8.984, GO11122_LC|GO11002_LC|GO11024_LC|GO11052_LC|GO11019_LC
234875750, 259.710302, -25.176975, 9.532, GO11071_LC|GO11122_LC|GO11052_LC
234876533, 258.250316, -25.173604, 8.492, GO11122_LC|GO11038_LC|GO11052_LC|GO11019_LC
234892940, 259.393111, -25.105183, 9.268, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
234904273, 260.472271, -25.057495, 9.515, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
234909803, 259.910858, -25.033683, 10.804, GO11049_LC|GO11071_LC|GO11122_LC|GO11052_LC
234916066, 260.790079, -25.007064, 10.73, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
234924558, 260.231672, -24.971329, 9.578, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
234928071, 260.757951, -24.956513, 10.921, GO11071_LC|GO11122_LC|GO11052_LC
234928128, 261.063927, -24.95625, 9.621, GO11071_LC|GO11122_LC|GO11024_LC|GO11052_LC
234935648, 258.190391, -24.923806, 10.196, GO11122_LC|GO11024_LC|GO11052_LC
234939091, 258.422011, -24.909278, 10.222, GO11122_LC|GO11024_LC|GO11052_LC
