EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
212688859, 204.5512085, -8.5327444, 14.183, GO6016_LC
212688931, 204.5470734, -8.5312834, 14.395, GO6016_LC
212688970, 200.2086792, -8.5304031, 14.8, GO6016_LC
212689158, 206.4477844, -8.5260696, 13.599, GO6016_LC|GO6030_LC|GO6032_LC
212689220, 206.452301, -8.5247717, 14.024, GO6016_LC
212689553, 207.7653503, -8.5172596, 14.851, GO6008_LC|GO6016_LC
212690087, 202.9749908, -8.504262, 14.746, GO6008_LC|GO6016_LC
212690766, 207.7613068, -8.4872313, 14.713, GO6016_LC
212690858, 209.8890991, -8.4847412, 14.743, GO6016_LC
212690867, 203.3142853, -8.4845095, 14.936, GO6016_LC
212691185, 204.6741638, -8.4772797, 9.123, GO6016_LC|GO6030_LC
212691770, 208.0200195, -8.4632521, 14.726, GO6016_LC
212692257, 202.7686157, -8.4516525, 13.299, GO6016_LC|GO6030_LC
212692788, 204.5995636, -8.4381475, 14.881, GO6016_LC
212692810, 198.2903748, -8.4376087, 14.802, GO6008_LC|GO6016_LC|GO6054_LC
212693548, 204.4760132, -8.418355, 14.913, GO6016_LC|GO6032_LC
212693738, 204.4754181, -8.4142008, 14.603, GO6016_LC
212693820, 205.537796, -8.4125719, 14.905, GO6008_LC|GO6016_LC
212694131, 199.2437744, -8.4051218, 8.131, GO6016_LC
212696411, 210.1356506, -8.3490686, 8.348, GO6016_LC|GO6030_LC
212697064, 199.2969971, -8.3331881, 9.502, GO6016_LC|GO6030_LC|GO6085_LC|GO6086_LC|GO6087_LC
212697722, 202.7842865, -8.3171358, 14.457, GO6016_LC
212697865, 202.0429077, -8.313798, 14.488, GO6016_LC
212698229, 212.1701355, -8.3059702, 10.156, GO6016_LC|GO6030_LC|GO6086_LC|GO6087_LC
212698304, 204.6920776, -8.3038902, 14.057, GO6008_LC|GO6016_LC|GO6032_LC
212698325, 199.8305206, -8.3032722, 14.792, GO6016_LC
212699139, 210.4550323, -8.2817593, 14.059, GO6016_LC|GO6032_LC
212699789, 207.6253052, -8.265481, 14.887, GO6008_LC|GO6016_LC
212699824, 207.2787933, -8.2645464, 14.924, GO6008_LC|GO6016_LC
212700279, 204.2092438, -8.252862, 9.454, GO6016_LC|GO6030_LC|GO6086_LC|GO6087_LC
212700289, 207.3873749, -8.2526588, 9.301, GO6016_LC|GO6030_LC
212701383, 210.4929199, -8.2245083, 14.619, GO6016_LC
212701714, 212.2093964, -8.2167568, 10.738, GO6016_LC
212702003, 199.9512177, -8.2090607, 14.534, GO6008_LC|GO6016_LC|GO6032_LC
212702197, 203.5040283, -8.2040195, 14.814, GO6016_LC
212702211, 201.7221832, -8.203721, 14.587, GO6016_LC|GO6032_LC
212702258, 204.9251251, -8.2023497, 14.916, GO6016_LC
212702379, 203.5063782, -8.1997023, 14.191, GO6016_LC
212702731, 207.2057343, -8.1904144, 7.513, GO6016_LC
212703399, 208.342453, -8.1735458, 13.806, GO6016_LC
212703516, 198.7192535, -8.17062, 14.717, GO6016_LC
212703886, 210.0194855, -8.1616421, 6.373, GO6016_LC|GO6075_LC
212704619, 199.9369812, -8.1441269, 14.962, GO6008_LC|GO6016_LC
212705825, 211.8205719, -8.1158371, 9.28, GO6016_LC|GO6030_LC|GO6086_LC|GO6087_LC
212706178, 200.0466309, -8.1070747, 14.311, GO6008_LC|GO6016_LC|GO6032_LC
212706516, 201.4314575, -8.0981016, 14.95, GO6008_LC|GO6016_LC
212706818, 207.0244904, -8.0907621, 14.546, GO6016_LC
212706826, 205.3377686, -8.0906086, 13.905, GO6016_LC|GO6030_LC
212706869, 204.7711639, -8.0895643, 14.788, GO6016_LC
212706943, 202.63591, -8.0879688, 14.825, GO6016_LC
212706951, 205.3346863, -8.0876207, 14.032, GO6016_LC
212706992, 205.2641907, -8.0866117, 14.171, GO6008_LC|GO6016_LC|GO6032_LC|GO6071_LC
212707501, 208.8541412, -8.074338, 14.533, GO6016_LC|GO6032_LC
212708087, 209.2136688, -8.0591164, 14.251, GO6016_LC|GO6032_LC
212708104, 208.7425079, -8.0588436, 6.568, GO6016_LC|GO6039_LC|GO6078_LC|GO6039_SC
212708236, 209.2123108, -8.0554762, 13.566, GO6016_LC|GO6030_LC
212708252, 198.8782043, -8.0551577, 7.914, GO6016_LC|GO6030_LC|GO6039_LC|GO6085_LC|GO6086_LC|GO6087_LC|GO6039_SC
212708548, 207.7705231, -8.0477028, 14.729, GO6016_LC
212708597, 207.0341797, -8.0465403, 14.565, GO6016_LC
212708621, 207.0310059, -8.0460339, 14.921, GO6016_LC
212709052, 205.2030945, -8.0355511, 14.193, GO6016_LC|GO6032_LC|GO6071_LC
212709064, 211.5205688, -8.0353022, 14.615, GO6016_LC
212709098, 211.8634338, -8.0345678, 14.865, GO6008_LC|GO6016_LC
212709305, 207.0119934, -8.0297737, 14.463, GO6008_LC|GO6016_LC|GO6032_LC
212709512, 207.0082397, -8.0249739, 7.614, GO6016_LC|GO6030_LC|GO6039_LC|GO6087_LC|GO6039_SC
212710780, 207.7492981, -7.994596, 13.85, GO6016_LC|GO6030_LC
212710849, 199.3439331, -7.9927082, 14.964, GO6008_LC|GO6016_LC
212711233, 202.1701813, -7.983273, 14.368, GO6016_LC
212711669, 198.7753296, -7.9728932, 9.306, GO6016_LC|GO6028_LC|GO6030_LC|GO6087_LC
212712257, 205.9533997, -7.957922, 14.973, GO6008_LC|GO6016_LC
212712365, 198.7134247, -7.9551702, 14.914, GO6016_LC
212712577, 208.795166, -7.9497328, 10.86, GO6016_LC|GO6032_LC|GO6060_LC
212712579, 208.795105, -7.9497018, 10.876, GO6008_LC|GO6016_LC
212712641, 208.7900085, -7.9484892, 13.79, GO6016_LC|GO6030_LC
212712942, 207.6949768, -7.9416251, 14.787, GO6008_LC|GO6016_LC
212713570, 207.466568, -7.9265542, 14.203, GO6016_LC
212713857, 201.8231964, -7.918242, 14.994, GO6016_LC
212714029, 205.799408, -7.9140821, 14.331, GO6016_LC
212714089, 205.8033295, -7.9125919, 14.635, GO6016_LC
212714252, 205.4303741, -7.9082022, 14.586, GO6016_LC
212714828, 207.0052643, -7.8943462, 14.049, GO6016_LC
212715029, 204.2246552, -7.8894162, 14.891, GO6016_LC
212715737, 204.3966217, -7.8718958, 7.803, GO6016_LC|GO6078_LC
212715858, 204.395813, -7.869092, 10.525, GO6016_LC
212716753, 199.749115, -7.8463092, 14.912, GO6016_LC
212719194, 207.7117462, -7.784287, 6.667, GO6016_LC
212719942, 208.4735565, -7.7666359, 11.674, GO6016_LC|GO6030_LC|GO6054_LC|GO6071_LC|GO6087_LC
212720448, 205.4668121, -7.753468, 14.668, GO6008_LC|GO6016_LC|GO6032_LC
212721435, 207.0454559, -7.7286959, 14.843, GO6016_LC
212721484, 207.041275, -7.7275009, 14.098, GO6016_LC
212722329, 200.6538849, -7.7056451, 14.985, GO6008_LC|GO6016_LC
212722441, 199.896698, -7.702939, 14.888, GO6016_LC
212722872, 201.7702332, -7.6918159, 14.345, GO6016_LC
212724146, 201.7519073, -7.6580391, 14.061, GO6008_LC|GO6016_LC|GO6032_LC
212724289, 204.903244, -7.6544132, 14.995, GO6008_LC|GO6016_LC
212725059, 205.1332855, -7.6346869, 14.773, GO6016_LC
212725073, 206.2369843, -7.6343932, 6.847, GO6016_LC
212725105, 202.9420013, -7.6335301, 12.351, GO6016_LC|GO6030_LC
212725348, 205.1837311, -7.6268191, 14.392, GO6016_LC
212725494, 203.3521576, -7.6226101, 7.027, GO6016_LC|GO6030_LC
212726098, 202.7885132, -7.6087189, 14.654, GO6008_LC|GO6016_LC|GO6032_LC
212726128, 201.4621735, -7.6081471, 14.375, GO6016_LC
212726578, 204.9878845, -7.5964761, 13.059, GO6016_LC|GO6030_LC
212726717, 204.9904175, -7.592557, 13.678, GO6016_LC|GO6030_LC|GO6032_LC|GO6084_LC
212727054, 201.3376617, -7.5841322, 8.675, GO6016_LC|GO6030_LC|GO6078_LC
212727070, 201.3392944, -7.583777, 9.444, GO6016_LC|GO6030_LC|GO6087_LC
212728413, 198.3540192, -7.5494008, 13.593, GO6016_LC|GO6030_LC
212728973, 201.3408356, -7.5347719, 14.934, GO6016_LC
212729366, 198.9028015, -7.5246711, 14.775, GO6016_LC
212729518, 201.6159515, -7.520731, 13.875, GO6016_LC|GO6030_LC
212730225, 202.3551178, -7.503274, 14.948, GO6008_LC|GO6016_LC
212731669, 198.6107941, -7.4658031, 14.411, GO6008_LC|GO6016_LC|GO6032_LC
212732003, 200.7232361, -7.457263, 14.921, GO6016_LC
212732855, 205.9104309, -7.4361539, 14.595, GO6016_LC
212733214, 205.8968201, -7.4271598, 7.85, GO6016_LC|GO6069_LC
212735416, 199.8883209, -7.3723249, 14.62, GO6008_LC|GO6016_LC|GO6032_LC
212736907, 199.858551, -7.332747, 13.44, GO6016_LC|GO6030_LC
212737443, 204.2216949, -7.3181438, 14.461, GO6016_LC|GO6032_LC
212737457, 200.470932, -7.31778, 14.676, GO6016_LC|GO6032_LC
212738116, 202.1969604, -7.3008752, 14.666, GO6008_LC|GO6016_LC|GO6032_LC
212738407, 198.7889862, -7.2935519, 14.778, GO6016_LC
212739345, 203.0473633, -7.2693992, 14.251, GO6016_LC
212740148, 203.0758057, -7.2467728, 13.996, GO6008_LC|GO6016_LC|GO6032_LC|GO6071_LC
212742094, 203.2504578, -7.1947269, 10.88, GO6016_LC|GO6024_LC|GO6040_LC|GO6069_LC
212744359, 200.1247864, -7.1335421, 13.164, GO6016_LC|GO6030_LC
212746929, 201.8831177, -7.0638361, 12.214, GO6016_LC|GO6032_LC
212747075, 201.8813629, -7.060194, 11.898, GO6016_LC|GO6030_LC|GO6032_LC
212747507, 200.4940033, -7.0483861, 14.116, GO6008_LC|GO6016_LC|GO6032_LC
212747529, 203.3851624, -7.0478969, 14.7, GO6016_LC|GO6032_LC
212749066, 199.6856995, -7.0053959, 14.453, GO6016_LC
212749419, 198.5658569, -6.996388, 14.773, GO6008_LC|GO6016_LC
212749913, 207.8548584, -6.9820151, 14.697, GO6016_LC|GO6032_LC
212750400, 200.7796173, -6.9702239, 14.807, GO6008_LC|GO6016_LC
212750405, 202.2651978, -6.9701071, 14.741, GO6016_LC
212750537, 207.1448059, -6.9664779, 14.99, GO6008_LC|GO6016_LC
212751321, 198.8640747, -6.9444261, 14.78, GO6016_LC
212751667, 199.206604, -6.9347782, 8.238, GO6016_LC|GO6030_LC|GO6086_LC
212752074, 199.3303528, -6.9228129, 14.818, GO6016_LC|GO6032_LC
212753228, 200.408844, -6.8915181, 14.931, GO6016_LC
212753419, 201.9313354, -6.886651, 14.564, GO6016_LC
212753767, 202.1845703, -6.8763108, 14.984, GO6008_LC|GO6016_LC
212753849, 202.3579102, -6.8737259, 14.509, GO6016_LC|GO6032_LC
212754256, 206.5107574, -6.8618259, 14.474, GO6016_LC
212754258, 206.5142822, -6.861804, 14.314, GO6016_LC
212754469, 199.9450531, -6.8556609, 14.881, GO6016_LC
212755780, 201.8007202, -6.8187752, 14.688, GO6008_LC|GO6016_LC|GO6032_LC|GO6054_LC
212757039, 206.1326141, -6.7842789, 14.375, GO6016_LC
212757204, 205.9510193, -6.7798252, 14.899, GO6008_LC|GO6016_LC
212758440, 201.4053802, -6.745666, 14.457, GO6016_LC
212758929, 209.3341522, -6.7322412, 13.991, GO6016_LC|GO6030_LC
212759325, 200.109314, -6.7197499, 14.786, GO6008_LC|GO6016_LC
212761007, 208.9684448, -6.6718121, 14.977, GO6016_LC
212764115, 199.3479462, -6.583456, 14.903, GO6016_LC
212764133, 198.5933228, -6.583056, 14.993, GO6008_LC|GO6016_LC
212765603, 199.937149, -6.5416241, 8.27, GO6016_LC|GO6030_LC|GO6078_LC
212765688, 206.0502777, -6.539093, 14.935, GO6016_LC
212767465, 208.2256927, -6.488553, 8.781, GO6016_LC|GO6030_LC
212767550, 205.921814, -6.4866481, 14.294, GO6008_LC|GO6016_LC|GO6032_LC
212767933, 207.2885284, -6.4757509, 13.88, GO6016_LC|GO6030_LC|GO6032_LC
212771362, 203.3128967, -6.3773761, 14.824, GO6008_LC|GO6016_LC
212771953, 203.4977264, -6.3614421, 13.435, GO6016_LC|GO6030_LC
212772237, 202.3126831, -6.3530798, 14.883, GO6016_LC
212772539, 204.5184326, -6.344883, 14.899, GO6016_LC
212773217, 202.1352081, -6.325541, 14.998, GO6008_LC|GO6016_LC
212773249, 208.9350891, -6.3247452, 14.514, GO6016_LC|GO6032_LC
212773272, 207.3820343, -6.3240991, 14.965, GO6016_LC
212773722, 206.2843475, -6.3103118, 12.404, GO6016_LC
212774276, 205.2703552, -6.2941132, 14.43, GO6016_LC|GO6032_LC
212775168, 206.0629883, -6.2668672, 13.407, GO6008_LC|GO6016_LC|GO6032_LC
212775488, 204.3222351, -6.2580571, 14.183, GO6016_LC
212775510, 202.1932526, -6.2573662, 14.636, GO6016_LC
212776562, 209.2307587, -6.2251549, 14.654, GO6016_LC
212776563, 203.6310577, -6.2251258, 14.917, GO6016_LC
212776838, 207.8734131, -6.2164941, 13.763, GO6008_LC|GO6016_LC|GO6032_LC
212777002, 201.8370056, -6.2118778, 14.78, GO6016_LC
212777746, 203.6362152, -6.1892071, 12.667, GO6016_LC|GO6032_LC
212777793, 205.9313965, -6.1876302, 9.311, GO6016_LC|GO6030_LC|GO6086_LC|GO6087_LC
212778013, 206.6554871, -6.181603, 14.699, GO6008_LC|GO6016_LC|GO6032_LC
212778149, 202.8261719, -6.1771641, 9.278, GO6016_LC|GO6030_LC
212778841, 204.8951874, -6.1571798, 14.973, GO6008_LC|GO6016_LC
212778871, 206.2639313, -6.1563439, 14.674, GO6016_LC
212779637, 202.2615509, -6.1351962, 14.882, GO6016_LC
212780357, 201.9285583, -6.1143918, 13.244, GO6016_LC|GO6032_LC
212780370, 201.9317932, -6.113863, 13.708, GO6016_LC|GO6032_LC
212781271, 206.2303619, -6.0881381, 14.874, GO6016_LC
212782588, 207.8526611, -6.0488038, 12.155, GO6016_LC|GO6032_LC
212782641, 206.5574341, -6.0475001, 14.821, GO6016_LC
212783205, 207.7499847, -6.0301342, 14.777, GO6016_LC
212783403, 202.0975342, -6.0232682, 14.599, GO6008_LC|GO6016_LC|GO6032_LC
212783639, 205.201889, -6.0160518, 14.982, GO6016_LC
212783705, 202.9675293, -6.0147591, 7.655, GO6016_LC
212783768, 206.3113403, -6.01337, 14.972, GO6016_LC
212784012, 202.9568481, -6.0067992, 14.312, GO6016_LC|GO6032_LC
212784428, 206.2799225, -5.995297, 14.347, GO6016_LC|GO6032_LC
212784643, 201.5710449, -5.989387, 14.813, GO6016_LC
212784807, 205.7774048, -5.984952, 14.545, GO6016_LC
212784817, 209.0431519, -5.9848118, 15.0, GO6008_LC|GO6016_LC
212784819, 205.7763977, -5.9847798, 14.597, GO6016_LC
212784963, 205.7775116, -5.9806652, 14.693, GO6016_LC
212785890, 206.5560303, -5.9548721, 14.579, GO6008_LC|GO6016_LC|GO6032_LC
212785950, 205.2478485, -5.953208, 9.706, GO6016_LC|GO6030_LC|GO6084_LC|GO6086_LC|GO6087_LC
212786239, 203.1223297, -5.945447, 9.467, GO6016_LC|GO6030_LC
212786576, 205.8577118, -5.936152, 14.923, GO6008_LC|GO6016_LC|GO6071_LC
212788283, 205.6234436, -5.8877621, 14.199, GO6016_LC
212788738, 208.7357178, -5.8760929, 7.606, GO6016_LC
212788804, 202.5308075, -5.8745499, 13.972, GO6016_LC|GO6030_LC|GO6071_LC
212789123, 203.730835, -5.8650789, 13.824, GO6016_LC|GO6030_LC|GO6032_LC
212789686, 202.0730438, -5.8491702, 14.673, GO6008_LC|GO6016_LC|GO6032_LC
212790316, 205.066452, -5.8307562, 14.132, GO6008_LC|GO6016_LC|GO6032_LC
212790354, 209.1671906, -5.8293638, 13.576, GO6016_LC|GO6030_LC
212790730, 205.6614838, -5.8192539, 14.628, GO6016_LC
212791201, 208.602417, -5.806057, 14.951, GO6016_LC
212791402, 203.6354218, -5.7998371, 14.83, GO6016_LC
212791584, 207.8414459, -5.7940969, 9.215, GO6016_LC|GO6032_LC|GO6084_LC
212791904, 208.5413055, -5.783854, 13.512, GO6016_LC|GO6030_LC|GO6032_LC
212791916, 208.5447845, -5.7834258, 13.696, GO6016_LC|GO6030_LC
212792207, 208.5422211, -5.7732158, 8.247, GO6016_LC
212792264, 201.7928314, -5.7715139, 14.47, GO6016_LC
212792450, 203.0006409, -5.7661419, 9.596, GO6016_LC|GO6030_LC
212793457, 207.7363739, -5.736865, 14.804, GO6016_LC|GO6032_LC
212793474, 207.9620819, -5.7361808, 14.746, GO6016_LC
212793550, 207.957489, -5.7341518, 14.9, GO6016_LC
212794413, 203.39151, -5.7091241, 12.908, GO6016_LC
212794478, 204.7211914, -5.7074132, 14.795, GO6008_LC|GO6016_LC
212795193, 207.9362335, -5.6868091, 14.734, GO6016_LC
212795843, 207.949707, -5.6688299, 9.329, GO6016_LC|GO6032_LC
212796050, 203.3779297, -5.6625228, 14.48, GO6016_LC
212796067, 202.8975983, -5.6621361, 14.746, GO6016_LC|GO6032_LC
212796396, 208.6491699, -5.6528168, 14.973, GO6016_LC
212796919, 209.1322937, -5.6372838, 14.318, GO6008_LC|GO6016_LC|GO6032_LC
212797312, 202.8048859, -5.6259632, 14.442, GO6016_LC|GO6032_LC
212799608, 205.806778, -5.5573702, 14.927, GO6016_LC
212801403, 203.4239349, -5.499095, 14.037, GO6016_LC|GO6032_LC
212801410, 205.9759827, -5.4989362, 6.593, GO6016_LC|GO6030_LC
212801437, 203.4270325, -5.4977231, 14.26, GO6016_LC
212801687, 205.8170166, -5.4903231, 14.942, GO6016_LC
212802952, 205.5704651, -5.4519958, 14.222, GO6016_LC
212804548, 202.0128326, -5.4037981, 14.395, GO6016_LC|GO6032_LC
212804665, 208.9096069, -5.4005361, 14.975, GO6016_LC
212804966, 208.5283203, -5.390769, 12.918, GO6016_LC|GO6032_LC
212805072, 208.5244293, -5.3869019, 12.882, GO6016_LC|GO6030_LC|GO6032_LC
212805198, 201.9368744, -5.3832078, 14.422, GO6016_LC|GO6032_LC
212805296, 201.9402924, -5.3802299, 14.22, GO6016_LC
212805647, 208.1952972, -5.369338, 14.595, GO6016_LC|GO6032_LC
212805721, 208.1986237, -5.3671288, 13.333, GO6016_LC|GO6030_LC
212805848, 202.0686493, -5.3628578, 14.725, GO6008_LC|GO6016_LC
212806158, 206.4945679, -5.3521528, 14.298, GO6016_LC|GO6032_LC
212806678, 206.1337891, -5.335465, 14.593, GO6008_LC|GO6016_LC|GO6032_LC
212807221, 206.8027954, -5.3184919, 14.989, GO6016_LC
212807315, 206.8069458, -5.315568, 14.584, GO6016_LC
212808250, 205.6854248, -5.2844801, 9.974, GO6016_LC|GO6030_LC|GO6078_LC
212809280, 205.1608887, -5.2519188, 14.15, GO6016_LC
212810582, 203.4550629, -5.2116628, 14.809, GO6016_LC
212810630, 205.8448944, -5.2103138, 13.614, GO6008_LC|GO6016_LC|GO6032_LC|GO6071_LC
212811053, 201.9243622, -5.1955271, 14.859, GO6016_LC|GO6043_LC
212812387, 209.3883514, -5.153717, 14.691, GO6016_LC
212812486, 208.6314697, -5.1509361, 11.061, GO6016_LC|GO6030_LC|GO6087_LC
212813100, 209.2139893, -5.131186, 10.051, GO6016_LC
212815973, 205.5536957, -5.0404801, 14.455, GO6016_LC
212819066, 203.52565, -4.9392052, 14.059, GO6016_LC|GO6032_LC
212819569, 206.5052795, -4.9220181, 14.149, GO6008_LC|GO6016_LC|GO6032_LC
212820142, 203.4077148, -4.9039211, 14.631, GO6008_LC|GO6016_LC|GO6032_LC
212820345, 207.7062836, -4.8976712, 14.546, GO6016_LC
212820547, 204.757019, -4.8903461, 13.532, GO6016_LC|GO6030_LC
212821307, 202.4868469, -4.8657408, 13.534, GO6016_LC|GO6030_LC
212822245, 206.6172638, -4.8353319, 14.872, GO6016_LC
212823558, 205.2228851, -4.7914109, 14.988, GO6016_LC
212823669, 203.4933472, -4.7872028, 14.666, GO6008_LC|GO6016_LC|GO6032_LC
212824270, 202.6911469, -4.765367, 13.543, GO6008_LC|GO6016_LC|GO6032_LC|GO6071_LC
212824273, 207.5098267, -4.765274, 14.543, GO6016_LC|GO6032_LC
212824345, 205.9502106, -4.7631369, 14.941, GO6016_LC
212824475, 206.4170074, -4.7594342, 13.595, GO6016_LC|GO6030_LC
212825975, 203.0349274, -4.7088809, 14.927, GO6016_LC
212826757, 202.026062, -4.6820302, 14.807, GO6016_LC
212826996, 205.5641632, -4.6736522, 14.016, GO6016_LC
212828270, 205.848526, -4.632133, 14.809, GO6008_LC|GO6016_LC
212828403, 206.2715607, -4.627975, 14.647, GO6016_LC
212828769, 202.2527466, -4.615129, 14.202, GO6008_LC|GO6016_LC|GO6032_LC|GO6054_LC|GO6071_LC
212828877, 204.848999, -4.6116519, 13.882, GO6016_LC|GO6032_LC
212829102, 206.6586761, -4.604516, 12.264, GO6016_LC|GO6030_LC
212829988, 206.0540619, -4.5733581, 14.394, GO6016_LC|GO6032_LC
212830097, 202.7406616, -4.569747, 14.991, GO6016_LC
212830381, 205.9218903, -4.5600352, 14.963, GO6008_LC|GO6016_LC
212830503, 202.3438721, -4.55584, 14.166, GO6016_LC
212830606, 203.1064911, -4.552619, 14.439, GO6016_LC|GO6032_LC
212831082, 202.2921906, -4.536303, 14.882, GO6016_LC
212833750, 204.6802368, -4.4398208, 14.756, GO6016_LC
212834837, 203.3229523, -4.4029369, 13.742, GO6008_LC|GO6016_LC|GO6032_LC|GO6071_LC
212836515, 202.2768555, -4.3464222, 14.886, GO6016_LC
212837489, 201.7300568, -4.3097529, 14.77, GO6016_LC
212838212, 202.5892639, -4.284327, 14.309, GO6008_LC|GO6016_LC|GO6032_LC
