EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
211892092, 135.778325, 18.609989, 17.427, GO16079_LC|GO16102_LC
211892472, 137.395679, 18.615734, 14.145, GO16079_LC|GO16102_LC
211893153, 137.954342, 18.625851, 17.095, GO16079_LC|GO16102_LC
211893156, 138.966673, 18.625947, 17.477, GO16079_LC|GO16095_LC|GO16102_LC
211894282, 133.871917, 18.642158, 17.605, GO16102_LC
211894286, 131.73792, 18.642298, 17.648, GO16079_LC|GO16102_LC
211894484, 136.387368, 18.64517, 17.095, GO16079_LC|GO16102_LC
211894670, 137.117513, 18.647842, 18.825, GO16079_LC|GO16102_LC
211894760, 136.200082, 18.649445, 16.573, GO16079_LC|GO16102_LC
211894804, 136.233791, 18.650068, 17.823, GO16102_LC
211894865, 133.317017, 18.651011, 16.729, GO16079_LC|GO16095_LC|GO16102_LC
211895044, 130.117068, 18.653355, 15.738, GO16079_LC|GO16095_LC|GO16102_LC
211896185, 134.030651, 18.670629, 18.724, GO16102_LC
211896472, 134.950125, 18.675308, 17.737, GO16079_LC|GO16102_LC
211896557, 132.655786, 18.676554, 16.847, GO16079_LC|GO16102_LC
211896587, 129.664424, 18.676968, 17.83, GO16079_LC|GO16102_LC
211896608, 138.673542, 18.677292, 17.655, GO16079_LC|GO16102_LC
211896836, 130.470729, 18.680677, 17.625, GO16095_LC|GO16102_LC
211896847, 130.542781, 18.680815, 16.622, GO16079_LC|GO16095_LC|GO16102_LC
211896965, 130.876079, 18.682438, 17.201, GO16079_LC|GO16102_LC
211897400, 129.8271, 18.688606, 18.306, GO16102_LC
211897406, 132.712563, 18.688707, 16.88, GO16079_LC|GO16102_LC
211897434, 135.625172, 18.689041, 15.847, GO16079_LC|GO16095_LC|GO16102_LC
211897537, 137.039644, 18.690611, 15.94, GO16079_LC|GO16095_LC|GO16102_LC
211897614, 129.544017, 18.691728, 14.388, GO16079_LC|GO16095_LC|GO16102_LC
211897969, 137.530439, 18.696998, 17.359, GO16095_LC|GO16102_LC
211898020, 133.406133, 18.697655, 17.671, GO16079_LC|GO16102_LC
211899466, 137.542547, 18.718857, 16.548, GO16079_LC|GO16095_LC|GO16102_LC
211899507, 133.875502, 18.719336, 17.604, GO16102_LC
211899626, 136.622982, 18.721167, 17.033, GO16079_LC|GO16102_LC
211899761, 130.490929, 18.723328, 17.469, GO16079_LC|GO16102_LC
211899884, 131.247277, 18.725182, 17.657, GO16102_LC
211900228, 130.96672, 18.730286, 17.816, GO16079_LC|GO16102_LC
211900542, 134.834277, 18.734488, 17.551, GO16102_LC
211900907, 137.792732, 18.740093, 16.883, GO16095_LC|GO16102_LC
211901015, 134.843655, 18.741714, 16.542, GO16079_LC|GO16102_LC
211902236, 133.920246, 18.759396, 16.905, GO16095_LC|GO16102_LC
211902620, 136.308258, 18.765341, 17.688, GO16079_LC|GO16095_LC|GO16102_LC
211902635, 129.485407, 18.765486, 15.819, GO16079_LC|GO16102_LC
211903016, 137.254793, 18.770836, 17.114, GO16079_LC|GO16102_LC
211903158, 137.367813, 18.773115, 16.703, GO16079_LC|GO16102_LC
211903200, 131.724314, 18.77375, 17.263, GO16095_LC|GO16102_LC
211903289, 137.276064, 18.775023, 17.832, GO16079_LC|GO16095_LC|GO16102_LC
211903405, 131.815308, 18.776537, 17.381, GO16079_LC|GO16102_LC
211903512, 129.700009, 18.778294, 17.06, GO16079_LC|GO16102_LC
211903528, 137.700636, 18.778484, 15.643, GO16079_LC|GO16095_LC|GO16102_LC
211903638, 133.777438, 18.780443, 18.057, GO16079_LC|GO16102_LC
211903653, 137.192572, 18.780643, 18.427, GO16095_LC|GO16102_LC
211903656, 136.608104, 18.780677, 17.786, GO16102_LC
211903789, 136.640056, 18.782707, 17.169, GO16102_LC
211903804, 134.993679, 18.782825, 18.352, GO16102_LC
211903845, 133.063178, 18.783455, 16.055, GO16102_LC
211903869, 136.655459, 18.783735, 17.805, GO16079_LC|GO16095_LC|GO16102_LC
211903997, 129.67145, 18.78561, 17.785, GO16079_LC|GO16102_LC
211904040, 130.328723, 18.786291, 15.628, GO16079_LC|GO16095_LC|GO16102_LC
211904076, 129.761005, 18.786831, 17.923, GO16102_LC
211904097, 133.554176, 18.787155, 17.126, GO16079_LC|GO16095_LC|GO16102_LC
211904172, 137.212585, 18.788233, 16.445, GO16079_LC|GO16102_LC
211904243, 133.655352, 18.78916, 17.809, GO16102_LC
211904452, 136.373651, 18.792442, 17.174, GO16102_LC
211904453, 132.45886, 18.792446, 16.522, GO16079_LC|GO16095_LC|GO16102_LC
211904643, 130.19075, 18.795185, 17.402, GO16079_LC|GO16102_LC
211904860, 134.299049, 18.798515, 18.599, GO16079_LC|GO16102_LC
211904944, 133.760399, 18.799749, 17.413, GO16079_LC|GO16102_LC
211904964, 132.792143, 18.800106, 15.708, GO16079_LC|GO16095_LC|GO16102_LC
211905103, 137.62065, 18.802032, 18.519, GO16102_LC
211905226, 129.663937, 18.804018, 17.498, GO16079_LC|GO16102_LC
211905345, 134.627779, 18.805975, 17.471, GO16079_LC|GO16102_LC
211905464, 130.474129, 18.807749, 17.026, GO16079_LC|GO16102_LC
211905869, 133.524095, 18.813562, 16.646, GO16079_LC|GO16095_LC|GO16102_LC
211906451, 138.547698, 18.822128, 17.578, GO16095_LC|GO16102_LC
211906552, 136.481142, 18.823587, 18.671, GO16079_LC|GO16102_LC
211906557, 130.327962, 18.823639, 17.481, GO16102_LC
211906683, 134.611416, 18.825947, 17.749, GO16102_LC
211907185, 136.053837, 18.833817, 17.145, GO16079_LC|GO16102_LC
211907643, 137.362997, 18.840445, 16.996, GO16079_LC|GO16102_LC
211908497, 129.867045, 18.852821, 16.813, GO16079_LC|GO16102_LC
211908631, 137.315199, 18.855062, 15.262, GO16079_LC|GO16095_LC|GO16102_LC
211908859, 133.003741, 18.858717, 16.845, GO16102_LC
211909235, 137.223551, 18.863985, 17.041, GO16102_LC
211909258, 136.159672, 18.864328, 17.382, GO16095_LC|GO16102_LC
211909272, 136.015853, 18.864565, 17.691, GO16102_LC
211909313, 135.615157, 18.865265, 17.529, GO16079_LC|GO16102_LC
211909314, 132.544648, 18.865271, 17.291, GO16079_LC|GO16102_LC
211909398, 132.997666, 18.866661, 17.508, GO16102_LC
211909633, 132.731464, 18.870171, 17.132, GO16079_LC|GO16102_LC
211909974, 137.591076, 18.875187, 17.427, GO16079_LC|GO16095_LC|GO16102_LC
211909975, 137.339487, 18.875193, 17.935, GO16079_LC|GO16095_LC|GO16102_LC
211910363, 135.913326, 18.881424, 17.475, GO16102_LC
211910574, 136.171482, 18.884535, 18.662, GO16079_LC|GO16102_LC
211910736, 135.875994, 18.886759, 17.2, GO16079_LC|GO16102_LC
211910792, 136.856535, 18.887693, 17.044, GO16079_LC|GO16102_LC
211911109, 130.263067, 18.892406, 16.403, GO16079_LC|GO16102_LC
211911191, 134.014198, 18.893867, 17.67, GO16079_LC|GO16102_LC
211911225, 132.813417, 18.894442, 17.804, GO16095_LC|GO16102_LC
211911319, 129.970101, 18.895697, 17.318, GO16079_LC|GO16102_LC
211911543, 134.45246, 18.898664, 17.847, GO16102_LC
211911762, 136.547156, 18.901993, 16.998, GO16079_LC|GO16102_LC
211912157, 134.781045, 18.907845, 17.586, GO16079_LC|GO16102_LC
211912262, 130.080275, 18.909445, 17.456, GO16079_LC|GO16102_LC
211912380, 135.810082, 18.911289, 17.49, GO16079_LC|GO16102_LC
211912408, 129.935033, 18.911736, 17.527, GO16079_LC|GO16102_LC
211912635, 129.960968, 18.915033, 17.242, GO16079_LC|GO16102_LC
211912707, 136.381626, 18.915943, 16.612, GO16079_LC|GO16102_LC
211912825, 134.655082, 18.91736, 17.646, GO16102_LC
211913259, 136.621536, 18.923416, 17.105, GO16079_LC|GO16102_LC
211913267, 138.68997, 18.923538, 14.925, GO16079_LC|GO16095_LC|GO16102_LC
211913352, 136.022746, 18.924601, 17.629, GO16102_LC
211913483, 130.633433, 18.926596, 18.122, GO16102_LC
211913505, 136.368698, 18.92691, 16.763, GO16102_LC
211913529, 133.498042, 18.92725, 17.214, GO16079_LC|GO16102_LC
211913734, 136.455811, 18.930204, 17.546, GO16079_LC|GO16102_LC
211913764, 136.01087, 18.930599, 16.966, GO16102_LC
211913956, 135.543497, 18.933504, 17.532, GO16102_LC
211914169, 137.260226, 18.936708, 17.743, GO16102_LC
211914172, 136.648515, 18.936829, 18.007, GO16079_LC|GO16102_LC
211914343, 130.648586, 18.939684, 17.21, GO16079_LC|GO16102_LC
211914364, 130.1905, 18.94001, 17.521, GO16079_LC|GO16102_LC
211914431, 131.396056, 18.941023, 16.745, GO16079_LC|GO16095_LC|GO16102_LC
211914518, 137.08296, 18.942394, 17.302, GO16079_LC|GO16102_LC
211914620, 136.917322, 18.943821, 17.37, GO16079_LC|GO16095_LC|GO16102_LC
211915034, 132.835051, 18.95015, 16.565, GO16079_LC|GO16102_LC
211915503, 131.918487, 18.957205, 15.297, GO16079_LC|GO16095_LC|GO16102_LC
211916325, 130.227028, 18.970547, 18.503, GO16079_LC|GO16102_LC
211916397, 131.833186, 18.971617, 17.377, GO16102_LC
211916737, 133.878838, 18.976427, 17.522, GO16079_LC|GO16095_LC|GO16102_LC
211916862, 129.693998, 18.97821, 16.694, GO16095_LC|GO16102_LC
211917022, 130.252263, 18.980809, 15.779, GO16079_LC|GO16102_LC
211917555, 134.846058, 18.988644, 17.488, GO16079_LC|GO16102_LC
211917628, 134.163516, 18.989756, 17.859, GO16102_LC
211917859, 130.321189, 18.993145, 17.481, GO16079_LC|GO16102_LC
211917894, 135.835347, 18.993628, 17.311, GO16102_LC
211918028, 131.91688, 18.995621, 15.703, GO16079_LC|GO16102_LC
211918279, 134.654007, 18.999006, 18.178, GO16102_LC
211918985, 131.059027, 19.009682, 16.401, GO16079_LC|GO16095_LC|GO16102_LC
211918992, 132.505523, 19.00981, 14.536, GO16079_LC|GO16095_LC|GO16102_LC
211919249, 133.181738, 19.013865, 17.514, GO16102_LC
211919347, 130.346884, 19.015332, 16.255, GO16079_LC|GO16095_LC|GO16102_LC
211919421, 130.510407, 19.016687, 17.443, GO16079_LC|GO16102_LC
211919591, 133.214456, 19.019094, 14.3, GO16079_LC|GO16095_LC|GO16102_LC
211919811, 134.832916, 19.022177, 17.923, GO16079_LC|GO16102_LC
211920276, 131.757051, 19.029381, 17.47, GO16079_LC|GO16102_LC
211920326, 136.026238, 19.030064, 18.892, GO16079_LC|GO16102_LC
211920474, 131.720335, 19.03231, 15.697, GO16079_LC|GO16095_LC|GO16102_LC
211920590, 138.580114, 19.033884, 16.594, GO16079_LC|GO16095_LC|GO16102_LC
211920716, 133.123038, 19.035757, 16.957, GO16079_LC|GO16102_LC
211920814, 133.923608, 19.036953, 17.096, GO16079_LC|GO16102_LC
211920978, 133.138449, 19.039289, 16.727, GO16071_LC|GO16079_LC|GO16102_LC
211921021, 136.346494, 19.039917, 16.404, GO16095_LC|GO16102_LC
211921033, 130.365077, 19.040117, 17.117, GO16079_LC|GO16095_LC|GO16102_LC
211921295, 134.071296, 19.044099, 17.42, GO16095_LC|GO16102_LC
211921309, 130.805292, 19.044277, 17.026, GO16079_LC|GO16102_LC
211921338, 129.708652, 19.044771, 17.393, GO16102_LC
211921389, 136.291238, 19.045512, 19.418, GO16102_LC
211922067, 133.059711, 19.055449, 17.79, GO16079_LC|GO16102_LC
211922185, 130.583467, 19.057077, 17.59, GO16079_LC|GO16102_LC
211922257, 131.81632, 19.058155, 17.248, GO16079_LC|GO16102_LC
211922304, 134.253988, 19.058611, 15.246, GO16079_LC|GO16095_LC|GO16102_LC
211922595, 136.91172, 19.062508, 15.858, GO16079_LC|GO16102_LC
211922640, 134.697733, 19.063229, 18.315, GO16079_LC|GO16102_LC
211922750, 136.098072, 19.064653, 16.68, GO16102_LC
211922834, 135.846742, 19.066092, 16.597, GO16079_LC|GO16102_LC
211923107, 129.797341, 19.069956, 16.968, GO16102_LC
211923288, 136.998783, 19.072611, 17.613, GO16079_LC|GO16102_LC
211923307, 130.146939, 19.072847, 18.711, GO16079_LC|GO16102_LC
211923407, 130.885537, 19.074362, 17.247, GO16079_LC|GO16102_LC
211924385, 131.847797, 19.088688, 16.517, GO16079_LC|GO16102_LC
211924490, 131.118436, 19.090265, 15.968, GO16079_LC|GO16095_LC|GO16102_LC
211924538, 135.843872, 19.091036, 16.451, GO16079_LC|GO16102_LC
211924570, 131.916815, 19.091511, 16.543, GO16079_LC|GO16095_LC|GO16102_LC
211924607, 134.363659, 19.092078, 17.311, GO16079_LC|GO16102_LC
211924960, 137.744708, 19.097519, 17.647, GO16102_LC
211925037, 137.664452, 19.098866, 17.184, GO16095_LC|GO16102_LC
211925090, 136.207039, 19.09964, 17.701, GO16079_LC|GO16102_LC
211925594, 133.37688, 19.107521, 17.742, GO16102_LC
211925620, 130.504906, 19.107927, 17.782, GO16079_LC|GO16102_LC
211925722, 131.259388, 19.109541, 17.146, GO16079_LC|GO16102_LC
211925813, 136.427355, 19.110809, 17.298, GO16079_LC|GO16102_LC
211926045, 138.787262, 19.114376, 17.599, GO16079_LC|GO16102_LC
211926224, 136.964635, 19.117025, 16.734, GO16102_LC
211926381, 136.204628, 19.119886, 17.45, GO16079_LC|GO16102_LC
211926790, 131.239537, 19.126225, 17.278, GO16079_LC|GO16102_LC
211926841, 136.921707, 19.126972, 16.205, GO16102_LC
211926903, 134.020112, 19.127729, 17.108, GO16095_LC|GO16102_LC
211926908, 136.395071, 19.12779, 15.713, GO16079_LC|GO16095_LC|GO16102_LC
211927010, 136.445022, 19.129215, 17.384, GO16079_LC|GO16102_LC
211927013, 135.979617, 19.129292, 17.391, GO16102_LC
211927196, 136.158553, 19.13191, 15.842, GO16079_LC|GO16102_LC
211927290, 129.480641, 19.133444, 16.597, GO16079_LC|GO16102_LC
211927404, 134.523276, 19.135241, 17.0, GO16079_LC|GO16102_LC
211927436, 136.193562, 19.135717, 17.349, GO16102_LC
211927610, 136.656717, 19.138744, 17.488, GO16102_LC
211927846, 137.719301, 19.142185, 17.083, GO16079_LC|GO16102_LC
211927935, 136.647989, 19.143682, 16.606, GO16079_LC|GO16102_LC
211928029, 137.110772, 19.145176, 16.558, GO16079_LC|GO16095_LC|GO16102_LC
211928066, 130.448755, 19.145856, 17.715, GO16102_LC
211928192, 129.505113, 19.147629, 17.589, GO16079_LC|GO16102_LC
211928260, 136.155841, 19.148485, 17.096, GO16079_LC|GO16102_LC
211928376, 132.736092, 19.15007, 17.584, GO16102_LC
211928482, 134.596055, 19.151485, 17.121, GO16079_LC|GO16102_LC
211928532, 135.943867, 19.152435, 17.027, GO16079_LC|GO16102_LC
211928552, 136.239951, 19.152735, 17.333, GO16079_LC|GO16102_LC
211928598, 129.692409, 19.153589, 17.898, GO16079_LC|GO16102_LC
211929019, 130.227305, 19.159939, 17.515, GO16102_LC
211929048, 136.504492, 19.160435, 17.464, GO16079_LC|GO16102_LC
211929109, 134.404975, 19.161312, 18.168, GO16079_LC|GO16102_LC
211929203, 131.228919, 19.162689, 17.404, GO16079_LC|GO16102_LC
211929386, 134.873441, 19.16526, 15.834, GO16071_LC|GO16079_LC|GO16095_LC|GO16102_LC
211929828, 136.83947, 19.172201, 17.651, GO16079_LC|GO16102_LC
211929896, 131.199362, 19.173286, 16.5, GO16079_LC|GO16102_LC
211929942, 136.132498, 19.173853, 16.732, GO16079_LC|GO16102_LC
211930005, 136.251387, 19.174768, 16.684, GO16079_LC|GO16102_LC
211930019, 137.595425, 19.175011, 16.209, GO16079_LC|GO16102_LC
211930127, 131.159062, 19.176483, 18.736, GO16079_LC|GO16102_LC
211930134, 137.623094, 19.17658, 17.394, GO16102_LC
211930228, 131.527649, 19.178047, 18.068, GO16102_LC
211930459, 130.289066, 19.181755, 17.143, GO16079_LC|GO16102_LC
211930600, 134.496782, 19.183746, 17.166, GO16079_LC|GO16102_LC
211931082, 137.662401, 19.190924, 16.853, GO16102_LC
211931173, 136.160725, 19.192114, 17.301, GO16079_LC|GO16102_LC
211931206, 129.611771, 19.192669, 17.244, GO16079_LC|GO16095_LC|GO16102_LC
211931652, 131.298754, 19.200218, 15.751, GO16079_LC|GO16095_LC|GO16102_LC
211931781, 136.490557, 19.202423, 15.748, GO16079_LC|GO16102_LC
211931848, 133.321436, 19.203449, 18.762, GO16079_LC|GO16102_LC
211931893, 132.768196, 19.204006, 17.449, GO16079_LC|GO16102_LC
211932237, 136.599945, 19.208815, 17.132, GO16079_LC|GO16102_LC
211932258, 136.485968, 19.209181, 16.629, GO16079_LC|GO16102_LC
211932369, 136.502971, 19.21085, 17.273, GO16079_LC|GO16102_LC
211932456, 131.898167, 19.212255, 17.055, GO16079_LC|GO16102_LC
211932468, 134.91954, 19.212387, 15.646, GO16079_LC|GO16095_LC|GO16102_LC
211932723, 136.269467, 19.21645, 17.47, GO16079_LC|GO16102_LC
211932797, 130.233113, 19.217642, 17.595, GO16079_LC|GO16102_LC
211932840, 136.859597, 19.218422, 17.061, GO16095_LC|GO16102_LC
211932949, 131.331722, 19.219891, 18.846, GO16079_LC|GO16102_LC
211933113, 129.702664, 19.222197, 18.105, GO16079_LC|GO16102_LC
211933128, 136.315253, 19.222403, 16.807, GO16079_LC|GO16102_LC
211933139, 130.421115, 19.222523, 17.151, GO16079_LC|GO16102_LC
211933142, 136.317689, 19.222591, 17.48, GO16079_LC|GO16102_LC
211933346, 131.512042, 19.225742, 17.969, GO16102_LC
211933355, 136.10839, 19.225903, 17.435, GO16079_LC|GO16102_LC
211933613, 129.655288, 19.229584, 17.222, GO16079_LC|GO16102_LC
211933776, 136.39119, 19.232094, 15.908, GO16079_LC|GO16095_LC|GO16102_LC
211934126, 137.077535, 19.237297, 17.708, GO16079_LC|GO16102_LC
211934302, 133.029255, 19.239798, 17.658, GO16079_LC|GO16095_LC|GO16102_LC
211934304, 134.448992, 19.239824, 17.401, GO16102_LC
211934559, 131.858833, 19.243679, 17.28, GO16102_LC
211934576, 132.599104, 19.243864, 15.99, GO16079_LC|GO16095_LC|GO16102_LC
211934646, 132.640767, 19.244877, 15.82, GO16079_LC|GO16095_LC|GO16102_LC
211934935, 131.069351, 19.249542, 16.905, GO16079_LC|GO16095_LC|GO16102_LC
211935074, 136.220599, 19.251463, 17.221, GO16079_LC|GO16102_LC
211935109, 131.574369, 19.251921, 17.053, GO16079_LC|GO16102_LC
211935310, 136.067081, 19.254538, 17.777, GO16102_LC
211935936, 136.471362, 19.263945, 16.669, GO16079_LC|GO16102_LC
211936076, 137.273055, 19.265902, 16.671, GO16102_LC
211936264, 133.581785, 19.268658, 17.448, GO16102_LC
211936353, 136.498378, 19.270327, 17.806, GO16102_LC
211936581, 131.308729, 19.273558, 18.072, GO16079_LC|GO16102_LC
211937484, 129.830013, 19.286816, 17.799, GO16079_LC|GO16102_LC
211937499, 131.498764, 19.287066, 17.611, GO16079_LC|GO16095_LC|GO16102_LC
211937532, 137.266769, 19.287547, 17.462, GO16079_LC|GO16095_LC|GO16102_LC
211937642, 133.659696, 19.288958, 16.604, GO16079_LC|GO16095_LC|GO16102_LC
211937762, 136.141762, 19.290695, 16.817, GO16079_LC|GO16102_LC
211937895, 136.684807, 19.29266, 17.031, GO16079_LC|GO16102_LC
211937951, 136.153863, 19.293444, 16.545, GO16079_LC|GO16102_LC
211937971, 131.338154, 19.293673, 16.874, GO16079_LC|GO16102_LC
211938009, 130.42415, 19.294071, 17.301, GO16102_LC
211938169, 136.168137, 19.296547, 16.36, GO16079_LC|GO16102_LC
211938222, 131.123841, 19.297495, 17.421, GO16079_LC|GO16102_LC
211938248, 136.064305, 19.297823, 16.567, GO16079_LC|GO16102_LC
211938359, 132.462362, 19.299498, 17.83, GO16079_LC|GO16095_LC|GO16102_LC
211938367, 133.122839, 19.299622, 17.369, GO16102_LC
211938546, 136.529484, 19.302916, 17.042, GO16079_LC|GO16102_LC
211938583, 133.263459, 19.303461, 17.211, GO16079_LC|GO16102_LC
211938897, 136.329635, 19.307806, 17.257, GO16079_LC|GO16095_LC|GO16102_LC
211939032, 132.927721, 19.309883, 17.8, GO16102_LC
211939181, 136.141541, 19.312366, 17.241, GO16079_LC|GO16102_LC
211939250, 136.314386, 19.31329, 17.609, GO16102_LC
211939539, 134.457915, 19.317738, 17.53, GO16102_LC
211939807, 136.625551, 19.321959, 16.396, GO16079_LC|GO16102_LC
211939950, 136.662848, 19.323926, 19.594, GO16079_LC|GO16095_LC|GO16102_LC
211940239, 131.650598, 19.328707, 16.207, GO16079_LC|GO16102_LC
211940322, 131.201265, 19.330275, 16.517, GO16079_LC|GO16102_LC
211940393, 135.666092, 19.331379, 17.356, GO16102_LC
211940622, 137.352286, 19.334686, 17.533, GO16079_LC|GO16102_LC
211940643, 134.416434, 19.334949, 17.097, GO16079_LC|GO16095_LC|GO16102_LC
211940684, 136.475728, 19.335587, 17.173, GO16079_LC|GO16102_LC
211941138, 137.798733, 19.342206, 17.243, GO16079_LC|GO16095_LC|GO16102_LC
211941229, 137.101599, 19.343727, 16.646, GO16079_LC|GO16102_LC
211941323, 136.167129, 19.345112, 16.579, GO16079_LC|GO16102_LC
211941379, 132.805262, 19.3461, 16.971, GO16079_LC|GO16102_LC
211941468, 129.630226, 19.347389, 16.752, GO16079_LC|GO16102_LC
211941508, 133.992611, 19.347923, 17.623, GO16079_LC|GO16102_LC
211941577, 133.201428, 19.348896, 17.958, GO16079_LC|GO16095_LC|GO16102_LC
211941641, 136.319302, 19.349922, 16.496, GO16079_LC|GO16102_LC
211941775, 134.580801, 19.351955, 18.037, GO16102_LC
211941929, 136.311583, 19.354116, 17.766, GO16079_LC|GO16102_LC
211942046, 134.890714, 19.355806, 17.038, GO16079_LC|GO16095_LC|GO16102_LC
211942082, 133.280026, 19.356291, 17.439, GO16079_LC|GO16102_LC
211942239, 132.462898, 19.358465, 17.087, GO16079_LC|GO16102_LC
211942308, 138.59926, 19.359388, 17.239, GO16079_LC|GO16102_LC
211942350, 135.646077, 19.360031, 17.546, GO16079_LC|GO16102_LC
211942391, 130.322403, 19.360678, 17.534, GO16079_LC|GO16102_LC
211943063, 132.884184, 19.370548, 17.589, GO16102_LC
211943096, 138.615032, 19.371107, 17.965, GO16079_LC|GO16102_LC
211943134, 138.701289, 19.371664, 17.44, GO16102_LC
211943254, 130.765268, 19.37343, 17.864, GO16102_LC
211943330, 136.082388, 19.374598, 17.719, GO16079_LC|GO16102_LC
211943335, 133.762666, 19.374641, 18.225, GO16079_LC|GO16095_LC|GO16102_LC
211943544, 137.481897, 19.377811, 15.68, GO16102_LC
211943583, 133.874219, 19.378538, 18.013, GO16079_LC|GO16095_LC|GO16102_LC
211943601, 137.320158, 19.378765, 16.183, GO16095_LC|GO16102_LC
211943635, 135.784149, 19.379131, 17.912, GO16079_LC|GO16102_LC
211943858, 138.578401, 19.382299, 16.036, GO16079_LC|GO16095_LC|GO16102_LC
211944042, 133.404752, 19.384651, 15.603, GO16071_LC|GO16079_LC|GO16095_LC|GO16102_LC
211944228, 130.265544, 19.387285, 17.463, GO16079_LC|GO16102_LC
211944297, 133.612295, 19.388203, 17.738, GO16102_LC
211944581, 136.287992, 19.392759, 17.605, GO16102_LC
211944630, 135.548353, 19.393517, 17.664, GO16102_LC
211944751, 132.474851, 19.395367, 17.105, GO16095_LC|GO16102_LC
211944782, 137.358919, 19.395854, 17.767, GO16079_LC|GO16095_LC|GO16102_LC
211944983, 136.1297, 19.398884, 17.397, GO16102_LC
211945056, 136.125928, 19.400097, 17.022, GO16079_LC|GO16102_LC
211945202, 137.318392, 19.402252, 15.981, GO16079_LC|GO16102_LC
211945437, 131.267336, 19.406004, 16.414, GO16079_LC|GO16102_LC
211945515, 138.629787, 19.407133, 16.428, GO16079_LC|GO16095_LC|GO16102_LC
211945701, 134.849497, 19.409866, 17.511, GO16079_LC|GO16102_LC
211945830, 130.258394, 19.411781, 17.189, GO16079_LC|GO16102_LC
211946695, 130.787289, 19.424183, 17.014, GO16071_LC|GO16079_LC|GO16102_LC
211946846, 129.485891, 19.426235, 19.676, GO16079_LC|GO16102_LC
211947129, 134.237285, 19.430288, 17.076, GO16079_LC|GO16102_LC
211947269, 129.536658, 19.432144, 17.046, GO16079_LC|GO16102_LC
211947499, 131.086723, 19.43557, 15.884, GO16079_LC|GO16095_LC|GO16102_LC
211947610, 130.16097, 19.437326, 17.585, GO16079_LC|GO16102_LC
211947728, 131.31698, 19.439051, 16.772, GO16079_LC|GO16095_LC|GO16102_LC
211947732, 131.227091, 19.439281, 16.757, GO16079_LC|GO16102_LC
211947747, 137.772323, 19.439468, 16.54, GO16079_LC|GO16095_LC|GO16102_LC
211947762, 132.815363, 19.439676, 15.65, GO16079_LC|GO16095_LC|GO16102_LC
211947862, 136.690338, 19.441032, 16.277, GO16079_LC|GO16102_LC
211947880, 136.075426, 19.441294, 18.622, GO16102_LC
211947899, 136.659582, 19.441597, 17.253, GO16102_LC
211947984, 130.797314, 19.442896, 17.742, GO16079_LC|GO16102_LC
211948197, 131.87317, 19.44591, 16.663, GO16079_LC|GO16095_LC|GO16102_LC
211948596, 130.941413, 19.452154, 17.139, GO16079_LC|GO16102_LC
211948819, 137.597851, 19.455352, 14.745, GO16079_LC|GO16095_LC|GO16102_LC
211948897, 136.123767, 19.45657, 17.762, GO16079_LC|GO16102_LC
211948911, 134.442306, 19.456755, 17.275, GO16102_LC
211948950, 134.950739, 19.45739, 17.637, GO16079_LC|GO16102_LC
211948997, 132.638591, 19.458, 15.626, GO16079_LC|GO16095_LC|GO16102_LC
211949147, 136.288585, 19.460133, 17.662, GO16079_LC|GO16102_LC
211949158, 130.44244, 19.460245, 17.602, GO16079_LC|GO16102_LC
211949328, 130.989495, 19.462812, 17.303, GO16079_LC|GO16095_LC|GO16102_LC
211949737, 131.097004, 19.468454, 16.155, GO16071_LC|GO16079_LC|GO16095_LC|GO16102_LC
211949825, 129.596375, 19.469761, 17.768, GO16102_LC
211949906, 134.999489, 19.471104, 18.892, GO16102_LC
211950012, 137.257122, 19.472693, 15.385, GO16079_LC|GO16095_LC|GO16102_LC
211950015, 131.473002, 19.472807, 17.168, GO16079_LC|GO16102_LC
211950367, 131.441994, 19.477779, 16.731, GO16079_LC|GO16102_LC
211950548, 134.615246, 19.480783, 16.939, GO16079_LC|GO16102_LC
211950626, 129.808781, 19.482, 15.239, GO16079_LC|GO16095_LC|GO16102_LC
211950956, 136.578857, 19.487074, 17.342, GO16102_LC
211950963, 129.535816, 19.487169, 17.08, GO16079_LC|GO16102_LC
211951338, 132.960752, 19.492752, 16.048, GO16079_LC|GO16095_LC|GO16102_LC
211951389, 134.736252, 19.493626, 17.609, GO16079_LC|GO16102_LC
211951422, 130.228852, 19.494022, 18.035, GO16079_LC|GO16102_LC
211951719, 133.84518, 19.498491, 17.549, GO16102_LC
211951998, 135.843752, 19.503031, 17.17, GO16079_LC|GO16102_LC
211952055, 133.213819, 19.504089, 17.54, GO16079_LC|GO16102_LC
211952279, 135.570813, 19.507385, 18.157, GO16079_LC|GO16102_LC
211952348, 137.396675, 19.508512, 14.814, GO16079_LC|GO16102_LC
211952380, 136.429155, 19.508894, 16.632, GO16102_LC
211952811, 136.482563, 19.515469, 16.764, GO16079_LC|GO16102_LC
211952878, 131.776621, 19.516485, 18.685, GO16079_LC|GO16102_LC
211953045, 137.725378, 19.518869, 16.678, GO16079_LC|GO16095_LC|GO16102_LC
211953158, 133.859262, 19.520361, 18.723, GO16102_LC
211953418, 136.420106, 19.523932, 17.154, GO16079_LC|GO16102_LC
211953972, 136.173131, 19.533028, 18.344, GO16079_LC|GO16102_LC
211953973, 133.561436, 19.533041, 18.436, GO16079_LC|GO16102_LC
211953995, 136.22275, 19.533415, 18.648, GO16102_LC
