EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
211687879, 135.977888, 15.751814, 17.545, GO16079_LC|GO16102_LC
211688608, 138.353937, 15.7617, 17.579, GO16079_LC|GO16102_LC
211688636, 133.167177, 15.762225, 16.792, GO16079_LC|GO16102_LC
211688704, 136.021558, 15.763172, 17.394, GO16079_LC|GO16102_LC
211688830, 134.447484, 15.764765, 16.802, GO16079_LC|GO16102_LC
211689128, 138.498366, 15.768826, 17.754, GO16079_LC|GO16102_LC
211689193, 134.467508, 15.769833, 16.683, GO16079_LC|GO16102_LC
211689240, 135.540475, 15.770698, 18.004, GO16102_LC
211689283, 133.924354, 15.77129, 17.548, GO16079_LC|GO16102_LC
211689480, 138.729225, 15.773878, 16.705, GO16079_LC|GO16095_LC|GO16102_LC
211689863, 134.046163, 15.778697, 17.578, GO16079_LC|GO16102_LC
211689916, 137.342473, 15.779467, 16.794, GO16079_LC|GO16102_LC
211690280, 135.960704, 15.784469, 18.036, GO16102_LC
211690283, 134.044823, 15.784487, 17.204, GO16102_LC
211690440, 135.641463, 15.786287, 17.654, GO16079_LC|GO16102_LC
211690686, 133.215093, 15.789428, 16.191, GO16079_LC|GO16102_LC
211690889, 137.026668, 15.792263, 17.488, GO16079_LC|GO16102_LC
211691266, 136.811917, 15.797863, 17.784, GO16079_LC|GO16102_LC
211691358, 134.046647, 15.799397, 18.361, GO16102_LC
211691449, 135.656963, 15.800512, 18.278, GO16079_LC|GO16102_LC
211691623, 131.050359, 15.802989, 17.763, GO16079_LC|GO16102_LC
211691698, 137.71226, 15.803936, 17.001, GO16079_LC|GO16102_LC
211691782, 137.360212, 15.805147, 16.964, GO16079_LC|GO16102_LC
211691862, 137.170942, 15.80611, 16.72, GO16079_LC|GO16102_LC
211691983, 136.080748, 15.80795, 16.865, GO16079_LC|GO16102_LC
211692240, 137.733181, 15.811277, 16.945, GO16079_LC|GO16102_LC
211692663, 131.715446, 15.816897, 18.129, GO16079_LC|GO16102_LC
211692664, 138.435384, 15.816914, 16.397, GO16079_LC|GO16102_LC
211692771, 134.204158, 15.818442, 17.573, GO16079_LC|GO16102_LC
211692961, 134.519234, 15.82134, 18.75, GO16079_LC|GO16102_LC
211693183, 135.48294, 15.824112, 17.47, GO16079_LC|GO16102_LC
211693674, 133.588192, 15.83067, 17.489, GO16079_LC|GO16102_LC
211693965, 137.731492, 15.834523, 16.747, GO16079_LC|GO16102_LC
211694043, 133.264544, 15.835432, 16.48, GO16079_LC|GO16102_LC
211694082, 133.18741, 15.835968, 16.706, GO16079_LC|GO16102_LC
211694127, 136.946364, 15.836554, 17.833, GO16079_LC|GO16102_LC
211694529, 136.915376, 15.842164, 17.957, GO16102_LC
211694593, 138.924839, 15.843001, 17.542, GO16079_LC|GO16102_LC
211694596, 134.345687, 15.843102, 18.9, GO16079_LC|GO16102_LC
211694653, 134.528375, 15.843832, 16.459, GO16079_LC|GO16095_LC|GO16102_LC
211694822, 137.742698, 15.846106, 15.263, GO16079_LC|GO16095_LC|GO16102_LC
211694849, 138.966611, 15.846385, 16.906, GO16079_LC|GO16102_LC
211694902, 136.0095, 15.847018, 17.344, GO16102_LC
211694942, 129.641986, 15.847436, 17.679, GO16102_LC
211695146, 134.388842, 15.85064, 17.729, GO16102_LC
211695151, 134.421447, 15.850741, 17.512, GO16079_LC|GO16102_LC
211695152, 137.766814, 15.850761, 19.02, GO16102_LC
211695278, 138.600416, 15.852552, 17.469, GO16079_LC|GO16102_LC
211695439, 133.520233, 15.854644, 17.673, GO16079_LC|GO16102_LC
211696016, 131.677087, 15.862436, 17.157, GO16079_LC|GO16102_LC
211696066, 129.63204, 15.863185, 17.581, GO16079_LC|GO16102_LC
211696153, 131.356134, 15.864279, 17.744, GO16102_LC
211696463, 133.937047, 15.868785, 17.483, GO16079_LC|GO16102_LC
211696627, 134.400828, 15.870968, 17.352, GO16079_LC|GO16095_LC|GO16102_LC
211696720, 134.463672, 15.872035, 17.312, GO16079_LC|GO16102_LC
211696807, 139.106195, 15.873203, 17.345, GO16079_LC|GO16102_LC
211696969, 133.687889, 15.875113, 17.417, GO16079_LC|GO16102_LC
211697174, 130.885393, 15.877591, 17.613, GO16102_LC
211697181, 136.742877, 15.87776, 15.875, GO16079_LC|GO16095_LC|GO16102_LC
211697283, 135.642895, 15.879087, 18.16, GO16079_LC|GO16102_LC
211697368, 133.083396, 15.880243, 17.18, GO16079_LC|GO16102_LC
211697432, 135.39885, 15.881015, 17.642, GO16079_LC|GO16102_LC
211697452, 134.431883, 15.881333, 16.805, GO16079_LC|GO16102_LC
211697589, 129.384215, 15.882966, 17.394, GO16079_LC|GO16102_LC
211698001, 135.605795, 15.888861, 15.474, GO16079_LC|GO16102_LC
211698049, 133.302843, 15.889506, 16.491, GO16079_LC|GO16102_LC
211698132, 130.184912, 15.890586, 17.781, GO16079_LC|GO16102_LC
211698211, 134.705505, 15.891606, 17.151, GO16102_LC
211698426, 139.051729, 15.894192, 17.047, GO16079_LC|GO16102_LC
211698489, 135.628446, 15.89492, 18.781, GO16102_LC
211698686, 135.745453, 15.897959, 18.139, GO16102_LC
211698779, 134.579947, 15.899119, 17.957, GO16079_LC|GO16102_LC
211699078, 133.096648, 15.903051, 16.696, GO16079_LC|GO16102_LC
211699118, 137.210045, 15.903452, 18.569, GO16079_LC|GO16102_LC
211699505, 134.411072, 15.909159, 15.936, GO16079_LC|GO16102_LC
211699572, 129.906758, 15.90995, 16.833, GO16079_LC|GO16102_LC
211699653, 133.790752, 15.910959, 17.611, GO16079_LC|GO16102_LC
211699748, 134.071218, 15.912381, 17.497, GO16102_LC
211699913, 134.172914, 15.914754, 17.514, GO16079_LC|GO16102_LC
211699922, 136.203217, 15.914887, 17.473, GO16079_LC|GO16102_LC
211700025, 133.746744, 15.916386, 16.813, GO16102_LC
211700346, 133.708598, 15.920277, 17.278, GO16102_LC
211700359, 129.662926, 15.920484, 17.335, GO16079_LC|GO16102_LC
211700633, 136.388628, 15.924537, 16.827, GO16079_LC|GO16102_LC
211700740, 133.661782, 15.925826, 17.606, GO16079_LC|GO16102_LC
211700793, 133.975849, 15.926434, 17.452, GO16079_LC|GO16102_LC
211700831, 137.649645, 15.926864, 17.848, GO16102_LC
211700835, 134.018561, 15.92693, 16.627, GO16079_LC|GO16102_LC
211701156, 136.980987, 15.931092, 17.344, GO16079_LC|GO16102_LC
211701372, 134.001927, 15.934042, 15.823, GO16079_LC|GO16102_LC
211701437, 134.870086, 15.934888, 17.547, GO16102_LC
211701440, 136.832129, 15.934936, 16.621, GO16079_LC|GO16102_LC
211701684, 137.774635, 15.937746, 17.986, GO16079_LC|GO16102_LC
211701686, 137.005441, 15.937788, 15.932, GO16079_LC|GO16102_LC
211701824, 133.137645, 15.939532, 16.86, GO16079_LC|GO16102_LC
211701928, 137.043005, 15.941051, 17.134, GO16079_LC|GO16102_LC
211702040, 135.542367, 15.942452, 17.133, GO16079_LC|GO16102_LC
211702051, 137.147538, 15.942554, 15.829, GO16079_LC|GO16102_LC
211702124, 131.031245, 15.943422, 18.516, GO16102_LC
211702212, 138.920373, 15.94437, 17.233, GO16079_LC|GO16102_LC
211702366, 134.240183, 15.946668, 17.969, GO16079_LC|GO16102_LC
211702428, 134.398151, 15.947435, 16.015, GO16079_LC|GO16102_LC
211702486, 137.147432, 15.948259, 15.793, GO16079_LC|GO16102_LC
211702634, 137.386909, 15.9503, 18.124, GO16079_LC|GO16102_LC
211702792, 133.819757, 15.952531, 16.477, GO16079_LC|GO16102_LC
211702859, 137.160324, 15.953342, 17.27, GO16079_LC|GO16102_LC
211702905, 131.155895, 15.953987, 18.226, GO16079_LC|GO16102_LC
211702963, 135.966132, 15.954693, 17.434, GO16102_LC
211703155, 136.36879, 15.957092, 16.963, GO16102_LC
211703189, 133.080065, 15.957526, 17.61, GO16079_LC|GO16102_LC
211703383, 136.430473, 15.960042, 17.863, GO16102_LC
211703397, 134.538333, 15.960259, 17.593, GO16079_LC|GO16102_LC
211703421, 135.982156, 15.960497, 18.596, GO16102_LC
211703665, 134.514915, 15.963494, 17.225, GO16079_LC|GO16102_LC
211703690, 136.965281, 15.963836, 17.752, GO16079_LC|GO16102_LC
211703766, 136.529349, 15.964864, 15.796, GO16079_LC|GO16102_LC
211703782, 132.492999, 15.96505, 17.187, GO16079_LC|GO16102_LC
211703858, 131.489574, 15.966155, 17.517, GO16079_LC|GO16102_LC
211703910, 134.184866, 15.966928, 18.115, GO16079_LC|GO16102_LC
211704003, 135.444188, 15.968084, 17.382, GO16079_LC|GO16102_LC
211704358, 132.927739, 15.972372, 17.104, GO16102_LC
211704380, 135.836779, 15.972636, 17.222, GO16079_LC|GO16102_LC
211704450, 137.710636, 15.973597, 17.419, GO16079_LC|GO16102_LC
211704531, 134.038978, 15.974808, 17.26, GO16079_LC|GO16102_LC
211704618, 137.041093, 15.976043, 17.326, GO16079_LC|GO16102_LC
211704871, 138.922974, 15.979393, 16.335, GO16079_LC|GO16102_LC
211705484, 135.799431, 15.98773, 16.802, GO16102_LC
211705492, 132.890081, 15.987826, 17.427, GO16102_LC
211705556, 136.979185, 15.988698, 17.548, GO16079_LC|GO16102_LC
211705621, 131.675974, 15.989508, 16.254, GO16079_LC|GO16102_LC
211705750, 137.28658, 15.991091, 16.135, GO16079_LC|GO16102_LC
211705769, 134.173586, 15.991267, 17.674, GO16079_LC|GO16102_LC
211705811, 137.136401, 15.991824, 17.386, GO16079_LC|GO16102_LC
211705820, 136.463474, 15.991937, 18.261, GO16079_LC|GO16102_LC
211705846, 137.724719, 15.992268, 16.89, GO16079_LC|GO16102_LC
211706126, 135.797217, 15.996052, 15.843, GO16102_LC
211706134, 130.957373, 15.996185, 16.395, GO16079_LC|GO16102_LC
211706154, 136.858602, 15.996369, 18.095, GO16102_LC
211706558, 135.907505, 16.001894, 17.611, GO16102_LC
211706636, 135.397682, 16.003073, 16.77, GO16079_LC|GO16102_LC
211706650, 136.967647, 16.003237, 16.741, GO16079_LC|GO16102_LC
211706901, 137.154715, 16.006548, 16.618, GO16079_LC|GO16102_LC
211706948, 135.580835, 16.007095, 16.728, GO16079_LC|GO16102_LC
211707091, 136.964545, 16.009094, 17.18, GO16102_LC
211707147, 135.489493, 16.009832, 16.159, GO16102_LC
211707337, 137.122582, 16.012342, 18.749, GO16102_LC
211707395, 136.07713, 16.013211, 17.658, GO16102_LC
211707427, 137.732242, 16.013672, 17.502, GO16079_LC|GO16102_LC
211707478, 129.89793, 16.014221, 17.735, GO16079_LC|GO16102_LC
211707570, 134.667184, 16.015459, 17.335, GO16079_LC|GO16102_LC
211707609, 137.047131, 16.015934, 17.614, GO16102_LC
211707769, 136.998188, 16.018106, 18.52, GO16079_LC|GO16102_LC
211707872, 136.907967, 16.019442, 16.765, GO16079_LC|GO16102_LC
211707901, 137.802032, 16.019806, 16.707, GO16079_LC|GO16102_LC
211707961, 136.83555, 16.020517, 18.574, GO16102_LC
211707974, 134.553998, 16.020687, 16.302, GO16102_LC
211708007, 137.148324, 16.020987, 17.894, GO16079_LC|GO16102_LC
211708239, 136.991141, 16.024082, 16.484, GO16079_LC|GO16102_LC
211708478, 129.45089, 16.027593, 18.19, GO16102_LC
211708664, 137.703665, 16.030111, 17.0, GO16079_LC|GO16102_LC
211708699, 137.180235, 16.030638, 16.387, GO16079_LC|GO16102_LC
211708742, 137.135695, 16.031332, 17.215, GO16079_LC|GO16102_LC
211708826, 136.855905, 16.032303, 17.761, GO16102_LC
211708956, 137.530753, 16.034088, 16.993, GO16079_LC|GO16102_LC
211709192, 137.69329, 16.03697, 17.942, GO16079_LC|GO16102_LC
211709355, 134.658813, 16.039093, 16.39, GO16079_LC|GO16102_LC
211709439, 130.480861, 16.040434, 17.573, GO16102_LC
211709448, 133.35557, 16.040514, 17.648, GO16079_LC|GO16102_LC
211709497, 137.068838, 16.041271, 17.228, GO16102_LC
211709636, 137.022601, 16.043234, 17.174, GO16079_LC|GO16102_LC
211709642, 137.34267, 16.043322, 17.233, GO16079_LC|GO16102_LC
211709731, 137.329302, 16.044647, 16.105, GO16079_LC|GO16102_LC
211709866, 137.141133, 16.0466, 14.867, GO16079_LC|GO16102_LC
211709962, 129.764758, 16.047846, 17.296, GO16102_LC
211710179, 138.871621, 16.050955, 16.431, GO16079_LC|GO16102_LC
211710513, 137.067207, 16.055027, 16.718, GO16079_LC|GO16102_LC
211710596, 134.475467, 16.05608, 17.287, GO16079_LC|GO16102_LC
211710662, 137.085457, 16.057053, 17.609, GO16102_LC
211710700, 135.737292, 16.057585, 17.508, GO16079_LC|GO16102_LC
211710708, 137.099803, 16.05768, 17.415, GO16079_LC|GO16102_LC
211710933, 137.217193, 16.060978, 16.159, GO16079_LC|GO16102_LC
211711034, 133.791604, 16.062433, 16.935, GO16079_LC|GO16102_LC
211711091, 135.925139, 16.063211, 17.305, GO16079_LC|GO16102_LC
211711382, 137.705312, 16.066984, 17.703, GO16079_LC|GO16102_LC
211711474, 137.115395, 16.068336, 16.683, GO16079_LC|GO16102_LC
211711558, 134.475095, 16.069471, 16.615, GO16079_LC|GO16102_LC
211711959, 133.268926, 16.07518, 17.021, GO16079_LC|GO16102_LC
211712131, 138.987987, 16.077684, 17.14, GO16102_LC
211712505, 134.497751, 16.082993, 17.703, GO16079_LC|GO16102_LC
211712508, 130.274579, 16.083038, 16.577, GO16079_LC|GO16102_LC
211712599, 134.34744, 16.084241, 17.481, GO16079_LC|GO16102_LC
211712609, 129.421498, 16.084299, 15.718, GO16079_LC|GO16095_LC|GO16102_LC
211712737, 135.877541, 16.086044, 17.07, GO16079_LC|GO16102_LC
211712921, 134.705443, 16.088467, 17.474, GO16102_LC
211712933, 134.861968, 16.088602, 16.82, GO16079_LC|GO16095_LC|GO16102_LC
211713005, 135.560581, 16.08955, 17.841, GO16079_LC|GO16102_LC
211713095, 135.82384, 16.0909, 16.177, GO16079_LC|GO16102_LC
211713118, 137.571862, 16.091213, 15.97, GO16079_LC|GO16095_LC|GO16102_LC
211713179, 134.485087, 16.091949, 16.871, GO16079_LC|GO16102_LC
211713547, 131.390109, 16.096874, 16.327, GO16071_LC|GO16079_LC|GO16102_LC
211713557, 131.390918, 16.097055, 17.716, GO16071_LC|GO16102_LC
211713694, 129.591652, 16.099087, 17.351, GO16102_LC
211713720, 136.129347, 16.099392, 17.556, GO16079_LC|GO16102_LC
211713777, 134.55957, 16.100159, 16.383, GO16079_LC|GO16102_LC
211713931, 136.901545, 16.102215, 17.554, GO16079_LC|GO16095_LC|GO16102_LC
211713961, 136.849267, 16.102575, 17.62, GO16102_LC
211714146, 130.628203, 16.105181, 17.488, GO16079_LC|GO16102_LC
211714483, 136.859711, 16.10994, 17.003, GO16079_LC|GO16102_LC
211714597, 131.383177, 16.111738, 17.035, GO16102_LC
211714664, 135.474705, 16.112665, 16.439, GO16079_LC|GO16102_LC
211714731, 138.93922, 16.11375, 17.503, GO16102_LC
211714943, 136.896971, 16.116474, 18.114, GO16079_LC|GO16102_LC
211715352, 137.047313, 16.122101, 16.833, GO16079_LC|GO16102_LC
211715481, 134.516716, 16.123755, 16.615, GO16079_LC|GO16102_LC
211715544, 134.516784, 16.124509, 18.343, GO16102_LC
211715566, 136.885119, 16.124819, 16.665, GO16079_LC|GO16102_LC
211715676, 130.448866, 16.126303, 17.657, GO16079_LC|GO16102_LC
211716617, 134.112738, 16.138819, 18.071, GO16079_LC|GO16102_LC
211716662, 134.194622, 16.139391, 17.629, GO16079_LC|GO16102_LC
211716745, 136.350569, 16.140598, 17.373, GO16079_LC|GO16102_LC
211716834, 133.759264, 16.14175, 18.078, GO16102_LC
211716859, 138.794489, 16.142126, 16.505, GO16079_LC|GO16095_LC|GO16102_LC
211717040, 137.085463, 16.144325, 16.624, GO16095_LC|GO16102_LC
211717425, 132.621934, 16.149595, 16.694, GO16079_LC|GO16102_LC
211717643, 137.104684, 16.152769, 17.551, GO16102_LC
211717666, 131.693492, 16.153023, 17.389, GO16079_LC|GO16102_LC
211717841, 138.889254, 16.155621, 16.73, GO16102_LC
211717850, 130.637943, 16.155718, 18.043, GO16102_LC
211718204, 136.504665, 16.160662, 18.258, GO16102_LC
211718408, 137.662671, 16.163425, 17.587, GO16102_LC
211719071, 137.530954, 16.172565, 16.974, GO16102_LC
211719253, 132.43476, 16.17491, 16.122, GO16079_LC|GO16095_LC|GO16102_LC
211719290, 136.818809, 16.175396, 17.316, GO16079_LC|GO16102_LC
211719496, 131.093766, 16.17816, 15.847, GO16079_LC|GO16095_LC|GO16102_LC
211719535, 137.113888, 16.178757, 16.132, GO16079_LC|GO16095_LC|GO16102_LC
211719933, 132.58087, 16.184605, 17.736, GO16079_LC|GO16102_LC
211720323, 133.889016, 16.189793, 18.54, GO16079_LC|GO16102_LC
211720408, 136.741788, 16.191091, 15.916, GO16079_LC|GO16095_LC|GO16102_LC
211720483, 133.128693, 16.192095, 17.449, GO16102_LC
211720521, 135.479197, 16.192745, 17.372, GO16079_LC|GO16102_LC
211720683, 134.28732, 16.19483, 17.09, GO16079_LC|GO16102_LC
211720756, 136.144505, 16.195856, 16.852, GO16079_LC|GO16102_LC
211720915, 137.152128, 16.198046, 17.726, GO16102_LC
211721398, 136.926227, 16.204594, 18.121, GO16102_LC
211721399, 136.524516, 16.204599, 19.062, GO16079_LC|GO16095_LC|GO16102_LC
211721597, 138.684621, 16.207554, 17.778, GO16079_LC|GO16102_LC
211721645, 137.16562, 16.208143, 17.051, GO16079_LC|GO16102_LC
211721844, 135.461692, 16.211214, 17.183, GO16079_LC|GO16102_LC
211721869, 130.504688, 16.211584, 17.099, GO16079_LC|GO16102_LC
211722100, 132.916459, 16.214533, 17.281, GO16079_LC|GO16095_LC|GO16102_LC
211722239, 133.870227, 16.216442, 17.301, GO16079_LC|GO16102_LC
211722309, 133.097739, 16.217226, 17.517, GO16102_LC
211722458, 133.87643, 16.219242, 17.376, GO16079_LC|GO16102_LC
211722836, 135.611805, 16.22436, 17.653, GO16079_LC|GO16095_LC|GO16102_LC
211722887, 133.197173, 16.22493, 17.658, GO16079_LC|GO16102_LC
211722943, 133.145555, 16.22571, 17.584, GO16079_LC|GO16102_LC
211723110, 137.153506, 16.22781, 17.829, GO16079_LC|GO16102_LC
211723397, 136.524531, 16.231703, 16.886, GO16079_LC|GO16102_LC
211723613, 136.967793, 16.234446, 14.746, GO16079_LC|GO16095_LC|GO16102_LC
211723660, 134.420718, 16.235073, 17.971, GO16079_LC|GO16102_LC
211723884, 136.798797, 16.238541, 17.407, GO16079_LC|GO16102_LC
211723943, 133.071703, 16.239488, 17.263, GO16079_LC|GO16095_LC|GO16102_LC
211723972, 135.672934, 16.239916, 15.493, GO16079_LC|GO16095_LC|GO16102_LC
211724151, 129.893028, 16.242359, 16.709, GO16079_LC|GO16102_LC
211724661, 130.923087, 16.248552, 17.028, GO16079_LC|GO16102_LC
211724748, 133.605195, 16.250002, 16.886, GO16079_LC|GO16102_LC
211724884, 137.00321, 16.251774, 16.839, GO16079_LC|GO16102_LC
211724921, 134.143443, 16.252274, 17.87, GO16079_LC|GO16102_LC
211725157, 129.432902, 16.255753, 17.445, GO16102_LC
211725280, 130.90599, 16.257528, 18.002, GO16079_LC|GO16102_LC
211725556, 130.907872, 16.261209, 16.935, GO16079_LC|GO16102_LC
211725561, 134.528338, 16.261232, 17.391, GO16079_LC|GO16102_LC
211725642, 135.735493, 16.262299, 17.703, GO16079_LC|GO16102_LC
211725665, 130.107406, 16.262587, 17.963, GO16102_LC
211725791, 137.182096, 16.264374, 17.434, GO16079_LC|GO16102_LC
211725842, 133.825277, 16.265081, 17.109, GO16102_LC
211725872, 130.46349, 16.265623, 17.103, GO16079_LC|GO16095_LC|GO16102_LC
211725930, 129.485912, 16.266466, 17.326, GO16102_LC
211725964, 137.749618, 16.266811, 17.52, GO16079_LC|GO16102_LC
211726467, 130.916461, 16.274467, 16.272, GO16079_LC|GO16095_LC|GO16102_LC
211726787, 130.36859, 16.278632, 17.243, GO16079_LC|GO16095_LC|GO16102_LC
211726883, 133.168609, 16.279852, 16.884, GO16079_LC|GO16095_LC|GO16102_LC
211726990, 131.119536, 16.281652, 19.489, GO16102_LC
211727013, 133.068667, 16.281979, 17.614, GO16079_LC|GO16095_LC|GO16102_LC
211727351, 130.084213, 16.287042, 17.728, GO16102_LC
211727490, 133.2567, 16.289169, 17.475, GO16079_LC|GO16102_LC
211727632, 134.051257, 16.291332, 17.237, GO16079_LC|GO16102_LC
211727724, 133.147719, 16.292557, 18.324, GO16079_LC|GO16102_LC
211727854, 137.444158, 16.294308, 16.231, GO16079_LC|GO16102_LC
211728433, 133.158767, 16.303101, 17.053, GO16079_LC|GO16102_LC
211728530, 133.762259, 16.304291, 15.9, GO16079_LC|GO16102_LC
211728591, 133.858615, 16.305355, 17.545, GO16079_LC|GO16102_LC
211728729, 133.760317, 16.307594, 17.857, GO16079_LC|GO16102_LC
211729068, 134.32561, 16.312307, 16.604, GO16079_LC|GO16102_LC
211729199, 134.837634, 16.313986, 18.26, GO16079_LC|GO16102_LC
211729312, 138.463359, 16.315659, 15.508, GO16079_LC|GO16095_LC|GO16102_LC
211729368, 133.121658, 16.316446, 17.295, GO16079_LC|GO16102_LC
211729472, 129.484031, 16.317921, 16.557, GO16079_LC|GO16095_LC|GO16102_LC
211729498, 136.061597, 16.318153, 18.156, GO16079_LC|GO16102_LC
211729504, 136.905998, 16.318312, 15.899, GO16079_LC|GO16095_LC|GO16102_LC
211729593, 134.731933, 16.319637, 17.501, GO16079_LC|GO16102_LC
211729617, 133.153022, 16.319958, 17.449, GO16079_LC|GO16102_LC
211729692, 137.101007, 16.320974, 16.801, GO16079_LC|GO16102_LC
211729820, 133.425001, 16.322519, 17.405, GO16102_LC
211729849, 139.143476, 16.323069, 17.707, GO16102_LC
211730315, 136.095992, 16.329596, 18.319, GO16102_LC
211730327, 135.568199, 16.329767, 17.595, GO16079_LC|GO16102_LC
211730412, 133.596531, 16.331161, 17.626, GO16079_LC|GO16102_LC
211730476, 133.672195, 16.332067, 17.9, GO16102_LC
211730685, 138.914399, 16.334915, 16.869, GO16079_LC|GO16095_LC|GO16102_LC
211730740, 134.741822, 16.335836, 17.765, GO16079_LC|GO16102_LC
211730816, 136.881185, 16.337044, 18.077, GO16079_LC|GO16102_LC
211730887, 136.010736, 16.337957, 17.542, GO16079_LC|GO16102_LC
211731049, 132.718737, 16.339975, 18.564, GO16102_LC
211731193, 138.747411, 16.342234, 16.859, GO16079_LC|GO16095_LC|GO16102_LC
211731382, 131.789421, 16.344934, 17.075, GO16079_LC|GO16095_LC|GO16102_LC
211731606, 131.155295, 16.348368, 16.29, GO16079_LC|GO16102_LC
211731638, 138.775319, 16.348759, 18.033, GO16102_LC
211731853, 136.870496, 16.352142, 17.418, GO16079_LC|GO16095_LC|GO16102_LC
211732229, 133.081255, 16.3575, 17.439, GO16079_LC|GO16102_LC
211732297, 136.510119, 16.358442, 16.894, GO16079_LC|GO16102_LC
211732403, 133.14682, 16.360126, 17.507, GO16079_LC|GO16102_LC
211732563, 133.311281, 16.362328, 16.612, GO16079_LC|GO16102_LC
211733136, 133.902016, 16.37072, 16.746, GO16079_LC|GO16102_LC
211733371, 138.78394, 16.373896, 17.257, GO16079_LC|GO16102_LC
211733405, 138.754521, 16.374392, 17.929, GO16079_LC|GO16102_LC
211733770, 137.635779, 16.379309, 18.129, GO16079_LC|GO16095_LC|GO16102_LC
211733911, 138.735989, 16.381407, 16.897, GO16079_LC|GO16102_LC
211733957, 133.692286, 16.382181, 17.781, GO16079_LC|GO16102_LC
211734685, 130.703641, 16.392288, 17.595, GO16102_LC
211734737, 134.137492, 16.392969, 17.397, GO16079_LC|GO16102_LC
211734832, 131.760203, 16.394381, 17.647, GO16079_LC|GO16102_LC
211735369, 129.429762, 16.401611, 17.5, GO16102_LC
211735477, 137.745137, 16.403092, 17.517, GO16079_LC|GO16095_LC|GO16102_LC
211735537, 138.595744, 16.403793, 17.703, GO16102_LC
211736460, 133.462069, 16.416491, 17.346, GO16079_LC|GO16102_LC
